"","x"
"4349","三寶飯"
"4350","雙拼飯"
"4351","雞鴨飯"
"4352","叉雞飯"
"4353","叉鴨飯"
"4354","豬排飯"
"4355","燒肉飯"
"4356","叉燒飯"
"4357","油雞飯"
"4358","燒鴨飯"
"4359","星洲炒飯"
"4360","叉燒炒飯"
"4361","牛肉炒飯"
"4362","廣東炒飯"
"4363","羊肉燴飯"
"4364","廣東燴飯"
"4365","蔥爆燴飯"
"4366","黑椒燴飯"
"4367","咖哩燴飯"
"4368","豆鼓燴飯"
"4369","鮮茄燴飯"
"4370","沙茶燴飯"
"4371","滑蛋燴飯"
"4372","魚排飯"
"4373","什錦炒麵"
"4374","星洲炒米粉"
"4375","廈門炒米粉"
"4376","干炒叉燒河粉"
"4377","干炒肉絲河粉"
"4378","干炒牛肉河粉"
"4379","干炒蝦仁河粉"
"4380","火雞肉飯便當"
"4381","扁魚白菜湯"
"4382","香菇肉羹"
"4383","下水湯"
"4384","金針湯"
"4385","火雞肉切盤"
"4386","火雞尾切盤"
"4387","火雞翅切盤"
"4388","筍乾"
"4389","黃萊姆鹽燒鯖魚飯"
"4390","59C嫩煎小里肌飯"
"4391","煙燻香料烤雞腿飯"
"4392","櫛瓜里肌溫沙拉"
"4393","玉米筍炸雞沙拉"
"4394","梅乾扣肉"
"4395","炸雞塊咖哩"
"4396","蒜香台式豬排"
"4397","清蒸多利魚"
"4398","三杯骨雞腿"
"4399","炸雞排"
"4400","1號餐"
"4401","3號餐"
"4402","4號餐"
"4403","5號餐"
"4404","6號餐"
"4405","泰式雞翅"
"4406","紐奧良香雞排"
"4407","乳酪心酥"
"4408","黃金番薯條"
"4409","草莓布丁球"
"4410","波霸脆薯條"
"4411","山藥捲"
"4412","芝麻芋香球"
"4413","披薩球"
"4414","地瓜球"
"4415","小芋泥球"
"4416","深海鱈魚條"
"4417","黃金油米花"
"4418","奶香銀絲卷"
"4419","紅燒大腸麵線"
"4420","肉羹麵線"
"4421","清蒸肉圓"
"4422","招牌米糕"
"4423","碗粿"
"4424","冬瓜露"
"4425","四季綠茶"
"4426","原味"
"4427","辣味"
"4428","素食"
"4429","鹹"
"4430","味"
"4431","生菜雞肉"
"4432","凱薩蔬菜沙拉"
"4433","蒜烤雞胸"
"4434","香滷豬腱"
"4435","香煎杏鮑菇"
"4436","匈牙利豬排"
"4437","鹽烤起司牛肉"
"4438","高麗菜蛋餅"
"4439","魔佐拉起司蛋餅"
"4440","匈牙利豬排蛋餅"
"4441","鹽燒起司牛肉蛋餅"
"4442","莎莎醬雞肉起司烤餅"
"4443","奶油菇菇起司烤餅"
"4444","芥末籽牛肉起司烤餅"
"4445","綜合菇菇蛋午飯團"
"4446","照燒雞腿排午飯團"
"4447","匈牙利豬排午飯團"
"4448","鹽燒起司牛肉午飯團"
"4449","橄欖油蔬菜菇菇義大利冷麵"
"4450","莎莎醬雞肉義大利冷麵"
"4451","芥末籽牛肉義大利冷麵"
"4452","鮮奶茶大"
"4453","現榨檸檬紅茶大"
"4454","生菜沙拉"
"4455","綜合滷蔬菜"
"4456","炙燒蔬菜"
"4457","今日湯品"
"4458","香蔥油餅"
"4459","香蔥肉餅"
"4460","多汁牛肉捲餅"
"4461","嫩煎豬肉捲餅"
"4462","白灼豬肉捲餅"
"4463","滑嫩雞肉捲餅"
"4464","海洋鮪魚捲餅"
"4465","香金蔥蛋捲餅"
"4466","鮮蔬奶浪捲餅"
"4467","私房柴魚味增湯"
"4468","冬瓜露仙草凍飲"
"4469","時蔬生菜沙拉"
"4470","萬丹紅豆湯品"
"4471","北海道卡士達"
"4472","元氣蜜"
"4473","蘋果肉桂"
"4474","宇治金時"
"4475","小倉沖繩麻糬"
"4476","oreo卡士達"
"4477","卡士達三重奏"
"4478","草莓心季節限定"
"4479","乾酪火腿"
"4480","薯泥花生醬"
"4481","鮪魚玉米"
"4482","乾酪三重奏"
"4483","cheese薯泥"
"4484","P801酥脆焦小罐100克"
"4485","P802-香濃起司小罐50克"
"4486","P803-堅果焦小罐80克"
"4487","P804-特濃巧克力小罐100克"
"4488","P805-靜岡抹茶小罐100克"
"4489","P905-巧克力大罐150克"
"4490","P904-巧達起司大罐150克"
"4491","P903-鹽燒海苔大罐150克"
"4492","P902-北海道牛奶大罐150克"
"4493","P901-太妃焦大罐150克"
"4494","201734-櫻桃小丸子造型餅乾禮盒-全家福版"
"4495","451-太妃-小玉版裏型"
"4496","441-太妃-花輪版裏型"
"4497","431-太妃-爺爺版裏型"
"4498","421-太妃-美環版裏型"
"4499","411-太妃-野口版裏型"
"4500","401-太妃-小丸子版裏型"
"4501","M101-堅果焦-分享版小罐75克"
"4502","M103-比利時巧克力-情人版小罐90克"
"4503","M102-櫻桃酥脆焦-爺爺金句版小罐90克"
"4504","M106-太妃野餐版小罐90克"
"4505","M105-太妃開學版小罐90克"
"4506","M107-焦起司比賽版小罐90克"
"4507","M104-焦起司海灘版小罐90克"
"4508","M204-苦巧克力公園版大罐150克"
"4509","M206-苦巧克力雜貨店版150克"
"4510","M208-香濃起司生日版大罐150克"
"4511","M212-焦牛奶校園版大罐150克"
"4512","M201-焦牛奶櫻桃版大罐150克"
"4513","M202-香濃起司家人版大罐150克"
"4514","M203-浦島海苔太空版大罐150克"
"4515","M205-浦島海苔同學版大罐150克"
"4516","HelloKitty蜂蜜蛋糕"
"4517","HelloKitty愛心蝴蝶酥--鐵罐禮盒A4大小"
"4518","HelloKitty愛心蝴蝶酥--小盒"
"4519","布丁狗爆米花-焦奶油"
"4520","布丁狗爆米花-起司"
"4521","布丁狗爆米花-苦巧克力"
"4522","卡娜赫拉爆米花-小包分享焦牛奶"
"4523","卡娜赫拉的小動物-P助焦爆米花"
"4524","蛋黃哥造型芒果棉花"
"4525","經典綠咖哩沾面"
"4526","淡雪鍋"
"4527","壽喜牛烏龍麵"
"4528","稻庭冷麵"
"4529","稻庭頂級高湯玉子燒"
"4530","光合箱子"
"4531","班尼迪克蛋"
"4532","皇家圓舞曲"
"4533","奶油蛋燻鮭魚"
"4534","法式脆皮女士"
"4535","奶油培根菇菇蛋"
"4536","早安!優格"
"4537","烤蔬菜佐PITA"
"4538","義式紅酒豬小排"
"4539","撈沙雞腿"
"4540","撈沙海鮮"
"4541","肉圓"
"4542","四神豬肚湯"
"4543","四神豬腸湯"
"4544","酸菜豬肚湯"
"4545","酸菜豬腸湯"
"4546","醬煮澎湖青斑定食"
"4547","碳烤鰻魚蓋飯"
"4548","碳烤鯖魚定食"
"4549","炭烤花魚定食"
"4550","炭烤牛舌定食"
"4551","什蔬燴黑醋醬定食"
"4552","炭烤雞豬雙麴定食"
"4553","炭烤鹽麴五花肉定食"
"4554","腰內肉燴黑醋醬定食"
"4555","豬排味增醬煮定食"
"4556","滑蛋豬排鍋定食"
"4557","野菜豬肉鍋定食"
"4558","韓式泡菜鍋定食"
"4559","豬排蛋蓋飯"
"4560","炸豬排里肌肉排定食"
"4561","香辛醬炸雞塊蓋飯"
"4562","雞肉蔬菜燴黑醋醬定食"
"4563","香酥炸機塊定食"
"4564","炭烤雞肉香橘醋定食"
"4565","炭烤雞肉蛋蓋飯"
"4566","法國心"
"4567","大腸蚵仔麵線"
"4568","香菇雞湯"
"4569","筒仔米糕"
"4570","小三拼飯"
"4571","棒腿+鯛魚飯"
"4572","棒腿+魚排飯"
"4573","棒腿+燒肉飯"
"4574","棒腿+蝦捲飯"
"4575","骨雞排飯"
"4576","梅干控肉飯"
"4577","島鱈魚飯"
"4578","蔥爆牛豬肉飯"
"4579","炸"
"4580","茄汁雞排飯"
"4581","椒麻雞腿飯"
"4582","打拋豬肉飯"
"4583","浦燒鯛魚飯"
"4584","韓式"
"4585","紹興醉雞飯"
"4586","菩提齋素食"
"4587","熱炒宮保雞丁飯"
"4588","日式烤肉飯"
"4589","和風烤雞腿飯"
"4590","棒腿+香腸飯"
"4591","三杯雞飯"
"4592","鹽烤鮭魚飯"
"4593","瘦肉湯"
"4594","招牌鮮蝦雲吞"
"4595","招牌菜肉雲吞"
"4596","招牌鮮肉雲吞"
"4597","榨菜肉絲"
"4598","蠔油撈麵乾"
"4599","乾粄條乾"
"4600","肉燥乾麵乾"
"4601","青菜蛋花湯"
"4602","蛤仔湯"
"4603","高麗菜十粒"
"4604","韭菜十粒"
"4605","多摩敵生魚片丼"
"4606","築地雙魚丼鮭魚"
"4607","北海道干貝丼"
"4608","比目魚鮭魚卵丼"
"4609","鮑魚生魚片丼"
"4610","鮭魚卵生花枝丼"
"4611","多摩招牌生魚片丼"
"4612","鮭魚生魚片丼"
"4613","炙燒生魚片丼"
"4614","荒煮紅條飯"
"4615","蒲燒鰻魚飯"
"4616","鮭魚卵星鰻丼"
"4617","多摩敵天丼"
"4618","烤午仔魚飯"
"4619","大西洋烤鮭魚飯"
"4620","日式醬燒鱈魚飯"
"4621","味自慢柚香鹽烤雞腿炸蝦飯"
"4622","鹽烤竹筴魚炸蝦飯"
"4623","日式豬排炸蝦飯"
"4624","挪威鹽烤鯖魚飯"
"4625","烤秋刀魚炸蝦飯"
"4626","橫綱炸豬排丼"
"4627","特上生魚片"
"4628","綜合生魚片10片"
"4629","北海道干貝3粒"
"4630","天使紅蝦刺身3隻"
"4631","果醋海鮮沙拉"
"4632","和風鱈魚肝"
"4633","和風青花菜"
"4634","海苔玉子燒"
"4635","胡麻秋葵"
"4636","日本黑豆"
"4637","炸蝦天婦羅3支"
"4638","廣島炸牡蠣5個"
"4639","力士炸豬排"
"4640","日式唐揚炸雞塊"
"4641","爆卵喜相逢"
"4642","唐揚雞軟骨"
"4643","咖哩樂餅2個"
"4644","炸雞蛋豆腐"
"4645","蘆筍鮮蝦手捲"
"4646","龍蝦沙拉手捲"
"4647","蝦卵手捲"
"4648","蟹肉棒手捲"
"4649","海膽手捲"
"4650","午仔魚一夜干"
"4651","黃魚一夜干"
"4652","大西洋烤鮭魚"
"4653","挪威鹽烤鯖魚"
"4654","竹筴魚一夜干"
"4655","柚香鹽烤雞腿"
"4656","鹽烤秋刀魚"
"4657","醋飯"
"4658","豪快生酒瓶"
"4659","大五郎溫清酒盅"
"4660","麒麟啤酒"
"4661","醋排骨飯"
"4662","炸香雞排飯"
"4663","臘味飯"
"4664","雙拼雞"
"4665","臘腸飯"
"4666","叉燒+燒鴨"
"4667","叉燒+油雞"
"4668","燒肉+油雞"
"4669","西炒飯"
"4670","滑蛋豬肉燴飯"
"4671","滑蛋牛肉燴飯"
"4672","咖哩豬肉燴飯"
"4673","咖哩牛肉燴飯"
"4674","沙茶豬肉燴飯"
"4675","沙茶牛肉燴飯"
"4676","黑胡椒豬肉燴飯"
"4677","黑胡椒牛肉燴飯"
"4678","三寶飯叉燒油雞燒鴨"
"4679","五寶飯"
"4680","八寶飯"
"4681","廣東炒麵"
"4682","乾炒牛河"
"4683","蠔油撈麵"
"4684","火腿雞蛋車仔麵"
"4685","餐肉雞蛋車仔麵"
"4686","雞排蛋車仔麵"
"4687","燒臘單拼車仔麵"
"4688","燒辣雙拼車仔麵"
"4689","金菇鴨絲撈麵"
"4690","雞排+蛋麵"
"4691","豬排+蛋仔麵"
"4692","鮑魚鴨絲粥"
"4693","滑蛋牛肉廣東粥"
"4694","香菇滑雞廣東粥"
"4695","鮮嫩魚片廣東粥"
"4696","海鮮廣東粥"
"4697","特製排骨"
"4698","醬燒排骨"
"4699","咖哩豬肉"
"4700","香雞排飯"
"4701","花枝排飯"
"4702","蝦排飯"
"4703","鮭魚飯"
"4704","日本鯖魚"
"4705","人參雞飯限冬季"
"4706","何首烏雞限冬季"
"4707","大吉嶺紅茶"
"4708","烏龍茶"
"4709","★仙草茶"
"4710","★蜜香烏龍"
"4711","蜜香紅茶"
"4712","蜜香綠茶"
"4713","蜜香青茶"
"4714","★百香紅茶"
"4715","★百香綠茶"
"4716","★百香青茶"
"4717","★柚子茶"
"4718","★脆梅茶"
"4719","★脆梅綠"
"4720","青梅綠茶"
"4721","★薄荷綠茶"
"4722","★薄荷青茶"
"4723","★黑方塊奶茶"
"4724","★黑方塊奶綠"
"4725","★仙草奶凍"
"4726","★仙草蜜"
"4727","統一布丁奶茶"
"4728","★橙香QQ紅茶"
"4729","★橙香QQ綠茶"
"4730","★橙香QQ青茶"
"4731","百香QQ紅茶"
"4732","百香QQ綠茶"
"4733","百香QQ青茶"
"4734","★珍珠青茶"
"4735","珍珠烏龍"
"4736","珍珠冬瓜"
"4737","珍珠高山奶"
"4738","珍珠烏龍奶"
"4739","QQ紅茶"
"4740","QQ綠茶"
"4741","QQ青茶"
"4742","QQ烏龍"
"4743","QQ冬瓜"
"4744","QQ奶茶"
"4745","QQ奶綠"
"4746","QQ高山奶"
"4747","QQ烏龍奶"
"4748","椰果紅茶"
"4749","椰果綠茶"
"4750","椰果青茶"
"4751","椰果烏龍"
"4752","椰果冬瓜"
"4753","椰果奶綠"
"4754","椰果高山奶"
"4755","椰果烏龍奶"
"4756","地芋奶茶"
"4757","粉條冬瓜"
"4758","大吉嶺奶茶"
"4759","★高山奶茶"
"4760","★芋香奶茶"
"4761","抹茶奶茶"
"4762","★薄荷奶茶"
"4763","★薄荷巧克力"
"4764","淇淋綠茶"
"4765","淇淋奶茶"
"4766","杏仁茶"
"4767","★杏仁奶茶"
"4768","★紅茶鮮奶茶"
"4769","綠茶鮮奶茶"
"4770","高山鮮奶茶"
"4771","抹茶鮮奶茶"
"4772","玫瑰鮮奶茶"
"4773","★焦鮮奶茶"
"4774","★冬瓜鮮奶茶"
"4775","桂圓鮮奶茶"
"4776","仙蛙撞奶"
"4777","綠蛙撞奶"
"4778","★鮮桔茶"
"4779","★檸檬汁"
"4780","檸檬蜜"
"4781","★檸檬愛玉"
"4782","蜂蜜葡萄柚綠"
"4783","愛玉茶鮮桔汁"
"4784","★冬瓜檸檬"
"4785","橙香紅茶"
"4786","橙香綠茶"
"4787","橙香青茶"
"4788","百香果汁"
"4789","橙香果汁"
"4790","冬瓜薑茶"
"4791","★桂圓薑茶"
"4792","紅棗薑母茶"
"4793","★黑薑茶"
"4794","★桂圓紅棗茶"
"4795","★薑汁奶茶"
"4796","★桂圓奶茶"
"4797","桂圓紅棗薑母茶"
"4798","★燒仙草"
"4799","菓子沙"
"4800","★百香沙"
"4801","芒果沙"
"4802","檸檬沙"
"4803","香橙沙"
"4804","咖啡沙"
"4805","★綠豆沙"
"4806","★綠豆沙牛奶"
"4807","薄荷巧克力沙"
"4808","★多多綠茶"
"4809","多多青茶"
"4810","芒果多多"
"4811","多多香橙"
"4812","★多多葡萄柚綠"
"4813","酥炸雞腿"
"4814","骨鹽酥雞"
"4815","銀絲捲"
"4816","雞心"
"4817","日式咖哩雞飯辣"
"4818","印咖哩雞飯中辣"
"4819","雞肉丼飯辣"
"4820","紅燒牛腩飯微辣"
"4821","控肉蓋飯飯辣"
"4822","加起司"
"4823","QQ星百香"
"4824","奶蓋星旋風"
"4825","星球鮮奶茶"
"4826","宇治抺茶歐蕾"
"4827","堅果"
"4828","黑旋風奶蓋茶"
"4829","黑旋風奶蓋冬瓜"
"4830","奶蓋青茶"
"4831","奶蓋黑森林"
"4832","洛神花茶"
"4833","香濃奶茶"
"4834","奶香綠茶"
"4835","太妃奶茶"
"4836","太妃鮮奶茶"
"4837","仙草奶凍"
"4838","鮮奶巧克力"
"4839","鮮奶紅茶"
"4840","鮮奶綠茶"
"4841","鮮奶烏龍"
"4842","鮮奶青茶"
"4843","鮮奶仙草凍"
"4844","紫米紅豆奶茶"
"4845","紫米紅豆鮮奶茶"
"4846","檸檬冬瓜小紫蘇"
"4847","QQ百香綠"
"4848","鮮桔檸檬"
"4849","貢茶碧螺春"
"4850","日式玄米綠茶"
"4851","金萱烏龍茶"
"4852","東方美人"
"4853","琥珀鐵觀音"
"4854","白鷺紅茶"
"4855","芒果戀奶沙"
"4856","蜜梅番茄沙"
"4857","堅果沙"
"4858","奶蓋黑烏龍"
"4859","烏瓦奶茶凍飲"
"4860","鮮百香柳橙凍飲"
"4861","蔓越莓果醋凍飲"
"4862","紅葡萄柚凍飲"
"4863","玫瑰花果凍飲"
"4864","原味杏仁凍飲"
"4865","桂花烏梅凍飲"
"4866","古早味紅茶"
"4867","健康烏龍綠茶"
"4868","黑冬瓜露"
"4869","仙楂洛神茶"
"4870","冬瓜紅"
"4871","古早味紅茶+鮮奶"
"4872","健康烏龍茶+鮮奶"
"4873","黑冬瓜露+鮮奶"
"4874","仙楂洛神茶+鮮奶"
"4875","香滷排骨飯"
"4876","每日特餐飯"
"4877","鼓汁排骨飯"
"4878","酥炸雞排飯"
"4879","現榨魚排飯"
"4880","紅燒牛喃飯"
"4881","酥炸雞腿飯"
"4882","香滷雞腿飯"
"4883","名廚烤鴨腿"
"4884","名廚烤雞腿"
"4885","現炸雞腿"
"4886","玫瑰雞腿"
"4887","隆華招牌飯"
"4888","綜合三寶"
"4889","現炸魚排"
"4890","脆皮化口燒肉"
"4891","各式雙拼"
"4892","港式臘味飯"
"4893","現炸豬排"
"4894","蜜汁叉燒"
"4895","脆皮烤鴨"
"4896","美味蔥油雞"
"4897","蜜汁香腸"
"4898","鮑魚雞球粥"
"4899","香滑鮑魚粥"
"4900","滑蛋蝦粥"
"4901","滑蛋牛肉粥"
"4902","魚片瘦肉粥"
"4903","魚片皮蛋粥"
"4904","皮蛋豬肝粥"
"4905","鹹魚叉燒炒飯"
"4906","鳳梨海鮮炒飯"
"4907","三鮮炒飯"
"4908","鳳梨牛肉炒飯"
"4909","鳳梨叉燒炒飯"
"4910","黑胡椒牛肉炒飯"
"4911","沙茶牛肉炒飯"
"4912","廣式蝦仁炒麵"
"4913","廣式海鮮炒麵"
"4914","廣式牛肉炒麵"
"4915","廣式叉燒炒麵"
"4916","廣式咖哩牛腩炒麵"
"4917","廣式炒麵"
"4918","廣式黑胡椒牛肉炒麵"
"4919","台式三鮮炒麵"
"4920","台式蝦炒麵"
"4921","台式咖哩牛腩炒麵"
"4922","台式叉燒麵"
"4923","台式黑胡椒牛肉炒麵"
"4924","紅燒牛腩飯"
"4925","鳳梨牛肉燴飯"
"4926","鳳梨叉燒燴飯"
"4927","鳳梨雞燴飯"
"4928","鳳梨海鮮燴飯"
"4929","窩蛋牛肉燴飯"
"4930","窩蛋叉燒燴飯"
"4931","滑蛋蝦仁燴飯"
"4932","香菇雞飯"
"4933","咖哩雞飯"
"4934","薑蔥牛肉飯"
"4935","鮮茄牛肉燴飯"
"4936","素燴飯"
"4937","干炒三鮮河粉"
"4938","海鮮豆腐湯"
"4939","鮮茄豬肝湯"
"4940","鮮魚片湯"
"4941","鮮豬肝湯"
"4942","青菜豆腐湯"
"4943","酢醬乾麵絞肉+豆干"
"4944","麻辣乾麵酢+麻辣"
"4945","芝麻乾麵酢+芝麻"
"4946","招牌三醬乾麵辣"
"4947","醬燒豚肉酢醬乾麵"
"4948","醬燒豚肉麻辣乾麵"
"4949","醬燒豚肉芝麻乾麵"
"4950","醬燒豚肉三醬乾麵辣"
"4951","韓式泡菜乾拌麵"
"4952","韓式泡菜豚肉乾拌麵"
"4953","咖哩豚肉拌麵"
"4954","咖哩牛腩拌麵"
"4955","麻辣涼麵"
"4956","綜合三醬涼麵辣"
"4957","醬燒豚肉麻辣涼麵"
"4958","醬燒豚肉麻醬涼麵"
"4959","醬燒豚肉綜合涼麵辣"
"4960","韓式泡菜酢醬涼麵"
"4961","韓式泡菜豚肉涼麵"
"4962","和風豚肉蓋飯"
"4963","韓式泡菜豚肉蓋飯"
"4964","日式咖哩飯肉"
"4965","咖哩豚肉飯"
"4966","起司咖哩豚肉飯"
"4967","咖哩牛腩飯"
"4968","日式味增拉麵"
"4969","蒜味味增拉麵"
"4970","麻辣味增拉麵"
"4971","起司味增拉麵"
"4972","蛤蜊味增拉麵"
"4973","日式咖哩拉麵"
"4974","起司咖哩拉麵"
"4975","蛤蜊咖哩拉麵"
"4976","韓式泡菜拉麵"
"4977","起司泡菜拉麵"
"4978","味增泡菜拉麵"
"4979","味增蛋花湯"
"4980","味增貢丸湯"
"4981","味增綜合湯"
"4982","味增蛤蜊湯"
"4983","貢丸蛋花湯"
"4984","蝦仁焿"
"4985","魯鴨蛋"
"4986","奶油薯瓣義大利麵"
"4987","推奶油豬排義大利麵"
"4988","奶油起士雞排義大利麵"
"4989","推奶油德國香腸義大利麵"
"4990","奶油蛤蜊義大利麵"
"4991","奶油海鮮義大利麵"
"4992","奶油煎魚義大利麵"
"4993","奶油青蔬義大利麵"
"4994","南瓜培根義大利麵"
"4995","推南瓜薯瓣義大利麵"
"4996","南瓜豬排義大利麵"
"4997","南瓜起士雞排義大利麵"
"4998","南瓜德國香腸義大利麵"
"4999","南瓜蛤蜊義大利麵"
"5000","南瓜海鮮義大利麵"
"5001","推南瓜煎魚義大利麵"
"5002","南瓜青蔬義大利麵"
"5003","青醬培根義大利麵"
"5004","青醬薯瓣義大利麵"
"5005","青醬豬排義大利麵"
"5006","推青醬起士雞排義大利麵"
"5007","青醬德國香腸義大利麵"
"5008","青醬蛤蜊義大利麵"
"5009","青醬海鮮義大利麵"
"5010","青醬煎魚義大利麵"
"5011","推青醬青蔬義大利麵"
"5012","推蒜香培根義大利麵"
"5013","蒜香薯瓣義大利麵"
"5014","蒜香豬排義大利麵"
"5015","蒜香起士雞排義大利麵"
"5016","蒜香德國香腸義大利麵"
"5017","蒜香蛤蜊義大利麵"
"5018","推蒜香海鮮義大利麵"
"5019","蒜香煎魚義大利麵"
"5020","蒜香青蔬義大利麵"
"5021","茄汁培根義大利麵"
"5022","茄汁薯瓣義大利麵"
"5023","茄汁豬排義大利麵"
"5024","茄汁起士雞排義大利麵"
"5025","茄汁德國香腸義大利麵"
"5026","茄汁蛤蜊義大利麵"
"5027","推茄汁海鮮義大利麵"
"5028","茄汁煎魚義大利麵"
"5029","推茄汁青蔬義大利麵"
"5030","咖哩培根義大利麵"
"5031","咖哩薯瓣義大利麵"
"5032","推咖哩豬排義大利麵"
"5033","咖哩起士雞排義大利麵"
"5034","咖哩德國香腸義大利麵"
"5035","咖哩蛤蜊義大利麵"
"5036","推咖哩海鮮義大利麵"
"5037","咖哩煎魚義大利麵"
"5038","咖哩青蔬義大利麵"
"5039","白酒蛤蜊義大利麵"
"5040","白酒煎魚義大利麵"
"5041","白酒青蔬義大利麵"
"5042","肉醬義大利麵"
"5043","推肉醬蛋義大利麵70"
"5044","肉醬薯瓣義大利麵80"
"5045","肉醬培根蛋義大利麵"
"5046","肉醬豬排義大利麵"
"5047","肉醬起士雞排義大利麵90"
"5048","肉醬德國香腸蛋義大利麵100"
"5049","番茄鮮蝦義式冷麵夏季限定"
"5050","胡麻蘿蔓莎拉"
"5051","義式雙醬麻辣冬粉"
"5052","白醬海鮮湯麵"
"5053","白醬海鮮冬粉"
"5054","推泰式打拋肉義大利麵"
"5055","青蔬素麵"
"5056","推主廚拼盤"
"5057","焗肉醬起士薯條"
"5058","椒鹽蒜香豬排"
"5059","藍帶起士雞排"
"5060","檸檬杏鮑雞"
"5061","照燒菇菇雞"
"5062","風味花雕雞"
"5063","紅蘿蔔咖哩雞"
"5064","韓式泡菜雞"
"5065","福州"
"5066","紅油"
"5067","花生醬"
"5068","韓式酢醬"
"5069","肉燥"
"5070","鮮肉紅油炒手"
"5071","韭菜紅油炒手"
"5072","鮮蝦紅油炒手"
"5073","綜合紅油炒手"
"5074","清湯"
"5075","酸辣"
"5076","貢丸"
"5077","福州魚丸"
"5078","鮮肉扁食"
"5079","韭菜扁食"
"5080","鮮蝦扁食"
"5081","綜合扁食"
"5082","大滷麵"
"5083","套餐A福州乾拌麵+鱈魚丸湯"
"5084","套餐B肉燥飯+扁食湯"
"5085","套餐C花生醬拌麵+貢丸湯"
"5086","套餐D1水餃+酸辣湯"
"5087","套餐D2鍋貼+酸辣湯"
"5088","招牌水餃"
"5089","大滷"
"5090","鱈魚丸湯"
"5091","紫菜三絲湯"
"5092","福州魚丸湯"
"5093","鮮肉扁食湯"
"5094","韭菜扁食湯"
"5095","鮮蝦扁食湯"
"5096","綜合扁食湯"
"5097","大滷湯"
"5098","酸辣燴飯"
"5099","大滷燴飯"
"5100","飲料"
"5101","胡椒口味"
"5102","辣味口味"
"5103","梅子口味"
"5104","海苔口味"
"5105","檸檬紅椒"
"5106","蜜汁叉燒醬"
"5107","神州辣醬"
"5108","卡脆雞腿堡千島醬.神州辣醬.蜜汁叉燒"
"5109","卡脆雞排堡千島醬.神州辣醬.蜜汁叉燒"
