,0
32,多多紅烏龍
33,鮮檸檬綠
34,鮮檸檬冬片
35,鮮桔梅果綠
36,龍眼蜜綠
37,龍眼蜜烏龍
38,楊桃汁
39,楊桃綠
40,楊桃烏龍
41,鮮桔楊桃
42,檸檬楊桃
43,甘草酸梅湯
44,冬瓜酸梅湯
45,鮮桔酸梅
46,檸檬酸梅
47,鮮檸檬汁
48,檸檬梅子
49,金桔檸檬
50,大岡山龍眼蜜茶
51,檸檬多多
52,龍眼蜜檸檬
53,翠玉鮮奶綠
54,金萱烏龍拿鐵
55,蜜香紅鮮奶茶
56,珍珠鮮奶茶
57,仙草鮮奶茶
58,杏仁凍鮮奶茶
59,鮮奶仙草凍
60,珍珠紅豆鮮奶茶
61,杏仁凍紅豆鮮奶茶
62,黑糖鮮奶紅
63,黑糖鮮奶烏龍
64,阿華田鮮奶
65,紅豆鮮奶茶
66,鮮百香紅玉
67,鮮葡萄柚紅玉
68,奇異果紅玉
69,奇異果烏龍
70,鮮葡萄柚多多
71,鮮百香多多
72,桑椹紅玉
73,桑椹烏龍
74,桑椹鮮奶
75,桑椹多多
76,桂圓紅棗茶
77,黑糖薑母茶
78,薑汁桂圓
79,黑糖薑汁鮮奶
80,黑糖檸檬薑茶
81,胚芽杏仁茶
82,黑芝麻杏仁茶
83,紅豆杏仁茶
84,黑芝麻鮮奶
85,養樂多(罐)
86,白珍珠
87,仙草
88,愛玉
89,杏仁凍
90,龍眼蜜
0,日式烤布丁(160g/顆)
1,可愛心型布丁(80g/顆)
2,香芋奶酪(160g/個)
3,可可奶酪(160g/個)
4,香醇奶酪(160g/個)
5,布丁6每種奶酪各2
6,布丁3每種奶酪各3
7,布丁4巧克力及香芋奶酪各4
8,布丁4香醇及香芋奶酪各4
9,布丁4巧克力及香醇奶酪各4
10,每種奶酪各4
11,金牛角
0,14安帆布 橄欖綠
1,14安帆布 棕
2,14安帆布 酒紅色
3,14安帆布 深藍色
0,原味鍋燒
1,泡菜鍋燒
2,番茄鍋燒
3,藥膳鍋燒
4,加麵
5,西瓜汁
6,蕃茄汁
7,芭樂汁
8,鳳梨汁
9,百香果汁
10,柳丁汁
11,蘋果汁
12,哈密瓜汁
13,葡萄汁
14,檸檬汁
15,草莓汁
16,芒果汁
17,奇異果汁
18,芭樂檸檬
19,蕃茄蘋果
20,鳳梨蘋果
21,西瓜鳳梨
22,蕃茄鳳梨
23,芭樂鳳梨
24,葡萄鳳梨
25,綜合果汁
26,芒果鳳梨
27,奇異果鳳梨
28,奇異果葡萄
29,苦瓜鳳梨
30,綜合蔬果汁
31,布丁牛奶
32,西瓜牛奶
33,木瓜牛奶
34,蕃茄牛奶
35,芭樂牛奶
36,香蕉牛奶
37,鳳梨牛奶
38,哈密瓜牛奶
39,蘋果牛奶
40,酪梨牛奶(時價)
41,葡萄牛奶
42,芒果牛奶
43,草莓牛奶
44,綜合牛奶
45,奇異果牛奶
46,酪梨布丁牛奶(時價)
47,ps.加布丁+12元
48,番茄多多
49,柳丁多多
50,百香多多
51,蘋果多多
52,鳳梨多多
53,葡萄多多
54,檸檬多多
55,奇異果多多
56,芒果多多
57,草莓多多
58,冬瓜檸檬
59,冬瓜鮮奶
60,水果茶
61,桔茶
62,黃金柚子茶
63,奇亞籽檸飲
0,肉燥飯(大)
1,肉燥飯(小)
2,魚肚粥
3,魚皮粥
4,鹹粥
5,蚵粥
6,魚肚湯
7,魚皮湯
8,蚵仔湯
9,魚腸湯
10,魚丸湯
11,吳郭魚
12,魚頭
13,青菜
14,油條
15,滷蛋
16,豆腐
17,車輪
18,魯丸
0,心作餐盒A(香烤雞腿+鯖魚)
1,心作餐盒B(慢燉豬肉+鯖魚)
2,心作餐盒C(滷雞腿+鯖魚)
3,心作餐盒D(烤雞腿+慢燉豬肉)
4,心作餐盒E(滷雞腿+慢燉豬肉
5,心作咖哩餐盒A(香烤雞腿)
6,心作咖哩餐盒B(慢燉豬肉)
7,特餐便當雙主蔡
8,限量餐盒
0,紅豆豆花
1,綠豆豆花
2,粉圓豆花
3,花生豆花
4,檸檬豆花
5,芋圓豆花
6,薏仁豆花
7,白豆花
8,烏梅豆花
9,草莓豆花
10,椰果豆花
11,百香果豆花
12,三色豆花
13,鮮奶豆花
14,布丁豆花
15,巧克力豆花
16,紅豆湯
17,燒先草
18,紅豆湯圓
19,綜合湯圓
20,綠豆湯
