,0
27,北海道可樂餅
28,金黃薯
29,薯條
30,摩斯雞塊5塊
31,法蘭克熱狗
32,夏威夷鮮蔬沙拉
33,雞肉總匯沙拉
34,陽光蘿蔓沙拉
35,堅果蘿蔓沙拉
36,和風炸雞加大
37,鮮菇濃湯
38,玉米濃湯
39,蒟蒻-荔枝
40,蒟蒻-蜂蜜檸檬
41,蒟蒻-巨峰葡萄
42,蒟蒻-蘋果
43,MOS豆奶酪
44,法式泡芙
45,覆盆子蒟蒻冰茶(季節限訂)
46,熱帶水果蒟蒻冰茶(季節限訂)
47,奇異果蒟蒻冰茶(季節限訂)
48,ZERO-22oz
49,可樂22oz
50,雪碧22oz
51,可可亞8oz
52,冰紅茶
53,熱紅茶8oz
54,熱鮮奶茶 12oz
55,玄米鮮綠茶
56,可可拿鐵194ml
57,抹茶拿鐵Sr.194ml
58,摩斯鮮乳194ml
59,冰咖啡
60,熱咖啡
61,冰摩斯咖啡12oz
62,熱摩斯咖啡8oz
63,柚子熱茶8oz
64,柚子冰茶16oz
65,紅柚氣泡果汁16oz
66,新鮮柳丁汁12oz
67,新鮮葡萄汁12oz
68,冰拿鐵12oz
69,熱拿鐵12oz
70,熱卡布其諾12oz
71,摩斯純淨天然水500ml
0,１．珍珠膠原蛋白櫻桃飲
1,２．寒天綠茶多酚凍飲
2,３．寒天薏仁飲
3,４．寒天杏仁飲
4,５．益生菌優格
5,６．黑糖芝麻黑五寶
0,原味鑽石星球
1,焦糖卡滋星球
2,榛果焦糖星球
3,巧克黑嚕嚕星球
4,巧達起司星球
5,三島海苔星球
6,日式哇沙米星球
7,黃金咖哩星球
8,魔法泡菜星球
0,火雞肉便當
1,蔬菜咖哩飯
2,豬肉咖哩飯
3,火雞肉咖哩飯
4,牛肉咖哩飯
5,白飯
6,其他
7,其他
0,滷雞腿飯
1,炸雞腿飯
2,炸排骨飯
3,經典排骨飯
4,當日鮮魚飯
5,經典扣肉飯
6,黑胡椒豬柳飯
7,經典綜合飯
8,隨餐附贈€　 360CC 紅茶乙杯
9,如要飯包　辣菜圃　可以事前告知　　　11點準時出飯
10,有代客購買大杯紅茶綠茶茶類多有　如有需要可以告知
11,阿Ｂ　啤酒　藥酒　香煙　檳榔　沒有喔　不好意識
0,六粒裝一盒
1,八粒裝一盒
2,十粒裝一盒
3,十二粒裝一盒
4,散裝六粒裝品級一顆
5,散裝八粒裝品級一顆
6,散裝十粒裝品級一顆
7,散裝十二粒裝品級一顆
0,招牌咖啡
1,美式咖啡(黑咖啡)
2,巧克力牛奶
3,卡布奇諾
4,摩卡可可
5,焦糖瑪琪朵
6,黑糖瑪琪朵
7,黑糖鴛鴦咖啡
8,拿鐵
9,法式榛果拿鐵
10,法式焦糖拿鐵
11,茉香綠茶
12,大吉嶺紅茶
13,梅果綠茶
14,韓式柚子茶
15,鮮桔茶
16,多多綠茶
17,英式奶茶
18,布丁奶茶
19,杏仁牛奶
20,鮮奶茶
21,芒果雪泥
22,拿鐵冰沙
23,摩卡冰沙
24,**原味起士
25,*藍莓大理石
26,*維也納情海
27,沙架蛋糕
28,*義式巧克力
29,*德式黑森林
30,???綜合果仁
31,提拉米蘇
32,水果百匯(草莓)
33,草莓卡迪娜
34,香草焦糖
35,???香草黑醋栗
36,???白巧百香果
37,草莓波士頓
38,???蜜桃牛奶
39,???吉姆榛果
40,???芒果牛奶
41,草莓提拉米蘇
42,原味提拉米蘇
43,焦糖咖啡布蕾
44,草莓塔
45,草莓大福
46,芒果大福
47,草莓奶酪
48,原味奶酪
49,芒果奶酪
50,北海道起士
51,???法式水果塔
52,???草莓甜心捲
53,白巧草莓
54,???北海道雪苺
0,地瓜酥
1,地瓜蜜
0,紹興醉雞飯
1,香烤雞腿飯
2,品味滷雞腿飯
3,三杯雞飯
4,宮保雞丁飯
5,黃金雞排飯
6,咖哩雞排飯
7,咖哩豬排飯
8,香炸排骨飯
9,燉滷排骨飯
10,原味香腸飯
11,東坡蹄膀飯
12,蜜汁燒肉飯
13,滷獅子頭飯
14,雙拼特餐飯
15,鹽煎鱈魚飯
16,醬燒鮭魚飯
17,煎虱目魚飯
18,滷虱目魚飯
19,黑胡椒牛柳飯
20,紅燒牛腩飯
0,麻醬麵
1,拌麵
2,豬肝麵
3,嘴邊麵
4,蚵仔麵
5,鴨腸麵
6,貢丸麵
7,豬肝湯
8,嘴邊湯
9,蚵仔湯
10,鴨腸湯
11,貢丸湯
12,麻醬冬粉
13,拌冬粉
14,豬肝冬粉
15,嘴邊冬粉
16,蚵仔冬粉
17,鴨腸冬粉
18,貢丸冬粉
19,麻醬米粉
20,拌米粉
21,豬肝米粉
22,嘴邊米粉
23,蚵仔米粉
24,鴨腸米粉
25,貢丸米粉
26,嘴邊肉
27,燙青菜
28,燙豬肝
29,燙鴨腸
30,燙魷魚
0,阿薩姆紅茶
1,翡翠綠茶
2,阿里山黃金青茶
3,凍頂烏龍綠茶
4,黃金烏龍青茶
5,桂花釀
6,桂花綠茶
7,桂花青茶
8,桂花烏龍
9,沖繩麥茶
10,潽洱菊花
11,百香
12,檸檬
13,梅子
14,玫瑰
15,蜂蜜
16,冬瓜
17,紫蘇梅
18,脆梅果
19,柳橙
20,多多
21,鮮柚
22,極品奶茶
23,翡翠奶綠
24,阿里山奶青
25,凍頂烏龍奶
26,桂花奶茶
27,沖繩奶茶
28,仙干奶茶
29,焦糖奶茶
30,蜂蜜奶茶
31,波霸奶茶
32,小珍珠奶茶
33,仙草凍奶茶
34,咖啡凍奶茶
35,椰果奶茶
36,３Ｑ奶茶
37,布丁奶茶
38,百香冰沙
39,手工綠豆沙
40,紫蘇梅凍飲
41,脆梅果凍飲
42,巧克力冰沙
43,柳橙冰沙
44,綠野仙蹤
45,多多冰沙
46,檸檬冰沙
47,綠豆沙牛奶
48,冬瓜檸檬
49,蜂蜜蘆薈
50,鮮榨檸檬汁
51,熱帶水果茶
52,金桔檸檬
53,蜂蜜檸檬
54,檸檬愛玉
55,檸檬蘆會
56,蕃茄蜜
57,木瓜牛奶
58,鮮柚桔茶
59,寒天晶球冰茶
60,檸檬愛多多
61,柳橙愛多多
62,百香愛多多
63,布丁燒
64,杏仁茶
65,巧克力可可
66,藤本擂茶
67,札幌奶茶
68,阿華田
69,冰淇淋麥茶
70,冰淇淋紅茶
71,冰淇淋可可
72,蘋果醋
73,蜂蜜蘋果醋
74,愛玉蘋果醋
75,蘆薈蘋果醋
76,晶球蘋果醋
77,黑糖冬瓜茶
78,仙草干茶
79,蜜茶
80,仙草凍仙草
81,仙冬茶
82,梅果楊桃汁
83,綠茶多酚
84,檸檬多酚
85,拿鐵多酚
86,多酚大吉利
87,油切大四喜
88,仙草小紫蘇
89,百香小紫蘇
90,蜜檸小紫蘇
91,蜜醋小紫蘇
92,仙草凍鮮奶
93,紅茶拿鐵
94,冬瓜拿鐵
95,焦糖紅茶拿鐵
96,黑糖薑母
97,薑汁撞奶
98,桂圓奶茶
99,桂圓薑母
100,桂圓枸杞紅棗
0,小黑糖鮮奶
1,小黑糖鮮奶綠豆
2,小黑糖鮮奶布丁
3,小黑糖鮮奶綠豆布丁
4,小黑糖鮮奶珍珠
5,小黑糖鮮奶仙草
6,小黑糖鮮奶仙草綠豆
7,小黑糖鮮奶珍珠仙草
8,濃黑糖冬瓜
9,濃黑糖檸檬
10,濃黑糖仙草
11,濃黑糖珍珠
12,濃黑糖冬瓜檸檬
13,濃黑糖愛玉
14,濃黑糖檸檬愛玉
15,紅茶懷念小時候
16,萬年不敗茉香綠
17,春暖花開四季春
18,BARONESS伯爵紅
19,但我愛的是奶茶
20,黑糖薑母茶
21,紅茶懷念拿鐵
22,伯爵紅茶拿鐵
23,濃黑糖冬瓜拿鐵
24,重度可可拿鐵
25,宇治抹茶拿鐵
26,黑糖老薑拿鐵
27,美式咖啡
28,拿鐵咖啡
29,卡布其諾
30,黑糖拿鐵
31,焦糖瑪其朵
32,熱情沙漠脆洋芋
33,花醬生與豬肌里
34,印度香料咖哩雞
35,綠野仙蹤艾莉雞
36,法式浪漫塔塔魚
37,奶奶泡菜起司雞
38,花生好事抹醬厚片
39,法國香蒜抹醬厚片
40,原味脆薯條
41,九層塔青醬脆薯
42,法式塔塔醬脆薯
43,香酥炸魚薯條
0,蘋果苦瓜(600g)
0,香腸飯
1,蝦捲飯
2,花枝排飯
3,白切肉飯
4,小三拼飯
5,烤肉飯
6,紅燒肉飯
7,控肉飯
8,排骨飯
9,招牌飯
10,薄燒鯛魚飯
11,鮭魚飯
12,雞排飯
13,蔥爆牛肉飯
14,炸雞腿飯
15,魯雞腿飯
16,鱈魚飯
17,棒腿+鯛魚 飯
18,棒腿+蝦捲飯
19,棒腿+烤肉飯
20,棒腿+紅燒肉飯
21,豬柳飯
22,宮保雞丁飯
23,椒麻雞飯
24,醉雞飯
25,煙燻雞腿飯
26,雞腿+燒肉飯
27,排骨+鯛魚飯
28,椒麻雞+蝦捲飯
29,椒麻雞+鯛魚飯
0,烤豬腳飯
1,烤雞腿飯
2,烤魚排飯
3,烤牛肉飯
4,烤花枝飯
5,烤豬肉飯
0,美可瓦福巧克力/奶油煎餅(4片)
1,脆心花生巧克力捲心酥
2,HAITAI烘焙馬鈴薯棒
3,韓國預感烘培洋芋片(原味/起士/洋蔥)
4,香脆烤海苔捲(原味/辣味)
0,雞肉絲便當
1,蔥燒雞腿便當
2,紅燒控肉便當
3,滷味排骨便當
4,豬腳腿庫便當
5,糖醋雞丁便當
6,和風炸豬排便當
7,和風炸雞排便當
8,滷味牛肉斤便當
9,滷肉飯
10,雞肉飯
11,高麗菜水餃(10粒)
12,韭菜水餃(10粒)
13,玉米水餃(10粒)
14,三合一水餃(10粒)
15,麻醬涼麵
16,肉燥涼麵
17,雞絲涼麵
18,雞絲蝦仁涼麵
19,肉燥乾麵
20,雞絲乾麵
21,蝦仁乾麵
22,雞絲蝦仁乾麵
23,滷白菜
24,筍絲
25,皮蛋豆腐
26,三合一滷味
27,蛋花湯
28,魚丸湯
29,貢丸湯
30,蛋花魚丸湯
31,蛋花貢丸湯
32,味噌湯
33,味噌蛋花湯
34,味噌貢丸湯
35,味噌綜合湯
0,花雕豬排飯
1,肉絲炒飯
2,香辣雞炒飯
3,花雕酒蛋炒飯
4,鳳梨炒飯
5,鮭魚炒飯
6,牛肉炒飯
7,澎湖小卷炒飯
8,花雕豬排蛋炒飯
9,牛腱炒飯
10,蒜苗烏魚子炒飯
11,加購花雕豬排
12,牛肉炒麵
13,炒牛肉烏龍麵
14,海鮮炒麵
15,炒海鮮烏龍麵
16,澎湖小卷炒麵
17,海鮮烏龍麵（湯）
18,味增湯
19,紫菜湯
20,小卷魚丸湯
21,櫻花蝦高麗菜
22,蔥花蛋
23,涼拌牛腱 辣/不辣
24,月亮蝦餅
25,泰式九層塔雞丁
26,蔥爆肉絲
0,餛飩麵
1,香煎雞腿麵
2,牛肉湯麵
3,番茄牛肉湯麵
4,紅燒牛肉麵
5,番茄牛肉麵
6,半筋半肉牛肉麵
7,綜合牛肉麵
8,牛肉湯餃(七粒)
9,鍋燒意麵
10,鍋燒雞絲
11,鍋燒烏龍
12,酢醬麵
13,芝麻麵
14,烏醋麵
15,沙茶麵
16,燒麵類擇一& 番茄蛋花湯
17,義大利麵加雞排
18,黑胡椒燒板麵加雞排
19,蘑菇鐵板麵加雞排
20,韓式鐵板麵加雞排
21,咖哩鐵板麵加雞排
22,蔥香肉臊飯
23,培根蛋炒飯
24,韓式炒飯
25,無骨雞排飯
26,里肌燴飯
27,牛肉燴飯
28,特制嫩排飯
29,香煎雞腿
30,招牌泡菜燒肉飯
31,酥炸鮮蝦魚排
32,香煎牛排飯
33,香菇貢丸湯
34,餛飩湯
35,番茄蛋花湯
36,牛肉湯
37,番茄牛肉湯
38,五行蔬菜排骨湯
39,豆干
40,海帶
41,滷蛋
42,素雞
43,豆皮
44,花干
45,燙青菜
46,泡菜
47,豬頭皮
48,牛肉
49,牛筋
50,牛肚
51,雞腿排沙拉
52,水餃1粒
0,茉香綠茶
1,清心菁茶
2,金菊普洱
3,烏龍綠茶
4,高山茶
5,菊普蜜茶
6,蜂蜜綠/烏龍
7,蜂蜜菁查
8,蜜茶
9,葡萄柚汁
10,葡萄柚綠茶
11,葡萄柚清心優多
12,奶香綠/紅茶
13,奶香烏龍茶
14,菊普奶茶
15,芋香奶茶
16,咖啡奶茶
17,杏仁奶茶
18,蜂蜜奶茶
19,布丁奶茶
20,仙草奶凍
21,巧克力奶茶
22,珍珠(椰果)綠茶
23,珍珠(椰果)奶茶
24,珍珠(椰果)蜜茶
25,綠豆沙綠茶
26,綠豆沙奶茶
27,綠豆沙珍珠
28,清心優多綠茶
29,清心優多奶茶
30,清心優多檸檬
31,清心優多吉茶
32,梅子綠茶
33,檸檬綠茶
34,檸檬菁茶
35,菊普情人
36,情 人 茶
37,金吉檸檬
38,吉茶/檸檬汁
39,蜂蜜檸檬
40,醉清香/醉貴妃
41,蛋 蜜 汁
42,可可亞/阿華田
43,咖啡可可
0,N
0,苿莉綠茶
1,阿薩姆紅茶
2,四季春青茶
3,凍頂烏龍綠
4,菊花普洱
5,文山清茶
6,檸檬綠
7,檸檬青
8,梅果綠
9,●蜂蜜綠
10,桔子綠
11,冰綠
12,●養樂多綠
13,葡萄柚綠茶
14,百香綠
15,●冰淇淋紅茶
16,波霸綠、烏
17,波霸紅、青
18,波霸奶綠
19,波霸奶茶
20,波霸紅茶拿鐵
21,珍珠綠 、烏
22,珍珠紅 、青
23,珍珠奶綠
24,珍珠奶茶
25,椰果奶茶
26,咖啡凍奶茶
27,仙草奶凍
28,仙草紅茶拿鐵
29,●愛玉冰茶
30,奶茶
31,奶綠
32,普洱奶茶
33,烏龍奶茶
34,四季奶青
35,黑糖奶茶
36,焦糖奶茶
37,榛果奶茶
38,可可芭蕾
39,阿華田
40,蔓越莓汁
41,紅茶瑪奇朵
42,●冰咖啡
43,●漂浮冰咖啡
44,●黑磚冰咖啡
45,檸檬汁
46,金桔檸檬
47,●金桔檸檬蜜
48,●檸檬蜜
49,檸檬梅子
50,●檸檬養樂多
51,鮮桔茶
52,●蜜茶
53,8冰茶
54,●鮮柚汁
55,●葡萄柚多多
56,紅茶拿鐵
57,綠茶拿鐵
58,烏龍拿鐵
59,黑糖紅茶拿鐵
60,阿華田拿鐵
61,可可芭蕾拿鐵
62,焦糖紅茶拿鐵
63,榛果紅茶拿鐵
64,波霸鮮奶
65,珍珠鮮奶
66,仙草鮮奶
67,檸檬紅茶
68,檸檬梅子綠
0,南投茉香綠茶
1,阿薩姆紅茶
2,烏龍青茶
3,烏龍綠茶
4,阿里山石桌茶
5,日式烏龍煎茶
6,大吉嶺紅茶
7,伯爵紅茶
8,菊花普洱茶
9,玄米綠茶
10,西湖龍井茶
11,梨山烏龍茶
12,東方美人茶
13,安溪鐵觀音
14,靜岡油切綠茶
15,海洋冰茶
16,花香玫瑰
17,清香桂花
18,藍莓果香
19,元氣涼茶
20,法國草莓
21,百香鮮Q綠茶
22,芒果鮮Q綠茶
23,珍珠紅茶
24,珍珠綠茶
25,珍珠青茶
26,椰果紅茶
27,椰果綠茶
28,椰果青茶
29,百香紅茶
30,百香綠茶
31,百香青茶
32,檸檬紅茶
33,檸檬綠茶
34,檸檬青茶
35,石榴紅茶
36,石榴綠茶
37,石榴青茶
38,蜂蜜紅茶
39,蜂蜜綠茶
40,蜂蜜青茶
41,青梅紅茶
42,青梅綠茶
43,青梅青茶
44,鮮橙紅茶
45,鮮橙綠茶
46,鮮橙青茶
47,芒果紅茶
48,芒果綠茶
49,芒果青茶
50,葡萄柚紅茶
51,葡萄柚綠茶
52,葡萄柚青茶
53,冬瓜茶
54,仙草干蜜茶
55,冬瓜仙草茶
56,楊桃甘茶
57,冬瓜檸檬
58,金桔檸檬
59,芒果愛玉
60,檸檬愛玉
61,葡萄柚愛玉
62,蜂蜜檸檬蘆薈
63,檸檬汁
64,鮮桔茶
65,養樂多綠茶
66,養樂多青茶
67,養樂多檸檬
68,養樂多桔茶
69,香橙柚茶
70,水果茶
71,奶茶
72,綠奶茶
73,青奶茶
74,特調奶茶
75,巧克力奶茶
76,珍珠奶茶
77,珍珠奶綠
78,珍珠奶青
79,特調珍奶
80,胚芽奶茶
81,芋香奶茶
82,羽翁晶凍奶茶
83,黑糖奶茶
84,焦糖奶茶
85,伯爵奶茶
86,冬瓜鮮奶
87,OREO黑炫風奶茶
88,芝麻奶茶
89,阿華田
90,布丁奶茶
91,拿鐵紅茶
92,拿鐵綠茶
93,拿鐵茶
94,瞬間黑咖啡
95,瞬間招牌咖啡
96,卡布奇諾咖啡
97,拿鐵咖啡
98,焦糖拿鐵咖啡
99,榛果拿鐵咖啡
100,薑母茶
101,桂圓薑母茶
102,桂圓奶茶
103,芝麻奶茶
104,薑汁撞奶
105,桂圓紅棗茶
106,熱水果茶
107,綠豆冰沙
108,綠豆牛奶冰沙
109,紅豆冰沙
110,紅豆牛奶冰沙
111,檸檬冰沙
112,百香冰沙
113,芒果冰沙
114,咖啡冰沙
115,巧克力冰沙
116,奇異果汁
117,柳丁汁
118,西瓜汁
119,木瓜牛奶
120,綠豆沙牛奶
121,紅豆沙牛奶
122,芋頭牛奶
0,高纖綠茶
1,茉香綠茶
2,大吉嶺紅茶
3,烏龍綠茶
4,桂花烏龍
5,高山青茶
6,冷泡綠茶(每天限量)
7,古早味紅茶
8,蜜香烏龍
9,蜜茶
10,蜂蜜綠茶
11,情人蜜茶(蔗蜜香)
12,話梅綠茶
13,話梅紅茶
14,話梅青茶
15,百香綠茶
16,百香紅茶
17,百香青茶
18,多多綠茶
19,多多青茶
20,黃金柚子茶
21,脆梅8冰茶
22,脆梅8冰綠
23,珍珠紅茶
24,珍珠綠茶
25,珍珠烏龍茶
26,珍珠青茶
27,珍珠奶茶
28,珍珠綠奶
29,椰果奶茶
30,黑方塊奶茶
31,仙草奶凍
32,珍珠靚奶
33,靚奶凍(蔗奶香)
34,珍珠烏龍奶
35,胚芽奶茶
36,布丁奶茶
37,大吉嶺奶茶
38,茉香奶茶
39,烏龍奶茶
40,靚奶(甘蔗香)
41,阿華田
42,鮮桔茶
43,檸檬綠茶
44,檸檬紅茶
45,檸檬青茶
46,檸檬汁(手榨)
47,金桔檸檬
48,檸檬蜜
49,檸檬愛玉
50,葡萄柚綠
51,蜂蜜葡萄柚綠
52,檸檬多多
53,多多葡萄柚綠
54,抹茶水果綠
55,愛玉冰茶(鮮桔汁)
56,紅茶拿鐵(林鳳營)
57,綠茶拿鐵(林鳳營)
58,烏龍拿鐵(林鳳營)
59,高山拿鐵(林鳳營)
60,抹茶拿鐵(林鳳營)
61,熱桂圓薑茶
62,熱薑汁奶茶
63,迷倒貴妃(特級烏龍)
64,熱鮮桔茶
65,熱靚奶(甘蔗香)
66,熱阿華田
67,熱紅茶拿鐵(林鳳營)
68,熱綠茶拿鐵(林鳳營)
69,熱烏龍拿鐵(林鳳營)
70,熱高山拿鐵(林鳳營)
71,熱抹茶拿鐵(林鳳營)
72,梅果綠茶
73,抹茶奶茶
74,冬瓜青茶
75,冬瓜檸檬
76,冬瓜拿鐵
77,蜂蜜檸檬蘆薈
78,古早味冬瓜茶
79,芒果冰沙
80,芒果綠茶
0,鐵觀音奶
1,鮮芋Q奶
2,相思綠奶
3,38奶霸
4,黃金芒果綠
5,蜂蜜檸檬蘆薈
6,宇治抹茶拿鐵
7,黑芝麻燕麥奶茶
8,青梅Q凍
9,花漾青梅
10,青梅果釀
11,青梅綠茶
12,INS紅茶
13,翠玉綠茶
14,四季春青茶
15,鐵觀音
16,桂花釀茶
17,菊花普洱茶
18,紅茶拿鐵
19,鐵觀音拿鐵
20,相思Q拿鐵
21,鮮芋拿鐵
22,可可拿鐵
23,洛神花冰醋
24,翠玉檸檬
25,晶冰蔓越莓(甜度固定)
26,晶冰鮮芒果(甜度固定)
27,養樂多檸檬
28,窯烤荔枝冰茶ㄝ
29,洛神花冰茶
30,玫瑰青露(甜度固定)
31,鮮葡萄柚綠
32,鮮百香綠
33,蔓越莓綠
34,養樂多綠
35,鮮桔茶
36,乳霜桂花
37,抹茶紅豆
38,貴妃奶茶
39,珍珠奶茶
40,INS奶茶
41,蜜香菊普奶
42,巧克力可可
43,鮮芋綠奶
44,玫瑰奶茶
45,薑汁奶茶
46,洛神花羅勒子
47,鮮百香果羅勒子
48,百香果QQ
49,水蜜桃果醋(甜度固定)
50,蔓越莓果釀(甜度固定)
51,沖繩黑糖薑茶(甜度固定)
52,桂圓暖茶(甜度固定)
0,蒲燒鰻(1尾600公克)
1,帝王蟹蟹腳(1盒500公克)
2,扇貝(1公斤)
3,手工花枝丸(1斤)
4,飛魚卵香腸(1包5條)
5,墨魚香腸(1包5條)
6,章魚燒(1包20粒)
7,鯛魚肉片(1包250公克)
8,顏師父龍蝦沙拉
9,顏師父鮑魚沙拉
10,珍味螺肉(1包)
11,佃黑豆(1盒1公斤))
12,可可優荳(1盒15粒)口味-草莓、花生、咖啡、芒果、柳橙、芝麻、栗子
13,杏仁脆片(1盒12片)口味-櫻花、咖啡、草莓
14,冰Q梅心糬(1盒10粒)
15,黑芝麻夾心絲(1包300公克)
16,雪玉燒/內餡-紅豆麻糬
0,精緻110御便當
1,精緻90御便當
2,香滷大雞腿飯
3,香酥大雞腿飯
4,蜜汁大雞腿飯
5,醬烤大雞腿飯
6,香煎虱目魚肚飯
7,碳烤香雞排飯
8,香酥雞排飯
9,日式烤鯛魚飯
10,日式炸豬排飯
11,迷迭香雞腿飯
12,蜜汁雞腿排飯
13,韓式烤肉飯
14,日式秋刀魚飯
15,古早味控肉飯
16,一番排骨飯
17,廣式油雞飯
18,宮保雞丁飯
19,醬燒豬排飯
20,和風蔬菜便當
21,蝦捲飯
22,蒜泥白肉飯
0,古早味豆花
1,傳統豆花
2,三色豆花
0,原味
1,芝麻
2,黑糖
3,黑胡椒
4,金棗
5,海苔
6,素食
0,牛肉麵
1,牛肉湯麵
2,醬油麵
3,乾麵
4,韭菜水餃
5,味磳蛋花湯
6,湯青菜
7,牛南飯
8,肉燥飯
9,原味蛋包飯
10,千島蛋包飯
11,原味豬排飯
12,千島豬排飯
13,洋蔥豬排飯
14,蔥爆牛肉燴飯
15,宮保雞丁飯
0,士林香腸飯
1,特級招牌飯
2,港式雞肉卷飯
3,紅燒肉飯
4,黃金蝦排飯
5,香酥排骨飯
6,富貴名蝦捲飯
7,日式鮭魚飯
8,宮保雞丁飯
9,脆皮炸雞腿飯
10,冰島鱈魚飯
11,蜜汁烤肉飯
12,無骨雞排飯
13,蜜汁烤鯛魚飯
14,香滷雞腿飯
15,蔥爆牛肉飯
16,蔥爆豬肉飯
17,排骨+鯛魚
18,烤雞腿+鮭魚飯
19,烤雞腿+蝦捲飯
20,蒲燒司目魚飯
21,紹興醉雞
22,菩提素食飯
0,一口香腸
1,油炸花生(200g)
2,奶油花生(200g)
3,帶殼花生(300g)
4,蛋酥花生(210g)
5,蒜味花生(200g)
6,五香花生(200g)
7,鹽炒花生(200g)
8,豬腳筋(200g)
9,鴨胗(180g)
10,滷牛肚(180g)
11,滷豬大腸(180g)
12,滷海帶(5片)
13,鴨翅膀(5支)
14,豬耳絲(200g)
15,油燜筍(200g)
16,鴨頭
17,菜脯
18,鯽魚(450g±10/包 兩條)
19,燻魚
20,烤雞腿
21,蜜汁雞腿
22,蜜汁叉燒
23,蜜汁排骨
24,烤雞全隻
25,烤雞半隻
26,烤鴨全隻
27,烤鴨半隻
28,油雞全隻
29,油雞半隻(鹹水雞)
30,鹹水鴨全隻
31,鹹水鴨半隻
32,悶燒苦瓜
33,綑蹄
34,鴨舌頭(10支/一包)
35,小豆干
0,魯肉飯
1,叉燒飯
0,芒果
1,草莓
2,香草
3,仲夏野莓
4,咖啡
5,抹茶
6,夏威夷果仁
7,淇淋巧酥
8,藍姆葡萄
9,巧克力
10,牛奶
11,焦糖奶油脆餅
12,皇家典藏奶茶
13,黑巧克力脆杏仁
14,杏桃薰衣草
15,蜂蜜胡桃
16,玫瑰荔枝覆盆子
0,花生湯
1,花生湯芋圓
2,花生湯番薯圓
3,花生湯 QQ 圓
4,花生湯小湯圓
5,花生湯綜合湯圓
6,紅豆湯
7,紅豆湯芋圓
8,紅豆湯番薯圓
9,紅豆湯 QQ 圓
10,紅豆湯小湯圓
11,紅豆湯綜合湯圓
12,花生+芝麻紅豆湯
13,花生+芝麻花生湯
14,花生紅豆湯
15,芝麻紅豆湯
16,花生花生湯
17,芝麻花生湯
18,綜合燒仙草
0,牛肉麵
1,牛肉湯麵
2,榨菜雞絲麵
3,綜合湯麵
4,餛頓麵
5,酸辣湯麵
6,私房牛肉麻醬麵
7,私房榨菜雞私麻醬麵
8,黑胡椒牛肉燴麵
9,私房麻醬麵
10,醡醬麵
11,榨菜雞絲乾伴麵
12,肉燥麵
13,酸辣乾拌麵
14,紅油抄手麵
15,椒麻雞絲乾拌麵
16,牛肉湯餃
17,酸辣湯餃
18,清湯餃
19,鮮肉水餃(高麗菜)
20,鮮肉水餃(韭菜)
21,瓜子肉飯
22,黑胡椒牛肉燴飯
23,榨菜雞絲拌飯
24,紅油抄手
25,牛肉湯
26,綜合湯
27,餛頓湯
28,魚丸湯
29,青菜湯
30,酸辣湯
31,香菇貢丸湯
32,玉米濃湯
33,燙青菜
34,各式小菜
35,套餐A
36,(B餐五選一)
37,(B餐二選一)
0,蝦捲飯
1,蝦捲乾麵
2,蝦捲湯麵
3,蝦捲乾米粉
4,蝦捲湯米粉
5,雞腿飯
6,雞腿乾麵
7,雞腿湯麵
8,雞腿乾米粉
9,雞腿湯米粉
10,鱈魚飯
11,鱈魚乾麵
12,鱈魚湯麵
13,鱈魚乾米粉
14,鱈魚湯米粉
15,排骨飯
16,排骨乾麵
17,排骨湯麵
18,排骨乾米粉
19,排骨湯米粉
20,香雞排飯
21,香雞排乾麵
22,香雞排湯麵
23,香雞排乾米粉
24,香雞排湯米粉
25,菜飯
26,魯肉飯大
27,魯肉飯小
28,乾麵
29,湯麵
30,乾米粉
31,湯米粉
32,旗魚丸湯
33,貢丸湯
34,蝦捲2條
35,排骨1塊
36,香雞排1塊
37,鱈魚1片
38,雞腿1隻
39,豆芽菜
40,荀絲
41,油豆腐
42,魯蛋
0,芋香黃金炸蛋1斤裝(600g)/包：個人訂購：150 元； 團購優惠
1,冷凍薯條1斤裝(600g)/包：個人訂購：120 元； 團購優惠
2,地瓜湯圓1斤裝(600g)/包：個人訂購：120 元； 團購優惠
3,芋頭湯圓1斤裝(600g)/包：個人訂購：120 元； 團購優惠
4,地瓜竹筍1包6粒裝：個人訂購：150 元； 團購優惠
5,大地的黃寶石— 57號黃金冰烤地瓜 1斤裝(600g)/包：個人訂購：150 元 團購優惠
6,大地的黃寶石— 57號黃金冰烤地瓜 五斤裝(3000g)/包: 個人訂購：350 元 團購優惠
0,鹹水雞(半隻)
1,麻辣雞(半隻)
2,雞腿
3,雞翅
4,雞胸
5,雞蛋
6,雞胗
7,雞屁股
8,雞冠
9,雞心
10,雞腸
11,雞皮
12,雞脖子
13,香菇
14,脆筍
15,花椰菜
16,四季豆
17,小黃瓜
0,南非國寶茶
1,南非國寶檸檬茶
2,南非國寶拿鐵(限中杯)
3,芋頭奶茶(限中杯)
4,芋頭牛奶(限中杯)
5,陽光殼物可可(熱飲限中杯)
6,活力殼物牛奶(熱飲限中杯)
7,小薏仁奶茶
8,小薏仁可可
9,小薏仁冬瓜拿鐵
10,巴萊梅汁綠茶
11,巴萊小米酒奶茶
12,大燕麥可可
13,大燕麥牛奶
14,白蘭地奶茶
15,白蘭地可可
16,玫瑰鹽奶蓋(原價40)
17,玫塊鹽奶蓋(原價40)
18,紅茶拿鐵(限中杯)
19,珍珠冬瓜拿鐵
