,0
18,波霸奶綠
19,波霸紅茶拿鐵
20,珍珠紅
21,珍珠綠
22,珍珠青
23,珍珠烏
24,珍珠奶茶
25,珍珠奶綠
26,珍珠紅茶拿鐵
27,椰果奶茶
28,布丁奶茶
29,*仙草奶凍
30,*仙草紅茶拿鐵
31,*愛玉綠茶
32,*愛玉冰茶
33,檸檬汁
34,金桔檸檬
35,*檸檬蜜
36,檸檬梅子
37,*檸檬養樂多
38,*葡萄柚汁
39,*百香多多
40,*皇家百香果
41,鮮桔茶
42,*蜜茶
43,紅茶拿鐵
44,焦糖紅茶拿鐵
45,阿華田拿鐵
46,可可芭蕾拿鐵
47,奶茶
48,紅茶瑪奇朵
49,焦糖奶茶
50,阿華田
51,可可芭蕾
52,*冰淇淋紅茶
53,*冰淇淋綠茶
54,*冰淇淋青茶
55,*冰淇淋奶茶
56,*芒果青茶
57,*冰咖啡
58,*漂浮冰咖啡
0,大福日式肉圓(10顆)
1,大福日式肉圓-素(10顆)
2,黑木耳汁2000CC(買30罐9折)【保存期限冷凍2個月;冷藏6天】
3,紅酒蕃茄460g
0,咖哩雞丁飯
1,咖哩豬丁排飯
2,咖哩雞排飯
3,咖哩豬排飯
4,咖哩鱈魚飯
5,咖哩刷豬肉飯
6,咖哩牛肉飯
7,咖哩香腸飯
8,咖哩透抽飯
9,咖哩炸蝦飯
10,咖哩鮭魚飯
11,咖哩花枝排飯
12,咖哩蝦排飯
13,豬丁排蛋飯
14,雞排蛋飯
15,豬排蛋飯
16,鱈魚蛋飯
17,刷豬肉蛋飯
18,牛肉蛋飯
19,香腸蛋飯
20,透抽蛋飯
21,炸蝦蛋飯
22,鮭魚蛋飯
23,花枝排蛋飯
24,蝦排蛋飯
25,泡菜咖哩飯
26,泡菜咖哩雞排飯
27,泡菜咖哩豬排飯
28,泡菜咖哩刷豬肉飯
29,泡菜咖哩牛肉飯
30,泡菜咖哩花枝排飯
31,泡菜咖哩蝦排飯
32,奶油豬丁排飯
33,奶油雞排飯
34,奶油豬排飯
35,奶油鱈魚飯
36,奶油透抽飯
37,奶油炸蝦飯
38,奶油鮭魚飯
39,奶油花枝排飯
40,奶油蝦排飯
41,黑胡椒豬丁排飯
42,黑胡椒雞排飯
43,黑胡椒豬排飯
44,黑胡椒鱈魚飯
45,黑胡椒刷豬肉飯
46,黑胡椒牛肉飯
47,黑胡椒透抽飯
48,黑胡椒蝦排飯
49,咖哩雞排拌麵
50,咖哩豬排拌麵
51,咖哩牛肉拌麵
52,咖哩透抽拌麵
53,咖哩可樂餅拌麵
54,咖哩花枝排拌麵
55,咖哩蝦排拌麵
56,咖哩泡菜牛肉拌麵
57,可樂餅+香腸咖哩飯
58,可樂餅+透抽咖哩飯
59,可樂餅+炸蝦咖哩飯
60,可樂餅+蝦排咖哩飯
61,可樂餅+花枝排咖哩飯
62,咖哩可樂餅飯
63,奶油可樂餅飯
64,可樂餅蛋飯
65,可樂餅單點
66,牛肉壽喜鍋
67,豬肉壽喜鍋
68,泡菜豆腐鍋
69,海鮮豆腐鍋
70,咖哩鮮味鍋
71,鍋燒烏龍麵
72,素飯蔬食鍋
73,泡菜鳥龍鍋
0,貴妃包(左)/冬粉翅(右)(可湊需註明清楚)
1,台灣鯛魚片
2,山豬肉
3,韓國蟹肉
4,海鮮卷
5,干貝酥
6,雞塊
7,虱目魚丸
8,新竹貢丸
9,虱目魚丸
10,香菇貢丸(左)/花枝丸(右)
11,花枝排(左)/鱈魚卷(右)
12,鱈魚餅(左)/柳葉魚(右)
13,府城蝦卷
14,干貝唇
15,豆類
16,火腿丁
17,檸檬雞腿/隻(超香在用烤箱烤一下就可以)
18,福懋貢丸/包
19,魚類
20,蜜汁雕(1盒10片)
21,乾糧
22,鹹豬肉/斤(一條大約70元左右)
23,雞排/包
24,蝦類
25,花枝(一斤160元)
26,靖魚
27,龍蝦沙拉/包
28,白蝦(煮起來顏色很漂亮唷)
0,甜香金萱
1,沁心冷泡茶
2,翠玉小青
3,檸香小青
4,茉香翠綠
5,檸香翠綠
6,檸香水
7,麥茶
8,冬瓜檸香
9,甘心冬瓜
10,紅茶歲月
11,麥香紅茶
12,極品阿薩姆
13,艾蜜紅茶
14,錫蘭紅茶
15,觀音韻
16,烏龍綠茶
17,翠山烏龍
18,艾密烏龍
19,玉潤仙草甘茶
20,甜香金萱醇奶
21,沁心冷泡醇奶綠
22,茉香醇奶綠
23,極品阿薩姆醇奶
24,艾蜜醇奶
25,錫蘭醇奶
26,觀音韻醇奶
27,翠山烏龍醇奶
28,艾蜜烏龍醇奶
29,究極醇抹茶奶
30,沁心冷泡鮮奶綠
31,醇奶歲月
32,極品阿薩姆鮮奶茶
33,艾蜜鮮奶茶
34,錫蘭鮮奶茶
35,觀音韻鮮奶茶
36,艾蜜烏龍鮮奶茶
37,黑糖鮮奶茶
38,玉潤仙草鮮奶茶
0,原味皮45顆
1,全麥皮40顆
2,紅麴皮40顆
3,南瓜皮40顆
4,菠菜皮40顆
0,排骨酥麵
1,排骨酥米粉
2,排骨酥冬粉
3,排骨酥板條
4,排骨酥泡飯
5,排骨酥湯
6,嫩薑牛肉飯
7,嫩薑三鮮飯
8,嫩薑肉絲飯
9,牛肉燴飯
10,三鮮燴飯
11,肉絲燴飯
12,牛肉燴麵
13,三鮮燴麵
14,肉絲燴麵
0,甘蔗紅茶*
1,甘蔗茉綠*
2,甘蔗青露*
3,起司奶蓋-紅
4,起司奶蓋-綠
5,起司奶蓋-青
6,小樽紅茶
7,淺草茉綠
8,日出烏龍綠
9,金萱青露
10,黑糖冬瓜蜜
11,黑糖冬瓜珍珠
12,沖繩冬瓜奇亞籽
13,沖繩冬瓜綠/青
14,冬瓜檸檬/金桔
15,沖繩冬瓜拿鐵
16,龍眼蜜
17,桂圓紅棗*
18,萊姆青檸紅/綠
19,鮮榨香橙綠
20,百香紅/綠
21,葡柚果纖綠
22,四季鳳梨紅/綠*
23,青露檸檬
24,青露鮮橙
25,青露百香
26,青綠香柚
27,青露鳳梨*
28,綠/青蜜菓子
29,扶桑梅菓紅/綠*
30,多多綠/青
31,薄荷紅/綠
32,龍眼蜜紅/綠
33,牧野奶茶*
34,金時奶茶*
35,牧野珍珠奶茶*
36,金時珍珠奶茶*
37,可可奶*
38,里芋奶茶*
39,統一布丁奶茶*
40,仙草奶凍*
41,淺草茉奶*
42,金萱青葉奶*
43,日出烏龍奶*
44,薄荷奶茶*
45,阿華田*
46,桂圓紅棗奶*
47,豆腐奶茶*
48,青檸金桔*
49,甘蔗檸檬/金桔*
50,梅菓桔茶*
51,青檸蘆薈
52,鮮橙蘆薈
53,香橙金桔
54,鮮冰茶
55,柳橙檸檬茶
56,橙果粒
57,柚果粒
58,鮮百香QQ
59,檸檬愛玉綠
60,百香愛玉綠
61,青檸奇亞籽
62,香橙奇亞籽
63,百香奇亞籽
64,葡柚奇亞籽
65,鳳梨奇亞籽*
66,甘蔗鮮奶*
67,牧野鮮奶茶*
68,茉香鮮奶茶*
69,金萱鮮奶茶*
70,金時拿鐵*
71,珍珠拿鐵*
72,萊姆青檸多多
73,雪映金桔多多
74,香橙果纖多多
75,夏風百香多多
76,葡柚果纖多多
77,四季鳳梨多多
0,鴨舌(30支/盒)
1,鴨舌(20支/盒)
2,鴨舌(支)
3,鴨翅(支)
4,鴨腳(支)
5,鴨脖子(支)
6,雞脖子(支)
7,雞翅(支)
8,雞腿(支)
9,雞腳(支)
10,黑雞腳(支)
11,雞胗(份)
12,雞尾巴(份)
13,鴨脆腸(份)
14,鴨掌(份)
15,鵝心(份)
16,鵝腸(份)
17,鵝胗(份)
18,豬尾巴(份)
19,豬頭皮(份)
20,豬耳朵(份)
21,腱子肉(份)
22,豬大腸(份)
23,火腿(份)
24,海帶(份)
25,小豆乾(份)
26,黑豆乾(份)
27,素雞(份)
28,毛豆莢(份)
29,百頁(份)
30,鴨血糕(份)
31,甜不辣(份)
32,香菇蒟蒻丸(份)
33,滷鴨蛋(個)
0,【香】麻辣 含臭豆腐10片及醬包
1,【純素】麻辣 含臭豆腐10片及醬包
2,【蒙辣回味】養生 含臭豆腐10片及醬包
3,補充包_不含醬臭豆腐12片素食可用
0,日式火鍋牛肉
1,日式火鍋豬肉
2,日式火鍋羊肉
3,日式火鍋雞肉
4,日式火鍋海鮮
5,日式火鍋腸旺
6,沙茶火鍋牛肉
7,沙茶火鍋豬肉
8,沙茶火鍋羊肉
9,沙茶火鍋雞肉
10,沙茶火鍋海鮮
11,沙茶火鍋腸旺
12,麻辣火鍋牛肉
13,麻辣火鍋豬肉
14,麻辣火鍋羊肉
15,麻辣火鍋雞肉
16,麻辣火鍋海鮮
17,麻辣火鍋腸旺
18,泡菜火鍋牛肉
19,泡菜火鍋豬肉
20,泡菜火鍋羊肉
21,泡菜火鍋雞肉
22,泡菜火鍋海鮮
23,泡菜火鍋腸旺
24,招牌鴨血
25,招牌豆腐
26,招牌鴨血豆腐
27,招牌米血豆腐
28,招牌細粉豆腐
29,招牌綜合
30,招牌綜合+細粉
31,招牌綜合+王子麵
0,四季春茶
1,綠茶
2,紅茶
3,烏龍綠茶
4,碳焙烏龍茶
5,奶蓋綠茶
6,奶蓋紅茶
7,奶蓋烏龍
8,奶蓋春茶
9,百芒奶蓋
10,OREO奶蓋
11,冬瓜茶
12,冬瓜青茶
13,檸檬冬瓜
14,珍珠冬瓜
15,仙草冬瓜
16,綠豆沙
17,綠豆沙牛奶
18,芒果冰沙
19,芒果歐蕾
20,OREO奶昔
21,奇異果冰鑽
22,奇異果綠茶
23,草莓優格冰沙
24,藍莓優格冰沙
25,綠茶養樂多
26,檸檬養樂多
27,芒果養樂多
28,葡萄柚養樂多
29,紅茶拿鐵
30,冬瓜拿鐵
31,抹茶拿鐵
32,珍珠冬瓜拿鐵
33,芋頭拿鐵
34,甘蔗檸檬
35,甘蔗青茶
36,話梅金桔
37,百香雙Q
38,金桔檸檬
39,蜂蜜檸檬汁
40,檸檬汁
41,檸檬綠茶
42,檸檬紅茶
43,葡萄柚綠茶
44,珍珠奶茶
45,仙草奶茶
46,布丁奶茶
47,茉香奶茶
48,碳焙烏龍奶茶
49,巧克力
50,抹奶茶
51,3Q奶茶
52,紅豆巧克力
53,紅豆抹奶茶
54,椰果綠茶
55,百香綠茶
56,百香紅茶
57,蜂蜜蘆薈
58,檸檬蘆薈
59,芒果綠茶
60,布丁
61,仙草
62,珍珠
63,紅豆
64,椰果
65,檸檬
66,蘆薈
0,100%泰國(含椰肉)香椰汁/每包280ml/一盒15包入
0,招牌便當
1,排骨便當
2,焢肉便當
3,大雞腿
4,小雞腿
5,卡啦雞
6,香雞排
7,香雞排(大)
8,燒肉
9,鱈魚排
10,特餐
0,脆皮雞排
1,梅子雞排
2,雞翅2支
3,脆皮麻糬
4,花枝丸4個
5,甜不辣(條狀)
6,米血糕
7,蘿蔔糕
8,米腸
9,芋頭糕(甜)
10,魚板
11,三角薯餅
12,芋粿(鹹)
13,銀絲卷
14,五香豆干
15,甘梅薯條
16,小熱狗
17,炸香菇
18,四季豆
19,塩酥雞
0,紅茶鮮奶
1,冬瓜鮮奶
2,綠茶鮮奶
3,黑糖鮮奶
4,巧克力鮮奶
5,紅茶/綠茶
6,冬瓜茶
7,冬瓜紅/綠茶
8,高大牧場鮮牛奶
0,家傳紅油抄手
1,絕品沙茶抄手
2,獨家胡蔴抄手
3,開胃紅油抄手
4,必點沙茶抄手
5,特製抄手乾麵(此項不加辣)
6,胡蔴抄手乾麵
7,蔴醬抄手乾麵
8,抄手湯麵
9,特製乾拌麵(此項不加辣)
10,酸辣乾拌麵
11,麻醬麵
12,紅油擔擔麵
13,搾菜肉絲湯麵
14,番茄百匯鮮蔬湯
15,餛飩湯
16,榨菜肉絲湯
17,貢丸湯
18,紅油抄手湯6顆
19,沙茶抄手湯6顆
20,蒜味辣豆干
21,滷油豆腐
22,紅油冷豆腐
23,燙青菜
24,皮蛋豆腐
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
40,奧利奧可可
41,黑珍珠可可
42,可可冰鑽
43,翡翠檸檬冰鑽
44,鳳梨清茶★
45,百香鳳梨
46,小紫蘇鳳梨
47,Q白玉鳳梨
48,鳳梨冰鑽
49,鮮果雙Q★
50,鮮百香
51,鮮檸檬
52,梅果綠茶
53,鮮桔綠茶
54,墾丁冰茶★
55,蜂蜜蘆薈
56,多多綠茶
57,蘆薈小紫蘇
58,冰釀桂花
59,冰釀玫瑰
60,藍莓果茶★
61,鮮百香檸檬汁★
62,鮮檸檬汁
63,蜂蜜檸檬
64,鮮桔檸檬
65,檸檬梅子
66,元氣抹茶穀奶
67,黑糖薑茶
68,桂圓紅棗茶
0,蒜香白肉飯
1,咖哩雞排飯
2,無雞排飯
3,士林香腸飯
4,花枝排飯
5,清煎鮮魚飯
6,棒腿香腸飯
7,叉燒香腸飯
8,炸排骨飯
9,滷排骨飯
10,叉燒飯
11,梅干扣肉飯
12,黑椒豬柳飯
13,泡菜梅花肉飯
14,蝦卷飯
15,烤肉飯
16,打拋豬肉飯
17,糖醋里肌飯
18,三杯雞丁飯
19,泰式豬排飯
20,鯛魚飯
21,泰式雞排飯
22,泡菜牛肉飯
23,宮保雞丁飯
24,大雞排飯
25,鮭魚飯
26,鱈魚飯
27,排骨花枝排飯
28,排骨蝦卷飯
29,炸雞腿飯
30,滷雞腿飯
31,棒腿蝦卷飯
32,棒腿叉燒飯
33,蔥香油雞飯
34,雞腿鯛魚飯
35,海陸特餐
36,方便素飯
37,中式素食飯
0,香辣老虎麵
1,醡醬麵
2,麻醬麵
3,呆呆麵
4,肉絲乾拌麵
5,酸菜挑麵
6,雞絲涼麵
7,溫州紅油抄手麵
8,菜肉紅油抄手麵
9,綜合紅油抄手麵
10,鮮蝦紅油抄手麵
11,溫州大餛飩麵
12,菜肉大餛飩麵
13,綜合大餛飩麵
14,鮮蝦大餛飩麵
15,榨菜肉絲麵
16,酸菜肉絲麵
17,招牌牛肉麵
18,招牌牛肉湯麵
19,溫州大餛飩湯
20,菜肉大餛飩湯
21,綜合大餛飩湯
22,鮮蝦大餛飩湯
23,紫菜三絲湯
24,榨菜肉絲湯
25,貢丸湯
26,蛋花湯
27,魯肉飯
28,雞絲飯
29,香辣老虎飯
30,(加滷蛋)
31,紅油炒手
32,菜肉紅油抄手
33,綜合紅油抄手
34,鮮蝦紅油抄手
35,燙青菜
0,高麗菜
1,芹 菜
2,綠竹筍
3,韭 菜
4,九層塔
5,胡 瓜
6,蘆 筍
7,素 食
0,黑椒排骨飯
1,香酥雞腿飯
2,滷汁雞腿飯
3,香酥腿排飯
4,香酥雞翅飯
5,梅干扣肉飯
6,煙燻鴨肉飯
7,筍乾豬腳飯
8,日本鹹魚飯
9,香酥鱈魚飯
10,烤秋刀魚飯
0,極上梅花豬丼
1,經典雞肉丼
2,特選雪花牛丼
3,泡菜牛五花丼
4,去骨秋刀魚丼
0,綜合水果冰
1,芒果冰
2,芒果雪花冰
3,6Q冰
4,綠豆牛奶冰
5,紅豆牛奶冰
6,花豆牛奶冰
7,芋頭牛奶冰
8,花生牛奶冰
9,超級地瓜冰
10,仙草茶
11,仙草蜜
12,仙草奶凍飲
13,鮮奶仙草茶
14,酸梅湯
15,椰果紅茶
16,椰果綠茶
17,珍珠奶茶
18,珍珠奶綠
19,布丁奶茶
20,布丁奶綠
21,杏仁凍奶茶
22,杏仁凍奶綠
23,鮮百香果紅茶
24,鮮百香果綠茶
25,西瓜汁
26,檸檬汁
27,芭樂汁
28,芒果汁
29,西瓜牛奶
30,木瓜牛奶
31,百香果汁
32,奇異果汁
33,檸檬愛玉
34,蜂蜜檸檬汁
35,珍珠檸檬愛玉
36,紅豆沙牛奶
37,綠豆沙牛奶
38,薏仁牛奶
39,麥片牛奶
40,花生牛奶
41,芋頭牛奶
42,蓮子牛奶
43,鮮奶雙布丁
0,鳳梨冰茶
1,莓好時光
2,蕃茄梅
3,芭樂梅
4,芋頭奶綠
5,柚見百香
6,翡翠檸檬
7,新鮮水果茶(新鮮果片)
8,柚美粒
9,金美粒
10,鮮榨葡萄柚綠/汁
11,鮮榨檸檬青/汁
12,金桔檸檬
13,鮮桔綠/茶
14,檸檬愛玉
15,百香愛玉
16,蔓美粒
17,金桔粒奇亞籽
18,甜檸奇亞籽
19,蜜仙草
20,古早味冬瓜茶
21,冬瓜檸檬
22,養樂多綠茶
23,仙草干茶
24,冰淇淋紅茶
25,百香多輕飲
26,柚香多輕飲
27,檸檬多輕飲
28,百香果舒活
29,葡萄柚舒活
30,蔓越莓冰醋
31,蘋果醋冰茶
32,纖活綠茶
33,阿薩姆紅茶
34,文山青茶
35,阿華田
36,奶茶
37,纖活奶綠
38,珍珠奶茶
39,仙草凍奶茶
40,鮮奶阿華田
41,鮮奶茶
42,鮮奶綠
43,鮮奶冬瓜
44,葡萄
45,白桃
46,柑橘
47,綜合水果
48,綜合優格水果
49,金萱紅茶
50,茉莉綠茶
51,纖活綠茶
0,香燻雞腿沙拉船
1,原味招牌沙拉船
2,蛋奶素招牌沙拉船
3,魚子鮑魚沙拉船
4,時鮮水果沙拉船(蛋奶素)
5,香甜玉米沙拉船(蛋奶素)
0,韓國優龍柚子蜜茶(1公斤)
1,黑雞牌雞絲麵(葷10包入)
2,黑雞牌雞絲麵(素10包入)
3,日清泡麵味增(5包入)
4,日清泡麵醬油(5包入)
5,日清泡麵豚骨(5包入)
6,味滋康mizkan和風沙拉醬150ml(芝麻)
7,味滋康mizkan和風沙拉醬150ml(柚子)
8,味滋康mizkan和風沙拉醬150ml(芥末)
9,森產業香菇醬油露500ml(素)
10,四悉檀沖泡紫菜湯(6杯裝)
11,四悉檀沖泡紫菜湯(10袋裝)
12,KO NO MI相撲手紫菜海苔(原味)
13,KO NO MI相撲手紫菜海苔(辣味)
14,比利時Lotus傳統焦糖餅乾 - 蓮花脆餅(50片裝)
15,東鳩芝麻薄燒餅(5枚*21袋入)
16,東鳩抹茶餅乾(4枚*8袋入)
17,HOUSE佛蒙特咖哩塊(中辣2號)
18,HOUSE北海道歐式奶油濃湯塊(白盒)
19,meito冬之戀黑巧克力(冬期限定)
20,meito冬之戀三合一巧克力(冬期限定)
21,古早味冬瓜塊(1入)
22,古早味冬瓜塊(10入)
23,日本麥茶(10公克*52袋入)
24,MT咖啡歐蕾(420公克約32杯)
25,MT牛奶可可(520公克約37杯)
26,MT抹茶牛奶(160公克10公克*16包)
27,MT香濃奶茶(520公克約37杯)
28,紅冰糖(1斤)
0,碗棵
1,米糕
2,豬腦髓湯
3,味噌湯
4,魚丸湯
5,香菇鳳爪湯
6,滷蛋
7,貢丸
8,油豆腐
0,五穀雜糧(全麥+枸杞+核桃+葵瓜子+龍眼乾+葡萄乾)六個
1,起司五穀雜糧(全麥+枸杞+核桃+葵瓜子+龍眼乾+葡萄乾+起司)六個
2,金瓜六個
3,芋頭六個
4,小饅頭綜合
0,超級燒肉丼飯
1,黃金豬排丼飯
2,蜜汁雞排丼飯
3,泡菜牛肉丼飯
4,照燒雞腿丼飯
5,泡菜燒肉丼飯
6,和風牛肉丼飯
7,蒜香牛排丼飯
8,打拋豬肉丼飯
0,要統計喜餅數量了!有需要的來湊熱鬧
0,大腸煎
1,花枝羹
2,炒米粉
3,炒麵
4,花枝羹麵
5,花枝羹米粉
0,維力炸醬
0,黑胡椒牛排飯
1,黑胡椒豬排飯
2,蒲燒鏝魚販
3,糖醋小排飯
4,現炸魚肚飯
5,三杯雞肉飯
6,宮保雞丁飯
7,現炸排骨飯
8,燒雞翅飯
9,燒雞腿飯
10,牛肉燴飯
11,鱈魚飯
12,鮮魚飯
13,雞排飯
14,爌肉飯
0,一公斤
1,酵母粉
0,韭菜
1,高麗菜
2,茴香
3,玉米
4,花素
5,四季豆
6,紅蘿蔔
0,冰火菠蘿油
1,起司菠蘿油
2,原味菠蘿包
3,港式凍檸茶
4,絲襪奶茶
5,鴛鴦奶茶
6,冰火菠蘿油+港式凍檸茶
7,冰火菠蘿油+鴛鴦奶茶
8,冰火菠蘿油+絲襪奶茶
0,三色肉鬆海苔飯捲
1,精巧燻雞海苔飯捲
2,精巧燒肉海苔飯捲
3,泡菜燒肉海苔飯捲
4,日式豬排海苔飯捲
5,咖哩豬排海苔飯捲
6,起司豬排海苔飯捲
7,鮪魚沙拉海苔飯捲
8,卡拉原味雞腿海苔飯捲
9,卡拉辣位雞腿海苔飯捲
10,卡拉泡菜雞腿海苔飯捲
11,卡拉泰式雞腿海苔飯捲
12,韓式炸雞海苔飯捲
13,海陸總匯海苔飯捲
14,白醬培根燉飯
15,白醬蛤蠣燉飯
16,白醬燻雞燉飯
17,白醬鮮蔬燉飯
18,青醬培根燉飯
19,青醬蛤蠣燉飯
20,泡菜培根燉飯
21,泰式蛤蠣燉飯
22,咖哩豬排燉飯
23,茄汁蛋包飯
24,豬排蛋包飯
25,雞排蛋包飯
26,起司豬排蛋包飯
27,卡拉雞腿蛋包飯
28,白醬培根義大利麵
29,白醬蛤蠣義大利麵
30,白醬燻雞義大利麵
31,白醬鮮蔬義大利麵
32,青醬培根義大利麵
33,青醬蛤蠣義大利麵
34,泡菜培根義大利麵
35,泰式蛤蠣義大利麵
36,韓式燒肉飯
37,起司海苔辛拉麵
38,香素肉鬆海苔飯捲
