,0
37,茄汁牛肉飯
38,茄汁德香麵
39,茄汁德香飯
40,野菇蔬菜湯麵
41,炒泡麵
42,炒意麵
43,炒烏龍
44,泡菜麵(乾)
45,泡菜麵(湯)
46,泡菜冬粉(乾)
47,泡菜冬粉(湯)
48,泡菜泡麵
49,泡菜意麵
50,泡菜烏龍
51,餛飩湯
52,貢丸湯
53,魚食湯
54,泡菜湯
55,紫菜蛋花湯
56,水餃(粒)
0,不訂了
0,松柏嶺高山清茶
1,文烘正欉鐵觀音
2,鹿谷黃金烏龍茶
3,文山小葉種綠茶
4,日月魚池鄉紅茶
5,騎士真橙打火龍
6,愛情動作草莓牛奶
7,奇異博士愛草莓
8,倒楣香蕉被切片
9,藍天綠草加白白的
10,卡牙縫的蜂蜜飲
11,原鄉義豐冬瓜茶
12,義豐冬瓜清茶
13,義豐冬瓜檸檬
14,義豐冬瓜鐵觀音
15,正欉鐵觀音蔓越莓
16,老欉芭樂梅
17,老欉芭樂檸檬
18,老欉芭樂柳橙綠茶
19,珠光翡翠檸檬茶
20,枋山芒果鮮綠茶
21,枋山芒果鮮紅茶
22,野生蜂蜜檸檬綠茶
23,野生蜂蜜檸檬紅茶
24,野生蜂蜜檸檬清茶
25,香橙果粒鮮綠
26,鮮葡萄柚果粒綠茶
27,魚池鄉紅茶鮮奶
28,黃金烏龍烤鮮奶
29,白毫翡翠鮮奶茶
30,義豐冬瓜鮮奶茶
31,宇治抹茶鮮奶茶
32,宇治金時鮮奶茶
33,正欉觀音鮮奶茶
34,白芋珍珠鮮奶茶
35,紅豆珍珠鮮奶茶
36,抹茶珍珠鮮奶茶
37,黑芝麻珍珠鮮奶茶
38,火龍果珍珠鮮奶茶
39,啵爆黑糖厚鮮奶
40,荔枝英式伯爵鮮奶茶-英國
41,唐寧格雷仕女伯爵鮮奶茶-英國
42,秋摘大吉嶺鮮奶茶-印度
43,葛雷二世伯爵鮮奶茶-英國
44,錫蘭斯里蘭卡鮮奶茶
45,老欉阿薩姆鮮奶茶-斯里蘭卡
46,瑪黑法式藍伯爵奶茶-法國
47,熱芝麻什穀可可
48,鮮果熱蔓越莓汁
49,熱義大里可可薄荷飲
50,熱蜂蜜檸檬薄荷飲
51,香醇芋頭鮮奶茶
52,蜜釀熱檸檬紅茶
53,芳醇香蕉牛奶蛋黃飲
54,香蕉牛奶飲
55,豐樂牛奶薏仁飲
56,桂圓紅棗茶
57,鮮果蔓越莓可可
58,花生珍珠鮮奶茶
59,花生仁
60,鮮紅豆
61,大芋頭
62,薏仁
63,白玉珍珠
64,抹茶珍珠
65,黑芝麻珍珠
66,火龍果珍珠
0,豬腳便當
1,焢肉便當
2,腿庫便當
3,魯肉便當
4,香菇雞湯
5,苦瓜排骨
6,玉米排骨
7,冬瓜排骨
8,牛蒡排骨
0,招牌鍋貼
1,韭菜鍋貼
2,韓式辣味鍋貼
3,咖哩鍋貼
4,玉米鍋貼
5,招牌水餃
6,韭菜水餃
7,韓式辣味水餃
8,咖哩水餃
9,田園蔬菜水餃
10,玉米水餃
11,鮮蝦水餃
12,酸辣湯餃
13,玉米湯餃
14,白豆漿
15,無糖豆漿
16,黑豆漿
17,酸辣湯
18,玉米濃湯
19,旗魚花枝丸湯
20,蕈菇湯
21,珍珠餛飩湯
22,菜肉大餛飩湯
23,古早味乾麵
24,特調乾麵(微辣)
25,麻醬乾麵
26,黑芝麻乾麵
27,醡醬乾麵
28,古早味湯麵
29,榨菜肉絲湯麵
30,酸辣湯麵
31,珍珠餛飩湯麵
32,菜肉大餛飩湯麵
33,珍珠抄手
34,菜肉大抄手
35,滷蛋
36,黃金豆腐
37,燙青菜
0,牛肉蓋飯
1,豬肉蓋飯
2,雞肉蓋飯(親子丼)
3,豬排蓋飯
4,魚排蓋飯
5,椒麻雞蓋飯
6,涮牛肉燴飯
7,涮豬肉燴飯
8,涮雞肉燴飯
9,涮豬排燴飯
10,涮魚排燴飯
11,味噌湯
12,紫菜蛋花湯
13,魚片湯
14,XO醬牛肉湯
15,XO醬豬肉湯
16,XO醬雞肉湯
17,咖哩豬排飯
18,咖哩魚排飯
19,咖哩蛋包飯
20,咖哩豬排蛋包飯
21,咖哩魚排蛋包飯
22,XO醬蔬菜拉麵
23,XO醬牛肉拉麵
24,XO醬豬肉拉麵
25,XO醬雞肉拉麵
26,XO醬豬排拉麵
27,XO醬魚排拉麵
28,XO醬泰式椒麻雞拉麵
29,日式蛋包飯
30,XO醬牛肉炒飯
31,XO醬豬肉炒飯
32,XO醬雞肉炒飯
33,XO醬牛肉炒烏龍麵
34,XO醬豬肉炒烏龍麵
35,XO醬雞肉炒烏龍麵
36,XO醬拌拉麵
37,XO醬拌烏龍麵
38,燙青菜(獨家口味)
39,泰醬炸豆腐
40,日式炸豬排
41,日式炸魚排
42,泰式椒麻雞
43,涮牛肉(單點)
44,涮雞肉(單點)
45,涮豬肉(單點)
0,海鮮系列
1,牛肉系列
2,瘦肉系列
3,羊肉系列
4,豬肝系列
5,廣東海鮮粥
6,吻仔魚粥
7,豬肝瘦肉粥
8,生滾牛肉粥
9,滑蛋羊肉粥
10,筍香瘦肉粥
11,皮蛋瘦肉粥
12,瘦肉粥
13,蔬菜粥
14,蝦仁炒飯
15,牛肉炒飯
16,瘦肉炒飯
17,羊肉炒飯
18,火腿炒飯
19,高麗菜炒飯
20,吻仔魚炒飯
21,燙高麗菜
22,燙空心菜
23,蛤仔湯
24,蛋花湯
25,貢丸湯
26,魚羹湯
27,海鮮湯
28,瘦肉湯
29,牛肉湯
30,羊肉湯
31,豬肝湯
0,覺客紅茶
1,茉莉綠茶
2,高山清茶
3,黑糖冬瓜茶
4,烏龍綠茶
5,玉露綠茶
6,冬瓜青茶
7,碳焙烏龍
8,普洱茶
9,洛神花茶
10,伯爵紅茶
11,荔枝紅茶
12,桂花烏龍
13,玫瑰鐵觀音
14,玄米茶
15,洋甘菊柚子茶
16,蕎麥綠茶
17,覺客奶茶
18,茉香奶綠
19,可可奶茶
20,伯爵奶茶
21,桂花烏龍奶茶
22,碳焙烏龍奶茶
23,玫瑰鐵觀音奶
24,普洱奶茶
25,玄米奶茶
26,黑糖珍珠鮮奶
27,草莓珍珠鮮奶
28,芒果珍珠鮮奶
29,繽紛Ｑ果茶
30,冬瓜仙草
31,仙草奶茶
32,珍珠奶茶
33,寒天奶茶
34,寒天冬瓜檸檬
35,百香雙Ｑ綠茶
36,檸檬奇亞子
37,鮮桔奇亞子
38,冬瓜拿鐵
39,黑糖拿鐵
40,紅茶拿鐵
41,綠茶拿鐵
42,青茶拿鐵
43,伯爵拿鐵
44,碳焙烏龍拿鐵
45,可可拿鐵
46,玄米拿鐵
47,蕎麥拿鐵
48,招牌水果茶
49,私房檸檬酵素
50,柳橙綠茶
51,葡萄柚綠茶
52,原味奶蓋（甜）
53,起司奶蓋（鹹）
54,柳丁原汁
55,鮮橘原汁
56,金桔檸檬
57,綠豆冰沙
58,西瓜汁．冰沙
59,綠豆鮮奶．冰沙
60,西瓜鮮奶．冰沙
61,花生鮮奶．冰沙
62,檸檬汁．冰沙
63,蘋果鮮奶．冰沙
64,古早味鳳梨．冰沙
65,巧克力．冰沙
66,奇異果汁．冰沙
67,芒果汁．冰沙
68,雙果汁冰沙(蘋果 番茄 鳳梨 百香果 芭樂 檸檬 西瓜 奇異果 芒果 柳橙 火龍果 葡萄柚 以上任兩種)
69,椰果
70,奇亞子
71,珍珠
72,仙草
73,寒天晶球
0,椒麻雞+蝦捲
1,椒麻雞+鯛魚
2,檸檬豬+蝦捲
3,檸檬豬+鯛魚
4,打拋豬+蝦捲
5,打拋諸+鯛魚
6,紅燒牛腩飯
7,醉雞飯
8,控肉販
9,紅燒肉飯
10,蔥爆豬肉飯
11,排骨飯
12,蜜汁烤肉飯
13,鮭魚飯
14,鯛魚飯
15,炸/滷雞腿飯
16,鱈魚飯
17,泰式檸檬豬肉飯
18,泰式椒麻雞飯
19,泰式炸雞腿飯
20,蔥爆牛肉飯
21,韓式泡菜豬肉飯
22,雞排飯
23,宮保雞丁飯
24,士林香腸飯
25,雞排+魚排飯
26,燒肉+蝦捲飯
27,蝦排飯
28,花枝排飯
29,白切肉飯
30,蝦捲飯
31,純素食飯
32,方便素飯
