,0
15,"波士頓龍蝦Superme餐（5人份）
波士頓龍蝦1隻(1KG)、白蝦300g、雙殼孔雀貝300g、大蛤蠣300g、一口小章魚300g、日本扇貝5顆、美國白玉馬鈴薯、雙色甜玉米、青花菜、胡椒香腸"
16,"帝王蟹腳Super餐（2人份）
帝王蟹腳400g、白蝦300g、雙殼孔雀貝300g、美國白玉馬鈴薯、雙色甜玉米、青花菜、胡椒香腸"
17,"帝王蟹腳Superme餐（5人份）
帝王蟹腳800g、白蝦300g、雙殼孔雀貝300g、大蛤蠣300g、一口小章魚300g、日本扇貝5顆、美國白玉馬鈴薯、雙色甜玉米、青花菜、胡椒香腸"
18,"天團套餐
帝王蟹1隻、霸王蟹1隻、手臂蝦2隻、波士頓龍蝦1kg、甜白蝦0.5磅、小章魚1磅、大蛤蠣1磅、肥嫩三點蟹1磅。美國白玉馬鈴薯、雙色甜玉米、青花菜、胡椒香腸任選2種配料"
19,"美式風味蛋包燉飯
莫尼腸、薯條、涼拌菜"
20,"焗烤麵包義大利麵
螺旋麵、紅醬、荷包蛋、芝士粉"
21,"辣冬蔭海鮮義大利寬麵
冬蔭功辣椒醬、酸乳酪、蝦、魷魚、扇貝、薄荷、檸檬葉"
22,"印度風格鮮蝦薑黃燉飯
芥末粉、孜然粉、椰奶、紅椒粉、咖哩葉"
23,燒焦小章魚檸檬沙拉
24,"美洲波蘿蜜鮮蝦沙拉
蝦仁、鳳梨莎莎、紫洋蔥、綜合生菜、酪梨"
25,"綠色蔬果沙拉配烤魷魚
綠蘋果、樹薯、薄荷、檸檬皮、檸檬醬汁"
26,經典凱薩沙拉
27,"魚排爆漿起司薯條
荷包蛋、炸薯條、醬汁、莎莎醬、墨西哥捲餅"
28,"鮮蝦爆漿起司薯條
荷包蛋、炸薯條、醬汁、莎莎醬、墨西哥捲餅"
29,"豬肉爆漿起司薯條
荷包蛋、炸薯條、醬汁、莎莎醬、墨西哥捲餅"
30,龍蝦刈包三明治
31,和牛頰刈包三明治
32,藍莓桑果氣泡
33,蜜桃紅梅氣泡
34,奇異果汁
35,鮮橙汁
36,"鮮蔬果汁
胡蘿蔔、蘋果、芭樂"
37,德國洋甘菊
38,波斯玫瑰花
39,普羅旺斯薰衣草
40,"熱帶風情水果茶
百香果、蔓越莓、檸檬、蜂蜜"
41,"夏夜水果百匯
鳳梨、百香、蘋果、鮮橙、檸檬、蜜桃"
42,原味薯條
43,奶酪鮮蝦捲
44,酥炸澎湖小管
45,酥炸乳酪塔
46,水牛雞華夫餅
47,洋芋起士炸蝦
48,"白蝦
1磅"
49,"日本扇貝
10顆"
50,"波士頓龍蝦
500g-600g"
51,"酥皮梅花豚肉佐酸菜
美國白玉馬鈴薯、雙色甜玉米、青花菜"
52,"漁人燉魚鍋(蝦、蟹、魚、貝)
蕃茄、洋蔥、花野菜、胡蘿蔔"
53,"碳烤緬因龍蝦
蕃茄、洋蔥、花野菜、胡蘿蔔"
54,"磯煮海大蝦
蕃茄、洋蔥、花野菜、胡蘿蔔"
55,"碳烤阿拉斯加帝王蟹腳
蕃茄、洋蔥、花野菜、胡蘿蔔"
56,"迷迭香大蒜烤肋眼牛排（25oz）
美國白玉馬鈴薯、雙色甜玉米、青花菜"
57,"個人火鍋套餐A餐
內容物含：鍋具/沙茶醬/蒜碎/辣椒/蔥末/豚骨湯底/台灣活力豬五花/麵食/菜盤/餐墊紙/名片/活體龍蝦(500g±10%)"
58,"個人火鍋套餐B餐
內容物含：鍋具/沙茶醬/蒜碎/辣椒/蔥末/薑母湯底/優良去骨雞腿肉/麵食/菜盤/餐墊紙/名片/活體龍蝦(500g±10%)"
59,"個人火鍋套餐C餐
內容物含：鍋具/沙茶醬/蒜碎/辣椒/蔥末/麻辣湯底/美國特選級CHOICE牛五花/麵食/菜盤/餐墊紙/名片/活體龍蝦(500g±10%)"
0,極品花菇煲
1,一品香珍煲
2,"香椿豆腐煲
蛋奶素"
3,蕈菇茄子煲
4,咖哩粉絲煲
5,鳳梨蝦球
6,干椒爆鮮筍
7,塔香蚵仔酥
8,"北菇燒豆腐
蛋奶素"
9,"金沙南瓜條
蛋奶素"
10,八仙松子鬆
11,X.O.醬炒帶子
12,泰式糖醋椰肉
13,山藥炒蘆筍
14,"香酥脆皮Y
蛋奶素"
15,芥末杏鮑菇
16,招牌廣東炒麵
17,干炒素河粉
18,X.O.醬炒公仔麵
19,豉油皇炒麵
20,竹笙燉無花果盅
21,花菇燉蟲草盅
22,"海菜豆腐湯
蛋奶素"
23,雪花翡翠羹
24,香菇蒸腸粉
25,炸兩腸粉
26,蕈菇脆腸粉
27,混醬蒸腸粉
28,經典荷香八寶飯
29,港式三寶煲仔飯
30,"香椿花菇炒飯
蛋奶素"
31,"傳統廣東粥
蛋奶素"
32,五穀飯
33,白飯
34,清炒空心菜
35,清炒高麗菜
36,"金銀蛋時蔬
蛋奶素"
37,蠔油芥藍
38,蟹黃蒸燒賣
39,鮮菇腐皮捲
40,"黃金流沙包
蛋奶素"
41,"椰汁馬來糕
蛋奶素"
42,黃金馬蹄條
43,"流沙煎堆
蛋奶素"
44,荷葉珍珠雞
45,"熊貓流沙包
蛋奶素"
46,網絲鮮蘆捲
47,淮山黑松露餃
48,水晶翠綠餃
49,蠔汁鮮竹捲
50,家鄉咸水角
51,脆皮雪山叉燒包
52,蜜汁叉燒包
53,"脆脆流沙包
蛋奶素"
54,港式炸春捲
55,"椰香奶黃酥
蛋奶素"
56,港式蘿蔔糕
57,蓮蓉芝麻球
58,"蜜汁叉燒酥
蛋奶素"
59,香煎雪菜餅
60,蘿蔔絲酥餅
61,"冰火波蘿包
蛋奶素"
62,奶油脆脆包
63,奶油焗白菜
64,"脆皮雞蛋仔
蛋奶素"
65,"巧克力雞蛋仔
蛋奶素"
66,楊枝甘露
67,"酥皮蛋塔
蛋奶素。2顆"
68,香濃咖啡
69,絲襪奶茶
70,鴛鴦奶茶
71,檸檬可樂
72,"可樂煲薑
熱"
73,好立克
74,美祿朱古力
75,"凍鹹檸七
冰"
76,"普洱茶
熱"
77,"烏龍茶
熱"
78,"水仙茶
熱"
79,凍檸檬茶
80,凍檸檬雪碧
81,凍檸檬利賓納
0,豬肉咖哩飯
1,雞肉咖哩飯
2,蔬菜咖哩飯
3,新加坡肉骨茶飯
4,紅咖哩雞腿飯
5,家傳滷豬腳飯
6,鐵路滷排骨飯
7,川婆婆特餐
8,上海菜飯便當
9,瓜仔肉飯便當
10,鍋燒意麵
11,鍋燒烏龍
12,貢丸蘿蔔湯
13,綜合丸子湯
14,海帶魚丸湯
0,"低卡鮮蔬套餐
奶素，麥穗麵包、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
1,"田園野菇套餐
奶素，自家手做麵包、橄欖炒野菇、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
2,"經典美式套餐
自家手做麵包、德式香腸、香煎培根、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
3,"里肌豬排套餐
自家手做麵包、自製里肌肉排、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
4,"堅果乳酪貝果套餐
堅果乳酪貝果、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
5,"嫩煎雞腿套餐
田園麵包、香煎雞腿肉、鮮蔬沙拉、炒蛋、砰砰薯泥、伯爵紅茶/現磨豆漿"
6,起司牛丼堡
7,凱薩嫩雞堡
8,花醬培根堡
9,橙汁豬肉堡
10,洋蔥鮪魚起司堡
11,野菇羅勒蛋堡
12,高纖牛蒡起司堡
13,黃金鮮蔬起司堡
14,炸物拼盤
15,嫩雞鮮蔬沙拉
16,堅果起司乳酪貝果
17,綜合野莓果醬貝果
18,花生可可脆片貝果
19,綜合野莓果醬吐司
20,花生可可脆片吐司
21,有機鮮豆漿
22,伯爵紅茶
23,紅茶拿鐵
24,美式咖啡
25,拿鐵咖啡
26,海鹽焦糖咖啡
27,有機薄荷茶
28,有機蘋果茶
29,甜橙瑪黛茶
30,蜜桃玫瑰茶
0,MENU
0,菜單
1,肉排乾麵
2,餛飩乾麵
3,榨菜肉絲乾麵
4,炸醬乾麵
5,麻醬乾麵
6,陽春乾麵
7,切仔乾麵
8,粄條(乾)
9,牛肉麵
10,榨菜肉絲湯麵
11,炸醬湯麵
12,牛肉湯麵
13,肉排湯麵
14,餛飩湯麵
15,陽春湯麵
16,切仔湯麵
17,粄條(湯)
18,牛肉湯
19,隔間肉湯
20,餛飩湯
21,蛋花湯
22,貢丸湯
23,脆丸湯
24,牛腩飯
25,肉排便當
26,肉燥便當
27,肉排飯
28,瓜仔肉飯
29,肉燥飯
30,牛肉切盤
31,紅油抄手
32,炸豬排
33,燙青菜
0,黃金雞腿便當
1,紅豆養生便當
2,米撰排骨便當
3,香酥排骨便當
4,古早味魯雞腿
5,蒲燒虱目魚便當
6,正宗池上便當
7,蒲燒鰻魚便當（時價）
8,柳葉魚便當
9,梅乾扣肉便當
10,大比目魚便當
0,菜飯
1,烤肉飯
2,咖哩飯
3,雞腿飯（炸）
4,雞腿飯（滷）
5,糖醋雞柳飯
6,蔥爆肉絲飯
7,蝦捲飯
8,豬排飯
9,魚排飯
10,香雞排飯
11,懷舊排骨飯
12,紅槽肉飯
13,香酥燒肉飯
14,超大雞排飯
15,大雞腿飯（炸）
16,大雞腿飯（滷）
17,魯排骨飯
18,炸排骨飯
19,蒲燒鯛魚飯
20,鯖魚飯
21,肉魚飯
22,鱈魚排飯
23,虱目魚肚飯
24,咖哩豬排飯
25,咖哩雞排飯
26,咖哩魚排飯
27,麻油雞飯（冬季供應）
28,超值雙拼飯
0,滷肉便當
1,爌肉便當
2,滷排骨便當
3,炸排骨便當
4,黑胡椒豬肉便當
5,滷雞腿便當
6,三杯雞便當
7,酥炸雞腿便當
8,豬腳便當
9,香酥鱈魚便當
10,紅燒牛肉便當
0,鱈香魚排飯包
1,味噌肉排飯包
2,巧味肉排飯包
3,蝦卷飯包
4,檸檬雞柳飯包
5,香雞排飯包
6,照燒雞排飯包
7,鯖魚飯包
8,起士豬排飯包
9,燒肉飯包
10,招牌飯包
11,烤肉飯包
12,三杯雞飯包
13,蒲燒鯛魚飯包
14,德式香腸飯包
15,炸排骨飯包
16,滷排骨飯包
17,三富特餐飯包
18,炸鱈魚飯包
19,炸雞腿飯包
20,滷雞腿飯包
21,烤雞飯包
22,白飯
0,招牌魯香肉絲飯
1,鐵路滷雞翅飯(缺貨)
2,鐵路滷腿骨飯
3,鐵路蝦排飯
4,古早香腸飯
5,鐵路北海魚條飯
6,杏鮑菇排飯
7,酥炸雞排飯
8,鐵路滷雞腿飯
9,鐵路滷香雞排飯
10,鐵路魚排飯
11,鐵路琵琶蝦捲飯
12,黑胡椒排骨飯
13,鐵路酥炸排骨飯
14,鐵路招牌里肌肉飯(缺貨)
15,紅燒排骨飯
16,鐵路焢肉飯
17,鐵路滷香排骨飯
18,泰式椒麻雞丁飯
19,泰式辣味雞丁飯
20,蒜味雞丁飯
21,椒鹽雞丁飯
22,糖醋雞丁飯
23,泰式椒麻排骨飯
24,韓式辣味排骨飯
25,蒜味排骨飯
26,椒鹽排骨飯
27,糖醋排骨飯
0,招牌雞腿
1,蜜汁雞腿
2,照燒雞排
3,鮮嫩雞排
4,滷大雞腿
5,照燒唐揚
6,椒麻去骨雞腿
7,和風去骨雞腿
8,香酥去骨雞腿
9,鹽酥雞肉
10,三杯雞肉
11,唐揚雞肉
12,香酥雞腿
13,懷舊滷雞腿
14,招牌排骨
15,蜜汁排骨
16,懷舊滷排
17,香酥排骨
18,清蒸鱈魚
19,鹽酥鱈魚
20,清蒸魚肚
21,鹽酥魚肚
22,薄鹽鯖魚
23,海陸雙拼
24,鮮炸肉魚
25,懷舊爌肉飯
26,綜合套餐
27,白飯
0,招牌日式烤雞腿便當
1,唐揚雞塊便當
2,香酥炸棒腿便當
3,日式烤鯖魚便當
4,古早味滷排骨便當
5,炸排骨便當
6,蒜泥白肉便當
7,清爽蔬食便當
8,日式炸雞排便當
0,軟骨便當
1,魯炸排骨便當
2,魯雞腿便當
3,爌肉便當
4,豬腳便當
5,紅燒牛腩便當
6,松阪豬肉便當
7,豬油拌飯便當
8,肉燥便當
9,合菜便當
0,古早味排骨飯包
1,正宗池上飯包
2,瓜仔肉飯包
3,蒲燒秋刀魚飯包
4,薄鹽鯖魚飯包
5,香焰烤雞飯包
6,悟饕排骨飯包
7,黃金排骨飯包
8,控肉飯包
9,養生飯包
10,蒲燒鯛魚飯包
11,飄香滷雞腿飯包
12,鐵路懷舊飯包
13,醬燒豚肉飯包
14,山賊烤雞腿飯包
15,椒麻雞腿飯包
16,雞腿飯包
17,海陸雙拼飯包
18,無骨雞排飯包
19,脆皮燒肉飯包
20,檸檬雞腿飯包
21,柳葉魚飯包
22,滷雞腿飯包(方盒)
23,府城蝦捲飯包
24,懷舊排骨飯包(方盒)
25,大雞排飯包
0,鹽酥魚肚飯
1,烤醬大雞腿飯
2,鹽酥大雞腿飯
3,蜜汁大雞腿飯
4,烤醬香雞排飯
5,椒麻香雞排飯
6,香雞排飯
7,太師傅大雞腿飯
8,檸檬酸辣去骨雞腿飯
9,去骨椒麻雞腿飯
10,日式檸檬去骨雞腿飯
11,墨西哥微辣去骨雞腿飯
12,日式和風排骨飯
13,原味椒鹽去骨雞腿飯
14,太師傅古早味排骨飯
15,現炸豬排飯
16,鹽酥雞丁飯
17,鯖魚綜合飯
18,三杯雞腿丁飯
19,魯雙腿飯
20,香辣咔啦腿排飯
21,五香排骨飯
22,香酥雞腿飯
23,脆皮腿排飯
24,綜合套餐
25,綜合套餐
26,綜合套餐
27,綜合套餐
28,菜飯(四道菜)
29,白飯
0,主廚嚴選舒肥牛排飯3OZ
1,6OZ
2,塔香蝦蝦飯
3,特製三杯無古雞腿飯
4,超厲害的泰式打拋諸飯
5,牛肉蔬菜清湯
6,好心腸的溏心蛋
0,菜單
1,招牌涼麵
2,原味鴛鴦
3,原味涼皮
4,鴛鴦涼皮
5,加麵
6,加肉
7,麻辣鍋燒意麵
8,麻辣泡麵
9,麻辣拉麵
10,麻辣冬粉
11,麻辣黃麵
12,麻辣湯麵
13,麻辣湯餃
14,麻辣泡飯
15,麻辣細麵
16,麻醬麵
17,炸醬麵
18,雙醬麵
19,麻辣抄手
20,水餃(粒)
21,小魚花生
22,芹菜豆干
23,皮蛋豆腐
24,滷雞腱
25,小黃瓜
26,溏心蛋
27,燙青菜
28,豬頭皮
29,海帶根
30,黑木耳
31,滷雞爪
32,皮蛋
33,麻辣鴨血豆腐湯
34,魚丸湯
35,味增湯
36,魚丸味增湯
37,麻辣鍋底湯
38,古早味紅茶
39,古早味冬瓜茶
40,紅茶拿鐵
0,菜單1
1,菜單2
2,加起司
3,加蛋
4,飲料
5,日式咖哩飯+飲料
6,日式打拋飯+飲料
7,培根玉子燒堡+飲料
8,夏威夷焗烤厚片+飲料
9,泡菜炒麵+蛋+飲料
10,嚇到吃餃餃+飲料
11,肉蛋土司+大薯餅+飲料
12,肉鬆蔬活蛋餅+飲料
13,加起司
14,加蛋
15,我不想長大兒童餐(雞塊X2+熱狗X2+法式土司X1+柳橙汁X1)
16,輕一點沙拉+濃湯(小)
17,經典炸物小拼盤(薯餅X2+雞塊X2+熱狗X2)
18,原味
19,鮮甜玉米
20,低脂培根
21,肉鬆了
22,大火腿
23,熱狗
24,田園鮮蔬
25,煙燻雞肉
26,Morni肉片
27,人氣鮪魚
28,黃金薯餅
29,別想歪
30,泰式打拋(辣)
31,總匯(玉米+肉片+起司+鮮蔬)
32,香橙培根
33,人氣鮪魚丹
34,起士玉子燒
35,手工洋芋泥
36,哞哞愛吃草
37,加起司
38,加蛋
39,Morni肉片烤餅
40,田園鮮蔬烤餅
41,起司豬排烤餅
42,卡滋雞腿烤餅
43,加起司
44,拍拍漢堡排
45,肉蛋
46,香煎培根
47,大大火腿
48,Morni肉片
49,咕咕香雞
50,泰式打拋
51,原味卡滋雞腿
52,辣味卡滋雞腿
53,黃金香酥鱈魚
54,厚切豬排
55,哞哞噠
56,秘製嫩雞腿排
57,日式雞排
58,加起司
59,草莓
60,藍莓
61,奶酥
62,奶油
63,花生
64,巧克力
65,香蒜
66,抹茶
67,煉乳
68,加蛋
69,加起司
70,純原味法式土司
71,低脂培根法式土司
72,Morni肉片法式土司
73,人氣鮪魚法式土司
74,加蛋
75,加起司
76,咕咕燻雞焗烤厚片
77,人氣鮪魚焗烤厚片
78,哞哞愛吃草焗烤厚片
79,陽光夏威夷焗烤厚片
80,加雞肉
81,油醋醬沙拉
82,凱薩醬沙拉
83,千島醬沙拉
84,蕈菇濃湯
85,南瓜濃湯
86,Morni肉片
87,小熱狗
88,大薯餅
89,德國香腸
90,小薯餅
91,麥克雞塊
92,薯條
93,香酥鍋貼
94,蘿蔔糕
95,美式脆薯
96,洋蔥圈
97,咕咕炸米花
98,檸香雞柳
99,巨巨大拼盤(咕咕炸米花+脆薯+洋蔥圈+雞塊)
100,原味鬆餅
101,加拿大楓糖鬆餅
102,經典巧克力鬆餅
103,加麵
104,加蛋
105,加肉
106,抖抖炒麵
107,炒培根炒麵
108,韓式泡菜炒麵
109,Morni肉片炒麵
110,泰式醬拌麵(辣)
111,鐵板洋蔥黑楜椒
112,鐵板洋蔥蘑菇
113,Morni招牌
114,歐巴
115,南洋
116,泰式酸辣(辣)
117,加焗烤
118,咕咕雞肉丁義大利麵
119,咕咕雞肉丁燉飯
120,傻眼蛤蠣義大利麵
121,傻眼蛤蠣燉飯
122,全都菇菇義大利麵
123,全都菇菇燉飯
124,加飯
125,加滑蛋
126,日式
127,起司豬排
128,黃金香酥鱈魚
129,厚切豬排
130,秘製嫩雞腿排
131,日式雞排
132,Morni紅茶
133,泡泡綠茶
134,手工豆漿
135,Morni奶茶
136,紅茶豆漿
137,可可奶茶
138,玄米玉露
139,玄米奶茶
140,果粒柳橙(S)
141,香橙綠茶(L)
142,不能說的秘密(L)
143,我覺得可以(L)
144,男友視角蔬果飲(L)
145,純鮮奶茶
146,綠茶拿提
147,焦糖紅茶拿提
148,椹果紅茶拿提
149,Morni招牌咖啡
150,美式黑咖啡
151,豆漿拿鐵
152,拿鐵
153,焦糖拿鐵
154,椹果拿鐵
0,黑糖波霸鮮奶
1,動感黑糖波霸鮮奶(波霸+統一布丁+瑞穗鮮奶)
2,三倍嚼感黑糖波霸鮮奶(波霸+小芋.薯圓+統一布丁)
3,厚燒黑玫瑰鮮奶茶(黑糖珍珠)
4,白玫瑰鮮奶茶(白玉珍珠)
5,厚燒黑糖珍珠可可鮮奶
6,紅眼豆豆鮮奶(黑糖珍珠+紅豆+可可)
7,咖啡凍黑糖珍珠鮮奶(含可可)
8,鮮榨柳丁綠茶
9,鮮榨柳丁輕果汁
10,柚美人
11,鮮榨葡萄柚綠茶
12,嚼嚼葡萄柚養樂多
13,嚼嚼百香養樂多(7月-11月底)
14,嚼嚼柳丁養樂多
15,嚼嚼芒果養樂多(7月-9月底)
16,嚼嚼檸檬養樂多(4月-9月底)
17,嚼嚼綠茶養樂多
18,葡萄柚養樂多(含蘆薈)
19,柳丁養樂多(含蘆薈)
20,百香養樂多(含蘆薈)
21,不加料綠茶養樂多
22,莓果美人膠原Q凍飲
23,柳橙美人膠原Q凍飲
24,葡萄柚美人膠厡Q凍飲
25,檸檬美人膠原Q凍飲(4月-9月底)
26,檸檬綠茶(4月-9月底)寒天晶球+蘆薈+愛玉
27,招牌嚼感鮮奶茶(白玉珍珠+小芋圓+紅茶凍)
28,珍珠鮮奶茶
29,椰果鮮奶茶
30,紅豆鮮奶茶
31,咖啡凍鮮奶茶
32,日月潭紅茶凍鮮奶茶
33,珍珠芋圓鮮奶茶
34,珍珠椰果鮮奶茶
35,珍珠紅豆鮮奶茶
36,珍珠咖啡凍鮮奶茶
37,珍珠紅茶凍鮮奶茶
38,不加料鮮奶茶
39,嚼感奶茶(白玉珍珠+小芋圓+紅茶凍)
40,珍珠奶茶
41,椰果奶茶
42,紅豆奶茶
43,咖啡凍奶茶
44,日月潭紅茶凍奶茶
45,珍珠芋圓奶茶
46,珍珠椰果奶茶
47,珍珠紅豆奶茶
48,珍珠咖啡凍奶茶
49,珍珠紅茶凍奶茶
50,不加料奶茶
51,春茶
52,紅茶
53,綠茶
0,燒雞腿飯
1,黃金鱈魚排飯
2,燒雞排飯
3,黑胡椒排骨飯
4,香酥豬排飯
5,香滷豬排飯
6,大燒肉飯
7,小燒肉飯
8,白飯
9,小菜
0,日月潭紅茶
1,包種綠茶
2,松柏嶺青茶
3,鹿谷烏龍
4,金峰洛神檸檬[甜度固定]
5,粉圓紅茶
6,粉圓綠茶
7,百香蜜茶(無熱)
8,百香蜜青(無熱)
9,一芳水果茶
10,埔里百香綠(無熱)
11,金鑽鳳梨綠
12,冬瓜檸檬露
13,九如檸檬綠
14,九如檸檬青
15,宜蘭金桔綠
16,中華愛玉檸檬(無熱)
17,信義脆梅綠
18,純釀楊桃汁[甜度固定]
19,溪口甘蔗牛奶
20,溪口甘蔗青茶
21,鹿港麵茶
22,關西仙草茶
23,古釀冬瓜茶
24,紅茶鮮奶
25,翡翠鮮奶
26,烏龍鮮奶
27,粉圓鮮奶茶
28,鹿野薑茶
29,薑汁檸檬
30,薑汁桂圓
31,桂圓紅棗茶
0,川味牛肉麵
1,川味牛肉米粉
2,川味牛肉冬粉
3,川味半筋半肉牛肉麵
4,川味半筋半肉牛肉米粉
5,川味半筋半肉牛肉冬粉
6,川味三寶牛肉麵
7,川味三寶牛肉米粉
8,川味三寶牛肉冬粉
9,川味牛肉湯麵
10,川味牛肉湯米粉
11,川味牛肉湯冬粉
12,榨菜肉絲湯麵
13,榨菜肉絲湯米粉
14,榨菜肉絲湯冬粉
15,酸辣麵
16,酸辣米粉
17,酸辣冬粉
18,餛飩湯麵
19,餛飩湯米粉
20,餛飩湯冬粉
21,陽春湯麵
22,陽春湯米粉
23,陽春湯冬粉
24,陽春湯粄條
25,麻辣牛肉乾麵
26,沙茶牛肉乾麵
27,榨菜肉絲乾麵
28,餛飩乾麵
29,肉燥乾麵
30,肉燥乾米粉
31,肉燥乾冬粉
32,肉燥乾粄條
33,紅油炒手(每份10粒)
34,燙青菜(時蔬)
35,韭菜水餃
36,高麗菜水餃
37,韭菜湯餃(每份8粒)
38,高麗菜湯餃(每份8粒)
39,韭菜酸辣湯餃(每份8粒)
40,高麗菜酸辣湯餃(每份8粒)
41,牛肉湯
42,牛肉清湯
43,酸辣湯
44,餛飩湯
45,榨菜肉絲湯
46,青菜豆腐湯
47,青菜蛋花湯
48,豬頭皮
49,豬耳朵
50,皮蛋豆腐
51,小魚豆干
52,泡菜
53,滷花生
54,海帶豆干
55,小黃瓜
0,美味炭烤豬肋排
1,韓式泡菜牛五花
2,韓式泡菜豬五花
3,懷舊鐵路排骨飯
4,招牌梅花烤肉飯
5,梅花豬肉壽喜燒
6,五花牛肉壽喜燒
7,泰式辣味打拋豬
8,泰式豬肉綠咖哩(微辣)
9,泰式牛肉綠咖哩(微辣)
10,日式豬排咖哩飯
11,梅花豬肉咖哩飯
12,炭烤豬肋排
13,日式炸豬排
14,梅花烤肉片
0,了不起紅茶
1,日月潭紅茶
2,古樹紅茶
3,四季春烏龍茶
4,黃金炭培烏龍
5,台茶18號紅玉
6,東方美人
7,阿里山烏龍茶
8,杉林溪烏龍
9,梨山烏龍茶
10,地瓜拿鐵
11,黑糖珍珠拿鐵
12,嫩仙草拿鐵
13,玫瑰草莓拿鐵
14,皇家金箔抹茶拿鐵
15,日月潭阿薩姆拿鐵
16,紅玉拿鐵
17,觀音拿鐵
18,黃金烏龍拿鐵
19,三燻茉香拿鐵
20,葡萄柚青茶
21,芭樂檸檬
22,峰蜜檸檬
23,百香果青茶
24,檸檬紅茶
0,红豆
1,奶油
2,花生
3,地瓜
4,蘿蔔絲
5,芋頭
6,珍珠奶油
7,紅豆奶油
8,花生奶油
9,冰淇淋(香草 巧克力 瑞巧)
10,雞蛋糕(小)
11,雞蛋糕(大)
0,菜單圖
1,招牌酥炸雞腿飯
2,日式燒烤雞腿飯
3,泰式椒麻雞腿飯
4,蔥油雞腿飯
5,亞洲滷雞腿飯
6,香酥雞排飯
7,日式雞排飯
8,泰式雞排飯
9,無骨雞排飯
10,燒肉排骨飯
11,爌肉飯
12,烤肉飯
13,蒜泥白肉飯
14,日式鯖魚飯
15,香酥鱈魚飯
16,黑胡椒豬柳飯
17,三杯雞飯
0,合菜便當(六樣配菜)
1,排骨飯
2,香酥棒腿飯
3,滷豬排飯
4,沙茶豬肉販
5,香雞排飯
6,紅燒獅子頭飯
7,香煎魚肉飯
8,三杯雞飯
9,秋刀魚飯
10,割稻飯
11,燒肉飯
12,筍香爌肉飯
13,香酥雞腿飯
14,燒雞腿飯
15,烤雞排飯
0,蒜香椒鹽牛五花
1,香檸椒鹽台灣鯛
2,香檸蜜汁嫩雞腿
3,岩漿起司烤嫩雞
4,韓式泡菜梅花豬
5,墨西哥嫩雞胸
6,百里香豬里肌
7,田園舒活
8,和風蔬果沙拉(真的沒有飯)
9,蜂蜜檸檬水
10,柳橙檸檬水
11,日式胡麻醬
12,翠綠和風醬
13,蜂蜜芥末醬
14,墨西哥酸辣醬
15,泰式莎莎醬
16,一本 23 張 平均 $87
0,菜單圖
1,河粉湯
2,米線湯
3,粄條湯
4,雞蛋麵
5,原味麵包
6,蔬菜夾心
7,春捲夾心
8,火腿夾心
9,雞腿夾心
10,牛肉夾心
11,涼拌河粉
12,涼拌米線
13,打拋豬肉
14,蛤仔湯
15,豬肉湯
16,牛肉湯
17,綜合海鮮湯
18,香茅雞腿飯
19,香茅排骨飯
20,打拋豬肉飯
21,燙青菜
22,現炒青菜
23,越南現炸春捲(1份2條)
24,涼拌青木瓜
25,鮮蝦蔬菜捲(1份3條)
26,月亮蝦餅
27,涼拌豬肉
28,涼拌牛肉
29,鮮榨檸檬汁
30,冰咖啡
31,熱咖啡
0,招牌雞腿
1,蜜汁雞腿
2,照燒雞排
3,鮮嫩雞排
4,滷大雞腿
5,照燒唐揚
6,椒麻去骨雞腿
7,和風去骨雞腿
8,香酥去骨雞腿
9,鹽酥雞肉
10,三杯雞肉
11,唐揚雞肉
12,香酥雞腿
13,懷舊滷雞腿
14,招牌排骨
15,蜜汁排骨
16,懷舊滷排
17,香酥排骨
18,清蒸鱈魚
19,鹽酥鱈魚
20,清蒸魚肚
21,鹽酥魚肚
22,薄鹽鯖魚
23,海陸雙拼
24,鮮炸肉魚
25,懷舊爌肉飯
26,綜合套餐
27,白飯
0,甘丹便當
1,滑蛋便當
2,咖哩便當
3,青花
4,南瓜
5,蛋包
6,加菜菜
7,加飯飯
8,炒明治
9,魚排
10,雞排
11,炸蝦
12,厚豬排
0,正忠排骨飯
1,黑胡椒豬排飯
2,雞排飯
3,爌肉飯
4,宮保雞丁飯
5,三杯雞丁飯
6,燒雞翅飯
7,糖醋小排飯
8,鮮魚飯
9,炸雞腿飯
10,燒雞腿飯
11,鱈魚飯
12,現炸魚肚飯
0,紐奧良香雞排
1,無骨雞腿排
2,雞腿
3,雞塊
4,雞翅
5,胖雞丁
6,甜不辣
7,鱿米花
8,薯餅(3入)
9,花枝丸(4入)
10,山藥捲(4入)
11,鱈魚條(2入)
12,洋蔥圈(6入)
13,小雞塊(5入)
14,波霸脆薯條
15,黃金番薯條
16,杏鮑菇
17,蘋果派(1入)
18,芝麻球(4入)
19,地瓜球(4入)
20,小芋泥球(6入)
21,手工螺絲捲(2入)
22,披薩球(4入)
23,草莓布丁球(4入)
24,巧克力布朗尼(3入)
25,乳酪甜心酥(4入)
26,泰式雞翅(4支)
27,泰式無骨雞腿排
