,0
0,什錦海鮮麵
1,霜降紅燒牛肉麵
2,霜降清燉牛肉麵
3,紅燒牛肉麵
4,紅燒牛湯麵
5,清燉牛湯麵
6,鮮蝦餛飩麵
7,餛飩麵
8,香菇雞麵
9,梅花肉片麵
10,泡菜肉片麵
11,榨菜肉絲麵
12,咖哩肉片麵
13,滷肉飯
14,鮮蝦紅油抄手(辣)
15,鮮蝦白油抄手
16,鮮肉紅油抄手(辣)
17,鮮肉白油抄手
18,霜降紅燒牛肉湯
19,霜降清燉牛肉湯
20,香菇雞湯
21,鮮蝦餛飩湯
22,餛飩湯
23,蛤蜊湯
24,貢丸湯
25,蛋花湯
26,酸辣雞絲乾拌麵
27,酢醬麵
28,榨菜肉絲乾麵
29,麻醬麵
30,鮮蝦餛飩乾拌麵
31,餛飩乾拌麵
32,乾麵
33,乾意麵
34,麻醬黃瓜
35,小魚豆干
36,豬頭皮(含耳)
37,皮蛋豆腐
38,韓式泡菜
39,涼拌雞胗
40,滷牛肚
41,涼拌牛肚(辣)
42,燙青菜
43,豆包(每份)
44,豆干(每樣)
45,滷蛋(每樣)
46,海帶(每樣)
0,日不落紅茶
1,鮮翠綠茶
2,春野青採
3,女王鐵娘子
4,日不落醇奶
5,鮮翠醇奶
6,春野清查醇奶
7,★劍橋可可瑪奇朵
8,★公爵焦糖和果瑪奇朵
9,日不落奶蓋
10,鮮翠奶蓋綠
11,春野奶蓋青
12,女王奶蓋鐵娘子
13,麗茲玫瑰奶蓋
14,皇家芝士奶蓋
15,鵝毛筆百香多爵士
16,領結微酸多爵士
17,禮砲莓果爵士
18,卡帝果爵士
19,紅獅拿鐵紅
20,金獅拿鐵綠
21,豎琴拿鐵青
22,鐵娘子拿鐵
23,盾徽冬瓜拿鐵
24,麗茲玫瑰拿鐵
25,鑽石豹黑糖寶石
26,嘉冕皇冠三寶石
27,祖母綠花瓣寶石
28,★非洲之星厚花生寶石
29,★黑王子厚芝麻寶石
30,御苑惹花惹草
31,綠翡翠檸檬綠
32,奧斯本蜂蜜檸檬
33,肯辛頓檸檬紅
0,牛肉麵
1,牛肉冬粉
2,牛肉湯餃
3,牛肉湯麵
4,牛肉湯冬粉
5,榨菜肉絲麵
6,酸辣麵
7,餛飩麵
8,炸醬麵
9,陽春麵
10,乾麵
11,紅油炒手
12,水餃一顆
13,小菜一盤
14,燙青菜
15,牛肉湯
16,牛肉清湯
17,餛飩湯
18,酸辣湯
19,紫菜蛋花湯
20,貢丸湯
21,菜頭湯
22,咖哩雞肉飯
23,爌肉飯
24,炸醬飯
25,滷肉飯
26,白飯
0,夏日岩鹽牛
1,青清香草雞
2,戀戀挪威魚
3,熊熊火燒豬
4,徐徐和風豬
5,福祿壽喜牛
6,福祿壽喜豬
7,每日精選湯品
8,素食便當
0,蔗香紅茶
1,茉香綠茶
2,特級翡翠綠
3,碳燒鐵觀音
4,珍珠紅茶
5,包種清茶
6,珍珠綠茶
7,冬瓜鐵觀音
8,豆漿紅茶
9,青梅凍飲
10,蜜香清茶
11,珍珠冬瓜觀音
12,蜂蜜綠茶
13,百香綠茶
14,蔗香奶茶
15,茉香奶茶
16,豆漿奶茶
17,鐵觀音奶茶
18,珍珠奶綠
19,波霸奶茶
20,觀音波霸奶茶
21,豆漿波霸奶茶
22,堅果波霸奶茶
23,冬瓜檸檬
24,檸檬紅茶
25,檸檬蜜茶
26,鮮桔檸檬
27,冬瓜拿鐵
28,抹茶拿鐵
29,抹茶紅豆拿鐵
30,紅茶拿鐵
31,翡翠拿鐵
32,芋香紅茶拿鐵
33,紅豆拿鐵
34,紅茶珍珠拿鐵
35,翡翠珍珠拿鐵
36,觀音珍珠拿鐵
37,愛文芒果綠
38,桑葚凍飲茶
39,愛文芒果冰鑽
40,愛文芒果拿鐵
41,原味薑茶
42,薑汁奶茶
43,堅果奶茶
44,薑汁桂圓
45,桂圓紅棗茶
46,堅果拿鐵
47,波霸堅果拿鐵
48,紫米紅豆拿鐵
49,紅豆
50,珍珠
51,檸檬
52,波霸
0,大腸麵線
1,蚵仔麵線
2,肉羹麵線
3,腸蚵麵線
4,腸肉麵線
5,蚵肉麵線
6,綜合麵線
7,鮑魚粥
8,羊肉粥
9,蚵仔粥
10,皮蛋瘦肉粥
11,花枝丸
12,雞排
0,黃金曼特寧
1,陳年阿拉比卡
2,黃金曼巴
3,日式藍山
4,經典曼巴
5,衣索比亞耶加雪菲
6,哥倫比亞薇拉
7,巴西摩吉安娜
8,哥斯大黎加唐梅奧
9,印尼黑鑽
0,爽味茶(無糖/微糖)
1,阿薩姆紅茶
2,麥香紅茶
3,復刻紅茶
4,茉香綠茶
5,烏龍綠茶
6,烏龍青茶
7,黃金麥茶(無咖啡因)
8,仙草甘茶
9,仙冬茶(仙甘+冬瓜)
10,冷泡高山茶
11,四季青茶
12,桂花青茶
13,話梅綠茶
14,蜂蜜綠茶
15,蜂蜜烏龍
16,蜂蜜桂花綠
17,桂花蜜(無咖啡因)
18,冬瓜茶(熬煮)
19,冬瓜綠、青
20,冬瓜珍珠
21,冬瓜檸檬
22,鳳梨冰茶(古法熬製)
23,鳳梨綠茶
24,芒果綠、青
25,蘋果綠、紅
26,鮮百香綠
27,鮮柳橙綠
28,鮮葡萄柚綠
29,鮮檸檬綠、紅
30,水蜜桃綠、青
31,石榴綠、紅
32,百香雙Q(珍珠+椰果)
33,芒果雙Q(珍珠+椰果)
34,雙Q青茶
35,魔力奶茶(咖啡凍)
36,魔力鮮奶茶(咖啡凍)
37,珍珠綠、紅
38,珍珠奶茶
39,珍珠奶綠
40,珍珠紅茶拿鐵
41,布丁奶茶
42,檸檬羅勒子
43,鮮檸檬愛玉
44,鮮百香愛玉
45,蜂蜜愛玉
46,蜜茶
47,金桔檸檬愛玉
48,鮮水果茶
49,多多綠茶
50,鮮桔茶
51,檸檬汁
52,金桔檸檬
53,多多檸檬
54,多多檸檬綠
55,蜂蜜檸檬
56,奶茶
57,奶綠、青
58,烏龍奶茶
59,冰淇淋紅茶
60,巧克力奶茶
61,焦糖奶茶
62,阿華田
63,麥茶拿鐵(無咖啡因)
64,紅茶拿鐵(林鳳營)
65,焦糖紅茶拿鐵
66,招牌咖啡
67,拿鐵咖啡
68,摩卡可可
69,焦糖咖啡
70,漂浮冰咖啡
0,豬肉
1,牛肉
2,什錦
3,酸辣海鮮
4,紅燒牛筋
5,紅燒法國麵包
6,春捲米線
7,豬排米線
8,蛋炒飯
9,豬肉蛋炒飯
10,什錦蛋炒飯
11,越南火腿蛋炒飯
12,牛肉蛋炒飯
13,海鮮蛋炒飯
14,豬肉炒河粉
15,牛肉炒河粉
16,海鮮炒河粉
17,酥炸春捲
18,蝦仁生春捲
19,越南火腿
20,青木瓜涼拌
21,海鮮青木瓜涼拌
22,蛋花湯
23,魚丸湯
24,牛肉湯
25,青菜湯
26,酸魚湯
27,酸辣海鮮湯
28,牛肉炒青菜
29,牛肉炒鳳梨
30,蝦醬炒青菜
31,燙青菜
32,炒青菜
33,炒豬肉
34,香茅雞肉
35,咖哩雞肉
36,蝦仁煎蛋
37,魷魚炒芹菜
38,咖哩魷魚
39,香茅蒸蝦子
40,酸子蝦
41,飯
42,麵
0,招牌燒肉
1,瓜仔肉
2,紅燒肉
3,鯖魚
4,起司豬排
5,泰式腿排
6,卡拉腿排
7,糖醋排骨
8,蒜泥白肉
9,鮮嫩滷排
10,滷雞腿
11,香酥雞腿
12,美味蝦捲
13,香雞排
14,日式炸蝦
15,日式豬排
16,合菜
17,白飯
0,大腸蚵仔綜合麵線
1,大腸麵線
2,蚵仔麵線
3,清麵線(不加大腸蚵仔)
4,香菇蛋黃花生粽
5,小肉粽(一份兩顆)
6,筒仔米糕
7,麻豆碗糕
8,精燉人參雞湯
9,精燉香菇雞湯
10,精燉蒜頭雞湯
0,香蕉牛奶
1,左岸芭娜[香蕉 咖啡 牛奶]
2,蘭亭集[香蕉 藍莓 牛奶]
3,欲擒[香蕉 奇異果]
4,歐嗨優[香蕉 牛奶 OREO]
5,可可芭娜[香蕉牛奶 巧克力]
6,陽光影子[香蕉 巧克力 牛奶 貝里詩]
7,藍鳳凰[桑葚 鳳梨]
8,餘香[桑葚 蘋果 牛奶]
9,金正桑[金桔 蜂蜜 桑葚]
10,塔羅[桑葚 草莓 牛奶]
11,佛羅倫斯的天空[芭樂 柳橙 多多]
12,小清新[芭樂 葡萄]
13,蝶戀花[芭樂 奇異果]
14,鮮果百綠[百香果 綠茶]
15,百香果蘇打[百香果 蘇打]
16,翡冷翠一夜[蘋果 石蓮花 多多]
17,連華[奇異果 石蓮花]
18,奇異果鮮綠[奇異果 多多 綠茶]
19,欲擒[香蕉 奇異果]
20,無猜[奇異果 柳橙]
21,愛徊味[三顆奇異果 多多 蜂蜜]
22,木瓜牛奶[紅肉木瓜 牛奶]
23,膨大海
24,火哈藍牛[火龍果 哈密瓜 藍莓 牛奶]
25,草莓牛奶[大湖草莓 好市多牛奶]
26,塔羅[草莓 桑葚]
27,鐘無艷[草莓 藍莓 牛奶]
28,簡單愛[蝶豆花 檸檬 蘇打]
29,夢蝶[蝶豆花 檸檬 水果果凍 蘇打]
30,蝶戀花[蝶豆花 柳橙 水果果凍 蘇打]
31,夏迎春[蝶豆花 檸檬 蔓越莓 水果果凍 +?]
32,西瓜冰沙[濁水溪西瓜]
33,西瓜牛奶
34,葡萄鮮綠[葡萄 綠茶]
35,葡萄蘇打
36,少女時代[蔓越莓 柳橙 綠茶]
37,青春夢[蔓越莓果粒 蔓越梅醋 綠茶]
38,無梅[金桔 蔓越莓 多多]
39,青春走馬燈[蔓越莓 藍梅 牛奶]
40,翡冷翠一夜[蘋果 石蓮花 多多]
41,南屏花月[藍梅 蘋果 牛奶]
42,寫封信給你[蘋果 鳳梨]
43,戀夏[桑葚 蘋果 牛奶]
44,南屏花月[藍梅 蘋果 牛奶]
45,蘭亭集[香蕉 藍莓 牛奶]
46,青春走馬燈[蔓越莓 藍梅 牛奶]
47,紫金[藍梅 芒果 牛奶]
48,鐘無艷[草莓 藍莓 牛奶]
49,如是[芒果 多多]
50,告白[芒果 牛奶]
51,夏日狂想[芒果 蘇打]
52,紫金[藍梅 芒果 牛奶]
53,茉香綠茶
54,伯爵紅茶
55,幸福奶茶
56,檸檬綠
57,抹茶拿鐵
0,原味不分裝
1,胡椒不分裝
2,芥末不分裝
3,梅子不分裝
4,海苔不分裝
5,辣粉不分裝
6,咖哩不分裝
7,起司不分裝
8,原味分裝
9,胡椒分裝
10,芥末分裝
11,梅子分裝
12,海苔分裝
13,辣粉分裝
14,咖哩分裝
15,起司分裝
16,原味
17,胡椒
18,芥末
19,梅子
20,海苔
21,辣粉
22,咖哩
23,起司
0,滷肉飯
1,菜飯
2,澎派滷肉便當
3,燒肉飯
4,現炸蝦捲飯
5,古味香腸飯
6,招牌車頭便當
7,滷雞腿飯
8,車頭便當加蝦捲
9,車頭便當加香腸
10,東坡肉飯
11,滷雞腿
12,酸梅湯
13,海帶芽湯
14,有餡大貢丸湯
15,商品照片
0,純鮮奶脆餅(原味)
1,純鮮奶脆餅(芝麻)
2,純鮮奶脆餅(蜂蜜)
3,純鮮奶脆餅(咖啡)
4,純鮮奶脆餅(海苔)
5,純鮮奶脆餅(烏龍)
6,六福禮盒
7,十二萬分心意禮盒
8,返璞歸真餅乾禮盒
9,五入裝純鮮奶脆餅(原味)
10,五入裝純鮮奶脆餅(芝麻)
11,五入裝純鮮奶脆餅(蜂蜜)
12,五入裝純鮮奶脆餅(咖啡)
13,五入裝純鮮奶脆餅(海苔)
14,五入裝純鮮奶脆餅(烏龍)
0,菜單
1,豐樂鮮乳
2,嘉明鮮乳
3,高大鮮乳
4,松柏嶺高山青茶
5,文烘正欉鐵觀音
6,鹿谷黃金烏龍茶
7,文山小葉種綠茶
8,日月魚池鄉紅茶
9,原鄉義豐冬瓜茶
10,義豐冬瓜青茶
11,義豐冬瓜檸檬
12,義豐冬瓜鐵觀音
13,正欉鐵觀音蔓越莓
14,老欉芭樂梅
15,老欉芭樂檸檬
16,老欉芭樂柳橙綠茶
17,珠光翡翠檸檬茶
18,枋山芒果鮮綠茶
19,枋山芒果鮮紅茶
20,野生蜂蜜檸檬綠茶
21,野生蜂蜜檸檬紅茶
22,野生蜂蜜檸檬青茶
23,香橙果粒鮮綠
24,鮮葡萄柚果粒綠茶
25,騎士真橙打火龍
26,愛情動作草莓牛奶
27,奇異博士愛草莓
28,藍天綠草加白白的
29,倒莓香蕉被切片
30,藍天綠草加白白的
31,卡牙縫的蜂蜜飲
32,魚池鄉紅茶鮮奶
33,黃金烏龍烤鮮奶
34,白毫翡翠鮮奶茶
35,義豐冬瓜鮮奶茶
36,宇治抹茶鮮奶茶
37,宇治金時鮮奶茶
38,正欉觀音鮮奶茶
39,白玉珍珠鮮奶茶
40,紅豆珍珠鮮奶茶
41,抹茶珍珠鮮奶茶
42,黑芝麻珍珠鮮奶茶
43,火龍果珍珠鮮奶茶
44,魔神仔畫符水
45,荔枝英式伯爵鮮奶茶-英國
46,唐寧格雷仕女伯爵鮮奶茶-英國
47,秋摘大吉嶺鮮奶茶-印度
48,葛雷二世伯爵鮮奶茶-英國
49,錫蘭斯里蘭卡鮮奶茶
50,老欉阿薩姆鮮奶茶-斯里蘭卡
51,瑪黑法式藍伯爵奶茶-法國
52,熱芝麻什穀可可
53,鮮果熱蔓越莓汁
54,熱義大里可可薄荷飲
55,熱蜂蜜檸檬薄荷飲
56,香醇芋頭鮮奶茶
57,蜜釀熱檸檬紅茶
58,芳醇芋頭鮮奶茶
59,香蕉牛奶飲
60,豐樂牛奶薏仁飲
61,桂圓紅棗茶
62,鮮果蔓越莓可可
63,花生珍珠鮮奶茶
64,花生仁
65,鮮紅豆
66,大芋頭
67,薏仁
68,白玉珍珠
69,抹茶珍珠
70,黑芝麻珍珠
71,火龍果珍珠
0,魯肉飯
1,魯肉飯(大)
2,魯肉便當
3,爌肉飯
4,魯雞腿飯
5,魯排飯
6,合菜便當
7,白飯
8,排骨飯
9,雞排飯
10,雞腿飯
11,蝦捲飯
12,花枝捲飯
13,鮮魚排飯
14,旗魚排飯
15,特製便當(排骨+魯鴨蛋)
16,招牌飯(排骨+二條蝦捲)
17,雙捲飯(二條蝦捲+二條花枝捲)
18,綜合飯(排骨+蝦捲+花枝捲)
19,三鮮飯(旗魚+蝦捲+花枝捲)
20,魯肉乾麵
21,魚丸湯麵
22,排骨麵
23,魚丸湯
24,魯鴨蛋
25,油豆腐
26,筍干
27,蝦捲三條
28,花枝捲二條
29,爌肉
30,魯雞腿
31,魯排骨
32,排骨
33,雞排
34,雞腿
35,鮮魚排
36,旗魚排
0,茉香綠茶
1,♚參築紅茶
2,四季春青茶
3,黃金烏龍
4,鐵觀音
5,茉香奶綠
6,參築奶茶
7,烏龍奶茶
8,♚鐵觀音奶茶
9,♚參築厚奶茶
10,茉香拿鐵
11,紅茶拿鐵
12,四季春拿鐵
13,烏龍拿鐵
14,♚冬瓜拿鐵
15,♚鐵觀音拿鐵
16,檸檬汁
17,蜂蜜檸檬
18,檸檬冬瓜
19,♚檸檬紅茶
20,檸檬綠茶
21,參築珍珠奶茶
22,檸檬珍珠冬瓜
23,紅茶珍珠拿鐵
24,冬瓜珍珠拿鐵
25,鐵觀音珍珠拿鐵
26,香濃可可
27,多多綠茶
28,蔗磚冬瓜茶
29,☃蜜茶
30,☃蜂蜜紅茶
31,☃蜂蜜綠茶
0,菜飯
1,現炸雞排飯
2,爌肉飯
3,現炸排骨飯
4,滷雞腿飯
5,蒜泥白肉飯
6,獅子頭飯
7,炸雞腿飯
8,宮保雞丁飯
9,香煎鯛魚飯
10,黑胡椒豬柳飯
11,橙汁雞柳飯
12,糖醋排骨飯
13,無骨雞腿飯
0,甘蔗青茶
1,甘蔗檸檬
2,葡萄柚綠
3,鮮柳橙綠
4,冷泡高山茶
5,茉香綠茶
6,阿薩姆紅茶
7,四季清茶
8,烏龍綠
9,黃金麥茶
10,麥香紅茶
11,爽味茶
12,咖啡烏龍
13,桂花綠茶
14,桂花烏龍
15,烏龍青茶
16,仙草甘茶
17,仙冬茶
18,話梅綠茶
19,蜂蜜綠茶
20,蜂蜜烏龍
21,蜂蜜桂花綠
22,桂花蜜
23,甘蔗青茶
24,甘蔗檸檬
25,招牌咖啡
26,拿鐵咖啡
27,摩卡可可
28,焦糖拿鐵
29,漂浮冰咖啡
30,鳳梨冰茶
31,鳳梨綠茶
32,百香初戀綠
33,鮮柳橙綠
34,鮮百香綠
35,鮮葡萄柚綠
36,芒果青/綠
37,蘋果綠/紅
38,鮮檸檬綠/紅
39,石榴綠/紅
40,水蜜桃綠/紅
41,百香雙Q(珍珠+椰果)
42,芒果雙Q
43,魔力奶茶(咖啡凍)
44,魔Q奶茶(咖啡凍+珍珠)
45,魔力鮮奶茶
46,魔Q鮮奶茶(咖啡凍+珍珠)
47,黑糖珍珠
48,粉條奶茶
49,珍珠綠/紅
50,珍珠奶茶
51,珍珠奶綠
52,珍珠紅茶拿鐵
53,椰果綠/紅
54,椰果奶茶
55,布丁奶茶
56,紅茶拿鐵
57,麥茶拿鐵(無咖啡因)
58,黑糖鮮奶茶
59,黑糖鮮奶
60,阿華田鮮奶
61,巧克力鮮奶
62,奶茶
63,奶綠
64,奶青
65,烏龍奶茶
66,黑糖奶茶
67,冰淇淋紅茶
68,焦糖紅茶拿鐵
69,巧克力奶茶
70,焦糖奶茶
71,阿華田
72,冬瓜粉條
73,冬瓜茶(黑糖熬煮)
74,冬瓜綠/青/紅
75,冬瓜珍珠
76,冬瓜冰梅
77,冬瓜檸檬
78,冬瓜鮮奶
79,葡萄柚多多
80,柳橙多多
81,百香多多
82,翡翠檸檬
83,檸檬羅勒子(小紫蘇)
84,百香羅勒子
85,多多綠茶
86,鮮檸檬愛玉
87,鮮百香愛玉
88,蜂蜜愛玉
89,蜜茶
90,鮮水果茶
91,鮮桔茶
92,檸檬汁
93,檸檬話梅
94,金桔檸檬愛玉
95,金吉檸檬
96,蜂蜜檸檬
97,薑汁甘蔗
98,薑汁鮮奶
99,薑母紅茶
100,黑糖薑母茶
101,薑母奶茶
102,桂圓奶茶
103,桂圓紅棗茶
0,招牌排骨麵
1,排骨米粉
2,排骨粄條
3,排骨酥湯
4,肉燥乾麵
5,燙青菜
6,招牌滷肉飯
7,滷蛋
0,肉燥飯
1,爌肉飯
2,排骨飯
3,滷排飯
4,鹹豬肉飯
5,紅糟肉飯
6,起司豬排
7,蒜泥白肉
8,雞排飯
9,雞腿排飯
10,咔啦雞飯
11,滷棒腿飯
12,蝦卷飯
13,柳葉魚飯
14,秋刀魚飯
15,鯖魚飯
16,豬腳飯
17,鹽酥雞腿
18,香烤雞腿
19,油雞飯
20,合菜飯
0,菜單
1,湯麵-檸香(清爽)
2,湯麵-椰香
3,*湯麵-叻沙
4,**湯麵-綠咖哩
5,**湯麵-酸辣(無奶)
6,**湯麵-酸辣(有奶)
7,鮮蝦-檸香(清爽)
8,鮮蝦-椰香
9,*鮮蝦-叻沙
10,**鮮蝦-綠咖哩
11,**鮮蝦-酸辣(無奶)
12,**鮮蝦-酸辣(有奶)
13,叉燒肉-檸香(清爽)
14,叉燒肉-椰香
15,*叉燒後-叻沙
16,**叉燒肉-綠咖哩
17,**叉燒肉-酸辣(無奶)
18,**叉燒肉-酸辣(有奶)
19,蝦醬時蔬
20,*涼拌青木瓜絲
21,*炸豆腐
22,香酥雞米花
23,月亮蝦餅
24,蝦醬拌麵
25,打拋豬飯
26,泰式奶茶
27,三色奶茶
0,油雞腿便當
1,腳筋便當
2,爌肉便當
3,魯排骨便當
4,肉燥便當
5,油雞腿飯
6,魯排骨飯
7,爌肉飯
8,腳筋飯
9,肉燥飯
10,白飯
11,蝦仁湯
12,豬心湯
13,豬肝湯
14,粉腸湯
15,冬粉肉圓湯
16,冬粉湯
17,肉圓湯
18,筍仔湯
19,油雞腿
20,魯排骨
21,爌肉
22,魯腳筋
23,乾豬心
24,乾豬肝
25,乾粉腸
26,梅干菜
27,魯白菜
28,筍干
29,燙青菜
30,魯蛋
31,魯豆腐
32,三角豆腐
33,荷包蛋
0,美妍紅豆水
1,鮮活綠茶
2,就愛涼茶[青茶+珍珠+椰果]
3,小品青茶
4,打鐵烏龍
5,阿薩姆紅茶
6,古早味紅茶
7,莓果綠茶
8,碳培多多
9,多多綠
10,芒果青[加芒果冰淇淋]
11,打鐵輕奶茶
12,輕奶茶
13,就愛奶茶[奶茶+珍珠+椰果]
14,輕奶綠
15,珍珠輕奶茶
16,布丁輕奶茶
17,打鐵珍珠輕奶茶
18,古早味奶茶
19,紅豆奶茶
20,拿鐵奶茶
21,巧克力黑奶茶
22,紅豆珍珠奶茶
23,珍珠奶茶
24,布丁奶茶
25,纖體檸檬水
26,檸檬冰茶
27,金桔檸檬
28,打鐵珍珠輕奶茶
29,小品青茶
30,就愛涼茶
31,芒果青
32,莓果綠茶
33,美妍紅豆水
34,纖體檸檬水
0,玉子丼
1,豚肉丼
2,牛肉丼
3,雞肉親子丼
4,炸豬排丼
5,炸雞腿排丼
6,照燒雞腿排便當
7,炸唐揚雞便當
8,起司牛肉漢堡排便當
9,炸蝦便當(兩隻)
10,炸竹筴魚便當(兩隻)
11,炸豬排便當
12,炸雞腿排便當
13,豚肉咖哩飯
14,牛肉咖哩飯
15,雞肉咖哩飯
16,酥炸豬排咖哩飯
17,酥炸雞腿排咖哩飯
18,炸機唐楊咖哩飯
19,起司牛肉排咖哩飯
20,炸蝦咖哩飯
21,竹筴魚咖哩飯
22,茶碗蒸
23,酥炸豬排
24,酥炸雞排
25,炸機唐楊
26,起司牛肉排
27,炸蝦(兩隻)
28,竹筴魚(兩隻)
29,起司片/白飯
30,咖哩可樂餅(兩塊)
0,阿薩姆紅茶
1,上等茉香綠茶
2,凍頂烏龍綠茶
3,台灣青茶
4,烏龍青茶
5,仙草甘茶
6,仙草凍
7,仙仙東
8,波霸
9,椰果
10,洛神花茶
11,洛神檸檬
12,洛神蜜
13,蜜茶
14,鮮檸檬汁
15,蜂蜜蘆薈
16,阿華田
17,鮮檸檬蘆薈
18,鮮檸檬愛玉
19,鮮蘋果醋
20,鮮桔茶
21,鮮金桔檸檬
22,鮮蜂蜜檸檬
23,百香多多
24,鮮百香多多
25,鮮葡萄柚汁
26,鮮水果茶(原汁)
27,鮮檸檬多多(原汁)
28,鮮葡萄柚多多(原汁)
29,奶茶
30,波霸奶茶
31,茉香奶茶
32,茉香珍奶
33,奶香青茶
34,烏龍奶茶
35,椰果奶茶
36,仙草凍奶茶
37,胚芽奶茶
38,布丁奶茶(兩顆統一布丁)
39,仙草拿鐵
40,鮮奶茶
41,鮮奶綠
42,阿華田拿鐵
43,冬瓜茶
44,冬瓜
45,冬瓜檸檬
46,冬瓜鮮奶
47,奶霜
48,海鹽奶霜
49,蜂蜜
50,百香
51,脆梅
52,蘋果
53,多多
54,鮮檸檬
