,0
4,花枝
5,鮮蚵
6,杏鮑菇
7,香菇
8,金針菇
9,鐵板豆腐
10,塔香豆皮
11,干貝
12,檸檬鯖魚
13,鮭魚
14,紅燒鱈魚
15,鱈魚
16,蝦仁
17,牛肉
18,紅燒巴沙魚
19,巴沙魚
20,蟳肉
21,羊排
22,牛小排
23,菲力
24,沙拉草蝦
25,炒三鮮
26,豬小排
27,泡菜牛肉
28,泡菜豬肉
29,泡菜羊肉
30,海尼根啤酒
31,麒麟Bar啤酒
32,金牌啤酒
33,汽水
34,綠茶
0,菜單圖
1,番茄紅醬培根
2,番茄紅醬杏鮑菇
3,番茄紅醬時蔬
4,番茄紅醬德腸
5,番茄紅醬雞肉
6,番茄紅醬海鮮
7,奶濃白醬培根
8,奶濃白醬杏鮑菇
9,奶濃白醬時蔬
10,奶濃白醬德腸
11,奶濃白醬雞肉
12,奶濃白醬牛肉
13,奶濃白醬蛤蠣
14,奶濃白醬海鮮
15,蘑菇肉醬培根
16,蘑菇肉醬時蔬
17,蘑菇肉醬德腸
18,蘑菇肉醬雞肉
19,蘑菇肉醬牛肉
20,蘑菇肉醬蛤蠣
21,蘿勒青醬培根
22,蘿勒青醬時蔬
23,蘿勒青醬雞肉
24,蘿勒青醬牛肉
25,蘿勒青醬蛤蠣
26,蘿勒青醬海鮮
27,特濃咖哩時蔬
28,特濃咖哩雞肉
29,特濃咖哩牛肉
30,特調橘醬培根
31,特調橘醬德腸
32,特調橘醬雞肉
33,特調橘醬蛤蠣
34,特調橘醬海鮮
35,蒜香清炒杏鮑菇
36,蒜香清炒雞肉
37,蒜香清炒蛤蠣
38,蒜香清炒海鮮
0,經典炸排骨飯
1,老火滷排骨飯
2,黃金大雞腿飯
3,嚴選滷雞腿飯
4,古早味控肉飯
5,極品蝦捲飯
6,美味香腸飯
7,特製蔥油雞飯
0,茉香綠茶
1,大正紅茶
2,大正紅茶
3,英倫伯爵紅茶
4,初露青茶
5,高峰烏龍綠
6,決明大麥
7,青採翠玉
8,伯爵紅茶拿鐵(綠/烏/青/麥/大正)
9,<招牌>珍珠紅茶拿鐵
10,布丁紅茶拿鐵
11,仙草凍紅茶拿鐵
12,紅豆紅茶拿鐵
13,大正珍珠紅茶鮮奶
14,大正紅茶鮮豆奶(綠/烏/青/麥/伯爵)
15,珍珠紅茶鮮豆奶(布丁/仙草凍/紅豆)
16,出雲抹茶鮮豆奶
17,冬瓜鮮豆奶
18,布丁鮮豆奶
19,※小山迎露
20,※鹿谷黃金烏龍
21,原鄉冬瓜茶
22,冬瓜青茶
23,蜂農花蜜茶
24,冰糖洛神梅
25,※養樂多綠
26,甘蔗青茶
27,※蔓莓雙果醋
28,※香柚綠茶
29,※青檸香茶
30,冬瓜檸檬
31,金桔檸檬
32,※冰萃檸檬
33,珍珠鮮奶
34,手炒黑糖鮮奶
35,大甲芋頭鮮奶
36,※草莓鮮奶
37,可可亞鮮奶
38,出雲抹茶鮮奶
39,冬瓜鮮奶
40,布丁鮮奶
41,仙草凍鮮奶
42,紅豆鮮奶
43,阿文脆梅綠
44,桂圓紅棗茶
45,桂圓鮮奶
46,※仙人掌冰茶
47,珍珠仙人掌
0,魯肉套餐
1,香腸飯
2,炸排骨飯
3,滷排骨飯
4,焢肉飯
5,蝦捲飯
6,鱈魚飯
7,花枝排飯
8,雞排飯
9,卡啦腿排飯
10,炸雞腿飯
11,滷雞腿飯
12,魯肉飯
13,海陸雙拼
14,排焢雙拼
15,雙色排骨
16,香排雙拼
17,雞魚雙拼
18,卡啦鱈魚
19,雙排雙拼
20,魚香雙拼
21,排腿雙拼
22,什錦鍋燒意麵
23,赤肉鍋燒意麵
24,豬肝鍋燒意麵
25,蛤蜊鍋燒意麵
26,什錦鍋燒湯飯
27,紫菜湯
28,蛋花湯
29,油豆腐湯
30,貢丸湯
31,豬肝湯
32,赤肉湯
33,什錦湯
34,蛤蜊湯
35,麻油豬肝
36,麻油赤肉
37,紫菜湯加蛋
38,油豆腐湯加蛋
39,貢丸湯加蛋
40,豬肝湯加蛋
41,赤肉湯加蛋
42,什錦湯加蛋
43,蛤蜊湯加蛋
44,麻油豬肝加蛋
45,麻油赤肉加蛋
0,香炸雞腿飯
1,香炸排骨飯
2,豪大雞排飯
3,滷排骨飯
4,蔥油雞腿飯
5,滷香焢肉飯
6,宮保雞丁飯
7,糖醋排骨飯
8,客家小炒飯
9,蔥爆牛肉飯
10,黑胡椒豬柳飯
11,各式鮮魚飯
12,椒麻雞腿飯
13,椒麻雞排飯
14,泰式雞腿飯
15,泰式雞排飯
16,香腸飯
17,菜飯
18,烤雞腿飯
19,烤雞排飯
20,起司雞排飯
21,香雞排飯
22,蝦捲飯
23,卡拉雞棒
24,排骨+蔥爆牛肉飯
25,焢肉+宮保雞丁飯
26,豪大雞排+糖醋排骨飯
27,鮮魚+黑胡椒豬柳飯
28,炸雞腿+炸排骨飯
29,烤雞腿+客家小炒飯
0,黑糖豆花
1,地瓜豆花
2,芋圓豆花
3,珍珠豆花
4,紅豆豆花
5,銀耳豆花
6,薑汁黑糖豆花
7,QQ圓豆花
8,花生豆花
9,綠豆豆花
10,綜合豆花3種料
11,紅豆湯圓
12,地瓜芋圓湯圓
13,花生湯圓
14,銀耳湯圓
15,綜合湯圓
16,醇豆漿 無糖(需預定)
17,拿鐵紅茶
18,珍珠紅茶
19,黑糖波霸撞鮮奶
20,紅茶
21,奶茶
0,芋頭西米露
1,抹茶紅豆湯
2,抹茶紅豆小湯圓
3,古早味綠豆汁
4,粉角綠豆汁
5,招牌綠豆湯(粉角+綠豆)
6,古早味紅豆汁
7,粉角紅豆汁
8,人氣紅豆湯(紅豆+粉角)
9,紅豆小湯圓(HOT冬季限定-紅豆+粉角+小湯圓)
10,紅豆芝麻湯圓(紅豆+粉角+芝麻湯圓)
11,紅豆水(瓶裝)
12,薏仁露(瓶裝)
13,薏仁湯(薏仁粒+粉角)
14,綠豆薏仁(綠豆+粉角)
15,紅豆薏仁(紅豆+粉角)
16,鮮奶冬瓜茶
17,鮮奶紅豆汁
18,鮮奶紅豆湯(豆子+粉角)
19,鮮奶紅豆薏仁湯(豆子+粉角)
20,古早味冬瓜茶
21,粉角冬瓜茶
22,西米露綠豆汁
23,西米露紅豆汁
24,西米露綠豆湯(豆子)
25,西米露鮮奶紅豆汁
26,西米露紅豆湯(豆子)
27,西米露鮮奶紅豆湯(豆子)
28,波霸紅豆汁
29,波霸綠豆汁
30,波霸綠豆湯(豆子)
31,波霸鮮奶紅豆汁
32,波霸紅豆湯(豆子)
33,紫米紅豆汁
34,紫米紅豆湯(紅豆+西米露)
35,紫米紅豆薏仁湯(紅豆+西米露)
36,紫米紅豆小湯圓(紅豆+西米露)
37,紫米鮮奶紅豆湯(紅豆+西米露)
38,紫米紅豆芝麻湯圓(紅豆+西米露)
39,粉角
40,鮮奶
41,紫米
42,芝麻湯圓
43,西米露
44,波霸
45,小湯圓
0,花枝排飯
1,招牌飯
2,排骨飯
3,魯排骨飯
4,鐵路排骨
5,爌肉飯
6,燒肉飯
7,蝦捲飯
8,鯖魚飯
9,肉鯽魚飯
10,鱈魚飯
11,雞排飯
12,雞腿飯
0,紅豆
1,花生
2,卡士達
3,抹茶麻糬
4,加麻糬
0,特級怪物超大草莓
1,一號大草莓
0,奶油嫩仙草
1,綜合奶油嫩豆花
2,芋圓奶油嫩豆花
3,花生奶油嫩豆花
4,紅豆奶油嫩豆花
5,薏仁奶油嫩豆花
6,綠豆奶油嫩豆花
7,珍珠奶油嫩豆花
8,純豆花
9,綜合湯
10,芋圓湯
11,花生湯
12,紅豆湯
13,薏仁湯
14,大豆湯
15,綠豆湯
16,珍珠湯
17,燒仙奶
18,綜合燒湯圓
19,芋圓燒湯圓
20,花生燒湯圓
21,紅豆燒湯圓
22,薏仁燒湯圓
23,大豆燒湯圓
24,綠豆燒湯圓
25,珍珠燒湯圓
26,純燒湯圓
0,爌肉飯
1,魯肉飯
2,肋排飯
3,豬腳飯
4,雞腿飯
5,爌肉便當
6,魯肉便當
7,肋排便當
8,豬腳便當
9,雞腿便當
10,米粉湯
11,招牌乾麵
12,麻辣麵
13,味噌湯
14,魚丸湯
15,隔間肉湯
16,粉腸湯
17,苦瓜排骨湯
18,蒜頭蜆湯
19,黑蒜頭雞湯
20,荷包蛋
21,魯蛋
22,油豆腐
23,滷豆腐
24,木耳
25,筍干
26,滷花生
27,白干絲
28,黃金泡菜
29,粉肝
30,骨仔肉
31,隔間肉
32,粉腸
33,滷大腸
0,38奶霸
1,寒天晶球柚惑
2,蜂蜜檸檬蘆薈
3,奶蓋青/鐵/綠/紅
4,黃金芒果綠
5,百香羅勒子
6,鮮芋Q拿鐵
7,宇治抹茶拿鐵
8,功夫茶王(無糖原味/限量供應)
9,阿里山冰茶
10,日月潭紅茶
11,翠玉綠茶
12,御品紅茶
13,四季春青茶
14,深焙鐵觀音
15,紅茶拿鐵
16,可可拿鐵
17,鐵觀音拿鐵
18,薑汁拿鐵
19,冬瓜拿鐵
20,青梅果釀
21,青梅綠茶
22,翡翠檸檬
23,水蜜桃果醋
24,百香果QQ
25,沖繩黑糖薑茶
26,桂圓暖茶
27,綠奶茶/奶茶
28,鐵觀音奶茶
29,珍珠奶茶
30,巧克力可可
31,薑汁奶茶
32,鮮芋Q奶茶
33,鮮柚綠
34,鮮橙綠
35,冬瓜鐵觀音
36,冬瓜檸檬
37,鮮百香綠
38,多多綠
39,珍珠/仙草/椰果/羅勒子(擇一)
40,蘆薈/蒟蒻(擇一)
41,寒天晶球(擇一)
0,黑咖啡
1,濃縮咖啡（內用限定）
2,特調咖啡
3,卡布奇諾
4,拿鐵
5,榛果拿鐵
6,香草拿鐵
7,海鹽焦糖拿鐵
8,焦糖瑪琪朵
9,黑糖拿鐵
10,摩卡咖啡
11,威士忌巧克力（含酒精）
12,橘酒巧克力（含酒精）
13,薄荷巧克力
14,火山甜莓
15,花香耶加雪菲
16,德國花草茶
17,日式烘烤煎茶
18,皇家奶茶
19,紅釀烏梅汁
20,青蘋果醋（限冷飲）
21,野櫻莓醋（限冷飲）
22,原味可爾必思（限冷飲）
23,蜜桃可爾必思（限冷飲）
24,紅茶拿鐵
25,經典咖啡酷冰
26,太妃焦糖咖啡酷冰
27,超級芒酷冰（季節限定）
28,鮮奶很芒酷冰（季節限定）
29,白蜜桃酷冰
30,香草可可酷冰
31,焦糖威士忌酷冰（含酒精）
0,鮮翠綠茶
1,阿薩姆紅茶
2,包種青茶
3,炭培烏龍
4,安溪鐵觀音
5,鮮綠抹茶
6,柴燒甘蔗汁
7,奇異果綠
8,蜂蜜檸檬
9,檸檬養樂多
10,檸檬汁
11,奶茶/奶綠/奶青
12,鐵觀音/烏龍奶茶
13,胚芽奶茶
14,抹茶奶綠
15,宇治玄米奶茶
16,炭烤地瓜奶茶
17,珍珠(椰果)紅/綠/青茶
18,珍珠奶茶/奶綠/奶青
19,布丁奶茶
20,抹布奶茶
21,珍珠抹茶奶綠
22,檸檬愛玉
23,蜂蜜檸檬蘆薈
24,凍頂/翡翠檸檬愛玉
25,翡翠/凍頂檸檬蘆薈
26,宇治金時奶茶
27,宇治金時珍奶
28,宇治金時拿鐵
29,小倉珍珠抹茶/奶茶
30,小倉玄米抹茶/奶茶
31,小倉玄米拿鐵
32,炭烤地瓜珍奶
33,小倉地瓜鮮奶茶
34,冰淇淋紅/綠/烏/鐵/青
35,冰淇淋抹茶
36,抹茶冰淇淋奶綠
37,宇治玄米抹茶冰沙
38,抹茶冰淇淋玄米冰沙
39,宇治金時
40,小倉玄抹冰沙
41,凍頂/翡翠檸檬
42,檸檬紅茶
43,百相綠/紅
44,冰梅釀飲
45,養樂多綠
46,蜂蜜紅/綠茶
47,龍眼蜜茶
48,韓式柚子茶
49,柚香鐵觀音
50,玉露茶
51,宇治玄米抹茶
52,柴燒甘蔗青/鐵觀音
53,柴燒甘蔗檸檬
54,可爾必思
55,抹茶可爾必思
56,檸檬可爾必思
57,鮮奶紅/綠/烏龍/鐵觀音/青
58,柴燒鮮奶甘蔗
59,抹茶拿鐵
60,玄米抹茶拿鐵
61,炭烤地瓜鮮奶茶
62,熬煮薑母茶
63,薑汁奶茶
64,薑汁檸檬
65,薑汁鮮奶
66,柴燒薑汁甘蔗
67,炭烤地瓜暖薑茶
0,義美紅麴薄餅
1,芝麻蛋捲
2,菜脯餅
3,四秀魚酥
4,小金牛角
5,杏仁千層派
6,沙琪瑪
7,椰子夾心酥
8,泰山八寶粥
9,義美蘇打(全麥)
10,來一客
11,肉骨茶碗麵
12,隨緣素
0,香滷豆干(200克/包)
1,香滷百頁(200克/包)
2,五香毛豆(200克/包)
3,煙燻蠔油鳳爪(200克/包)
4,精燉酸菜脆腸(200克/包)
5,精燉酸菜鴨腸(200克/包)
6,精燉滷雞胗(200克/包)
7,煙燻豬耳絲(200克/包)
8,蠔油滷鴨舌(7支/包)
9,蠔油去骨鴨掌(200克/包)
10,煙燻鴨翅(5支/包)
0,人氣蔥油餅
1,香Q茼仔米糕
2,蘇軾湯包
3,綠豆鍋餅
4,燻雞捲餅
5,牛肉捲餅
6,水餃10粒(高)
7,水餃10粒(韭)
8,水餃10粒(綜)
9,蝦仁炒飯
10,肉絲炒飯
11,鮭魚炒飯
12,夏威夷炒飯
13,打拋辣子拌麵
14,傳統酸辣麵
15,老北京炸醬麵
16,四川酸辣麵
17,東北嗆鍋麵
18,酸白菜麵
19,酸辣湯餃
20,蝦仁炒麵
21,肉絲炒麵
22,茄汁海鮮
23,日式咖哩
24,風味炒餅
25,味增湯
26,招牌酸辣湯
27,苦瓜排骨湯
28,芋頭排骨湯
29,青木瓜燉雞湯
30,冬菇燉雞湯
31,鬼馬牛肉
32,香檸椒麻雞
33,蟹黃海鮮豆腐
34,番茄蛤蠣
35,沙拉中卷燒
36,無錫排骨
37,果律大蝦球
38,帶骨豬排
39,白飯
40,炒青菜
41,小菜
42,小菜
43,小菜
0,茉莉綠茶
1,阿薩姆紅茶
2,四季春青茶
3,凍頂烏龍綠
4,檸檬綠
5,梅果綠
6,桔子綠
7,8冰綠
8,8冰茶
9,養樂多綠
10,鮮柚綠茶
11,冰淇淋紅茶
12,旺來紅
13,四季春+珍波椰
14,波霸綠茶
15,波霸紅茶
16,波霸青茶
17,波霸烏龍
18,波霸奶綠
19,波霸奶茶
20,波霸烏龍奶茶
21,波霸抹茶拿鐵
22,波霸紅茶拿鐵
23,珍珠綠
24,珍珠紅
25,珍珠青茶
26,珍珠烏龍
27,珍珠奶綠
28,珍珠奶茶
29,珍珠紅茶拿鐵
30,珍珠綠茶拿鐵
31,椰果奶茶
32,椰果奶綠
33,布丁奶茶
34,布丁奶綠
35,布丁紅茶
36,布丁綠茶
37,奶茶
38,奶綠
39,鳥龍奶茶
40,四季奶青
41,紅茶瑪奇朵
42,烏龍瑪奇朵
43,可可芭蕾
44,阿華田
45,檸檬汁
46,金桔檸檬
47,檸檬梅
48,檸檬養樂多
49,鮮柚汁
50,葡萄柚多多
51,紅茶拿鐵
52,綠茶拿鐵
53,烏龍拿鐵
54,阿華田拿鐵
55,可可芭蕾拿鐵
0,香酥雞腿便當
1,招牌嫩骨便當
2,鐵道豬排
3,香煎嫩雞便當
4,蒜香雞排便當
5,滷豬腳便當
6,雙拼便當(嫩骨+片鴨)
7,片鴨便當
8,滷排骨便當
9,炸排骨便當
10,香腸便當
11,糖醋雞柳便當
12,日式花枝排
13,薄鹽鯖魚便當
14,肉燥便當
15,菜飯便當
16,香酥雞腿飯
17,滷豬腳飯
18,雙拼飯(嫩骨+片鴨)
19,炸雞腿排飯
20,嫩骨飯
21,片鴨飯
22,滷排骨飯
23,炸排骨飯
24,肉燥飯
25,清燉嫩骨冬粉
26,苦瓜排骨冬粉
27,菜頭排骨冬粉
28,金針排骨冬粉
29,香菇排骨冬粉
30,清燉嫩骨泡飯
31,豬腳乾麵
32,嫩骨乾麵
33,片鴨乾麵
34,肉燥乾麵
35,清燉嫩骨湯
36,苦瓜排骨湯
37,菜頭排骨湯
38,金針排骨湯
39,香菇排骨湯
40,虱目魚皮湯
41,丸子湯
42,香酥雞腿
43,滷豬腳
44,嫩骨
45,片鴨
46,滷排骨
47,炸排骨
48,白飯
0,招牌鍋貼
1,韭菜鍋貼
2,韓式辣味鍋貼
3,咖哩鍋貼
4,田園蔬菜鍋貼
5,玉米鍋貼
6,韭黃魚肉鍋貼
7,招牌水餃
8,韭菜水餃
9,韓式辣味水餃
10,咖哩水餃
11,田園蔬菜水餃
12,玉米水餃
13,韭黃魚肉水餃
14,鮮蝦水餃
15,酸辣湯餃
16,玉米湯餃
17,酸辣湯
18,玉米濃湯
19,旗魚花枝丸湯
20,鮮菇湯
21,蘿蔔排骨湯
22,珍珠餛飩湯
23,菜肉大餛飩湯
24,古早味乾麵
25,特調乾麵(微辣)
26,麻醬乾麵
27,醡醬乾麵
28,紹辣乾麵
29,古早味湯麵
30,榨菜肉絲麵
31,酸辣湯麵
32,珍珠餛飩麵
33,紹辣珍珠餛飩麵
34,菜肉大餛飩麵
35,紹辣菜肉大餛飩麵
36,滷蛋
37,黃金豆腐
38,涼拌豆腐
39,燙青菜
40,燉蘿蔔
41,家常小菜
42,珍珠抄手
43,菜肉大抄手
44,白豆漿
45,黑豆漿
46,真傳紅茶
47,寒天真傳紅茶
48,寒天薏仁豆漿
0,*奶蓋綠茶
1,*奶蓋紅茶
2,*奶蓋青茶
3,*奶蓋烏龍茶
4,*奶蓋黑糖烏龍
5,奶蓋黑旋風(紅/綠/烏/青/冬瓜)
6,奶蓋黑森林(甜品)
7,*茉香綠茶
8,*四季春茶
9,*烏龍茶
10,*錫蘭紅茶
11,冬瓜茶(熬煮)
12,*貢茶碧螺春
13,*日式玄米綠茶
14,*金萱烏龍茶
15,洛神花茶
16,冬瓜青茶
17,蔓越莓紅茶
18,鳳梨冰茶
19,芒果青茶
20,冰淇淋紅茶
21,檸檬愛玉
22,檸檬冬瓜
23,堅果可可
24,檸檬冬瓜小紫蘇
25,寒天愛玉
26,鮮百香綠茶
27,*鮮桔檸檬
28,鮮柚綠茶
29,翡翠檸檬
30,QQ百香綠
31,*手工咖啡
32,*拿鐵咖啡
33,*拿鐵咖啡
34,*香濃奶茶
35,*香濃奶青
36,*香濃奶綠
37,*烏龍奶茶
38,*巧克力奶茶
39,*巧克力奶茶
40,*珍珠奶茶
41,仙草奶凍
42,*港式鴛鴦奶茶
43,*紫米紅豆奶茶
44,珍珠
45,椰果
46,紫米
47,黑糖醬
48,OREO
49,愛玉凍
50,仙草凍
51,小紫蘇
52,紅豆
53,蘆薈
54,寒天晶球
55,冰淇淋
56,奶蓋(1匙)
57,奶蓋(2匙)
0,全家餐(8塊)
1,雞腿
2,雞塊
3,雞翅
4,雞米球
5,泰式雞米球
6,紐奧良香雞排
7,泰式雞排
8,泰式酸辣雞翅(桶)
9,紐奧良無骨腿排
10,泰式無骨腿排
11,檸檬雞柳條
12,甜不辣
13,冠軍小雞塊(5個)
14,洋蔥圈(6個)
15,芋泥薯球(9個)
16,起司條(2條)
17,薯餅(3個)
18,乳酪甜心(2個)
19,波霸薯條
20,黃金地瓜條
21,可口可樂
0,1.套餐（1片蘿蔔糕+原味蛋餅）
1,2.套餐（1片薯餅+2條熱狗+蛋）
2,3.套餐（1片薯餅+6塊雞塊+蛋）
3,4.套餐（鐵板麵3選1+蛋+豬排）
4,5.套餐（2片蘿蔔糕+蛋+豬排）
5,烤煎蛋
6,烤起司
7,烤火腿
8,烤薯餅
9,烤培根
10,烤玉米
11,烤肉鬆
12,烤肉排
13,烤蔬菜起司
14,烤香雞
15,烤鮪魚
16,烤鮭魚（炸）
17,烤鮮蝦（炸）
18,烤檸檬雞
19,烤燻雞
20,烤花枝（炸）
21,烤鱈魚（炸）
22,烤豬排
23,烤菲力雞排
24,烤起司豬排（炸）
25,烤菲力雞排
26,烤雞腿（炸）辣/不辣
27,烤總匯
28,豬肉堡
29,薯餅堡
30,起司堡
31,火腿堡
32,培根堡
33,檸檬雞堡
34,燻雞堡
35,蔬菜起司堡
36,鮪魚堡
37,鮭魚堡
38,花枝堡
39,鮮蝦堡
40,鱈魚堡
41,總匯堡
42,雞排堡
43,豬排堡
44,菲力雞排堡
45,起司豬排堡
46,雞腿堡（辣/不辣）
47,奶油土司
48,花生土司
49,草莓土司
50,巧克力土司
51,椰香土司
52,香蒜土司
53,原味蛋餅
54,起司蛋餅
55,火腿蛋餅
56,熱狗蛋餅
57,培根蛋餅
58,薯餅蛋餅
59,肉鬆蛋餅
60,肉排蛋餅
61,玉米蛋餅
62,蔬菜蛋餅
63,鮪魚蛋餅
64,燻雞蛋餅
65,香雞蛋餅
66,豬排蛋餅
67,燒餅加蛋
68,燒餅肉鬆蛋
69,燒餅薯餅蛋
70,燒餅火腿蛋
71,燒餅玉米蛋
72,燒餅起司蛋
73,蔬菜燒餅
74,燒餅培根蛋
75,鮪魚燒餅
76,燒餅鮪魚蛋
77,巧克力燒餅
78,奶酥燒餅
79,香蒜燒餅
80,熱狗（四支）
81,煎餃
82,鍋貼
83,蘿蔔糕（兩片）
84,馬薯餅
85,營養早餐
86,雞塊（六塊）
87,起司一片
88,荷包蛋
89,義大利肉醬麵
90,黑胡椒鐵板麵
91,蘑菇鐵板麵
92,宮保雞丁麵
93,三杯雞丁麵
94,麻婆豆腐麵
95,蔥抓餅
96,豬排蛋炒飯（11：00am後）
97,培根蛋炒飯（11：00am後）
98,紅茶
99,奶茶
100,鮮奶茶
101,冰咖啡
102,鴛鴦茶
103,檸檬紅茶
104,綠豆沙牛奶茶
105,柳橙汁
106,檸檬汁
107,蔓越梅汁
108,百香果汁
109,蘋果汁
110,可樂
111,巧達湯（冬季限定）
112,巧克力奶
113,鮮奶
114,草莓奶
115,麥芽奶
116,清漿
117,米漿
118,十穀漿
119,芝麻糊
120,豆漿
121,黑豆漿
122,薏仁漿
123,特調咖啡
124,黑咖啡
125,鮮奶拿鐵
0,花生酥
1,花生糖
2,芝麻糖
3,三種綜合
0,大腸臭臭鍋
1,海鮮豆腐鍋
2,泡菜鍋
3,鴨寶鍋
4,沙鍋魚頭鍋
0,熊熊豬肉蛋包飯
1,熊大心咖哩雞飯
2,無尾熊蠔油牛肉飯
3,紫貓蘑菇牛肉飯
4,今日60元特餐
5,日式咖哩豬排飯
6,紅糟燒肉飯
7,蕈菇豬肉南瓜飯
8,蕈菇豬肉紫地瓜飯
9,泰式椒麻雞腿飯
10,泰式甜辣雞腿飯
11,川味口水雞腿飯
12,客家鹽焗雞腿飯
13,香酥椒鹽雞腿飯
14,唐揚咖哩雞飯
15,咖哩豬蛋包飯
16,壽喜豬蛋包飯
17,泡菜豬蛋包飯
18,雞排咖哩蛋包飯
19,咖哩雞蛋包飯
20,蘑菇牛蛋包飯
21,蠔油牛蛋包飯
22,壽喜牛蛋包飯
23,咖哩牛蛋包飯
24,泡菜牛蛋包飯
25,加起司
26,麻辣刀削牛肉麵
27,紅燒刀削牛肉麵
28,肉醬刀削炒麵
29,咖哩牛肉炒麵
30,番茄起司義大利麵
31,蕈菇起司義大利麵
32,時蔬咖哩飯
33,時蔬南瓜飯
34,時蔬咖哩炒麵
0,次郎咖哩雞
1,極炙牛便當
2,燒豚便當
3,職人御雞便當
0,日式便當150
1,日式便當180
2,日式便當200
3,日式便當250
4,日式便當300
5,日式便當350
6,日式便當420
7,日式便當550
8,素壽司便當150
9,素壽司便當200
10,素壽司便當250
11,水果盒70
12,沙拉盒70
0,壎香猪肉鍋
1,海鮮香香鍋
2,一品羊肉鍋
3,素食健康鍋
4,招牌滷大腸
5,滷豆腐
6,壎香烏冬麵
7,牛丼飯
0,虎糖布丁鮮奶茶(半糖/正常糖；僅限冷飲)
1,虎糖珍珠鮮奶(半糖/正常糖；正常冰/去冰；純鮮乳)
2,虎糖醇奶茶(半糖/正常糖)
3,珍珠醇奶茶
4,甘露冬瓜(僅限冷飲)
5,玉露綠茶
6,日月紅茶
7,日日春茶
8,無敵鐵觀音
9,可可醇奶(+10元升級鮮奶)
10,抹茶醇奶(+10元升級鮮奶)
11,日日春甘露(僅限冷飲)
12,鐵觀音甘露(僅限冷飲)
13,法拉蕊氣泡飲(僅限冷飲及正常冰) 梅菓/百香/檸檬
14,梅子玉露(僅限冷飲)
15,百香玉露(僅限冷飲)
16,玉露多多(僅限冷飲)
17,鮮檸多多(僅限冷飲)
18,玉露醇奶茶(+10元升級鮮奶)
19,日月醇奶茶(+10元升級鮮奶)
20,日日春醇奶茶(+10元升級鮮奶)
21,鐵觀音醇奶茶(+10元升級鮮奶)
22,日日水果茶(僅限冷飲)
23,日日黃金橙(僅限冷飲)
24,日月鮮檸茶
25,煙花冰茄梅(僅限冷飲)
26,鮮檸甘露(僅限冷飲)
27,鮮檸玉露(僅限冷飲)
28,鮮檸寒天(僅限冷飲)
29,鮮檸奇亞籽僅限冷飲)
30,鮮橙奇亞籽僅限冷飲)
31,鮮橙玉露(僅限冷飲)
32,鮮柚玉露(僅限冷飲)
0,牛肉麵
1,牛肉細粉
2,牛湯面
3,牛乾麵
4,魯乾面
5,牛肉飯
6,滷肉飯
7,牛湯餃
8,水餃一份
9,綜合滷味
10,小菜
11,白菜滷
0,招牌燒仙草
1,綜合燒仙草
2,芋圓燒仙草
3,芋泥燒仙草
4,珍珠燒仙草
5,紅豆燒仙草
6,大豆燒仙草
7,純燒仙草
8,湯圓1號
9,湯圓2號
10,芋圓湯圓
11,芋泥湯圓
12,珍珠湯圓
13,紅豆湯圓
14,花生湯圓
15,純湯圓
16,芝麻珍珠湯圓
17,芝麻紅豆湯圓
18,芝麻花生湯圓
19,純包餡湯圓
20,綜合薑湯
21,芋圓紅豆湯
22,芋泥紅豆湯
23,花生紅豆湯
24,薏仁紅豆湯
25,紅豆湯
0,爆汁嫩雞(雞塊)
1,天王雞排(原味)
2,辣妹雞排(辣粉)
3,苔客雞排(海苔)
0,打火青草茶（厚茶)
1,啾涼薄荷涼茶（薄茶）
2,尚水炭燒洛神烏梅
3,府城冬瓜茶（甜度固定)
4,銅鑼仙草茶
5,銅鑼仙草蜜
6,冬瓜青草茶
7,青草拿鐵
8,仙草拿鐵
9,洛神優格
10,冬瓜檸檬（僅有冷飲）
11,保肝茶(無糖)
12,苦茶
13,老薑茶（熱）
14,薑汁拿鐵（熱）
15,桂圓紅棗茶
0,咖椰油炸鬼
1,咖椰馬芝瑞拉吐司
2,法國野莓乳酪吐司
3,美國老牌花生乳酪吐司
4,nutella榛果巧克力乳酪吐司
5,人氣照燒雞乳酪蛋吐司(芥末美乃滋)
6,菇婆好吐司(香蒜青醬)
7,法國號火雞乳酪蛋吐司(香蒜青醬)
8,鮪魚沙拉乳酪蛋吐司
9,花生火腿乳酪蛋吐司
10,原味貝果原味乳酪抹醬
11,原味貝果抹茶乳酪抹醬
12,原味貝果蜂蜜乳酪抹醬
13,藍莓貝果原味乳酪抹醬
14,藍莓貝果抹茶乳酪抹醬
15,藍莓貝果蜂蜜乳酪抹醬
16,肉桂捲一顆
17,烤雞腿一支
18,行運蛋塔
19,凱薩沙拉
20,泰國奶茶(冷)
21,泰國奶茶(熱)
22,MILO可可巧克力(冷)
23,MILO可可巧克力(熱)
24,港仔凍檸茶(冷)
25,紅茶(冷)
26,紅茶(熱)
27,紅茶牛奶(冷)
28,紅茶牛奶(熱)
29,沖繩黑糖鮮奶茶(冷)
30,韓國柚子茶(冰)
31,韓國柚子茶(熱)
32,越南煉乳咖啡(冷)
33,越南煉乳咖啡(熱)
34,越南拿鐵咖啡(冷)
35,越南拿鐵咖啡(熱)
36,美式黑咖啡(冷)
37,美式黑咖啡(熱)
38,金鳳香茶(只有冰的)
39,四季春茶(只有冰的)
40,黃金烏龍(只有冰的)
