,0
105,★咖哩　湯餃
106,泡菜　意麵
107,泡菜　烏龍
108,泡菜　冬粉
109,泡菜　雞絲
110,泡菜　湯餃
111,Ａ。憨厚吐司
112,Ｂ。貝果
113,Ｃ。起司厚片
114,Ｄ。沙拉蛋+鮮奶茶
115,Ｄ。蔬菜捲+鮮奶茶
116,Ｅ。全麥三明治+鮮奶茶
117,Ｆ。培根捲+鮮奶茶
118,Ｆ。鮪魚捲(全麥)+鮮奶茶
119,Menu1
120,Menu2
0,蔥爆牛肉飯
1,蔥爆豬肉飯
2,蔥爆雞肉飯
3,沙茶牛肉飯
4,沙茶豬肉飯
5,咖哩牛肉飯
6,咖哩雞肉飯
7,日式豬排飯
8,咖哩豬排飯
9,沙茶豬排飯
10,宮堡雞丁飯
11,三鮮燴飯
12,牛肉燴飯
13,豬肉燴飯
14,雞肉燴飯
15,牛肉炒麵
16,牛肉炒烏龍麵
17,什錦炒麵
18,什錦炒烏龍麵
19,三鮮燴麵
20,牛肉燴麵
21,豬肉燴麵
22,雞肉燴麵
0,荷包蛋
1,雞汁飯
2,香腸
3,雞肉飯
4,燙青菜
5,單點雞腿
6,乾撈雞腿麵
7,芽菜雞飯
8,瓦煲雞飯
9,海南雞飯
10,乾肉骨茶飯
11,肉骨茶麵
12,肉骨茶
0,草莓巧克力
1,焦糖杏仁
2,香草
3,覆盆子
4,咖啡
5,櫻桃白蘭地
6,椰子
7,花生
8,薄荷
9,紅蘿蔔
10,瑞比藍姆
11,蛋黃果
12,黑芝麻
13,巧克力
14,酪梨
15,南瓜（有加肉桂）
16,日式抹茶
17,芹菜
18,香蕉核桃
19,豆腐
20,杏仁紅豆
21,芋頭
22,木瓜
23,蕃茄
24,李子
25,養樂多
26,檸檬
27,百香果
28,芒果
29,桔子
30,火龍果
31,番石榴
32,香蕉
33,草莓
34,酸梅
0,仙草茶
1,嫩仙草茶
2,波霸仙草茶
3,波霸嫩仙草茶
4,吸的凍
5,新鮮檸檬嫩仙草茶
6,仙奶凍
7,仙奶茶
8,波霸仙奶凍
9,波霸仙奶茶
10,原味嫩仙草
11,波霸嫩仙草
12,芋圓嫩仙草
13,地瓜圓嫩仙草
14,綜合嫩仙草
15,波霸綜合嫩仙草
16,養生嫩仙草
17,布丁嫩仙草
18,五彩繽紛嫩仙草
19,膠原蛋白仙草茶
20,膠原嫩仙草茶
21,四物鐵仙草茶
22,四物鐵嫩仙草茶
23,十全仙草茶
24,十全嫩仙草茶
25,人參仙草茶
26,人參嫩仙草茶
27,四珍膠仙草茶
28,四珍膠嫩仙草茶
29,紅景天仙草茶
30,紅景天嫩仙草茶
31,膠原檸檬嫩仙草茶
32,原味燒仙草
33,波霸燒仙草
34,芋圓燒仙草
35,地瓜圓燒仙草
36,布丁燒仙草
37,鮮奶燒仙草
38,綜合燒仙草
39,養生燒仙草
40,波霸綜合燒仙草
41,五彩繽紛燒仙草
42,招牌芋圓燒仙草
43,招牌地瓜圓燒仙草
44,招牌綜合燒仙草
45,招牌養生燒仙草
0,玉子燒（日式煎蛋）
1,和風鮪魚
2,香濃起司
3,戚風朱古力（甜）
4,煙燻里肌
5,德國香腸
6,泰醬雞腿
7,貓蹼漢堡肉
8,蔬果沙拉
9,特調伯爵紅茶
10,可口可樂
11,可可
12,芬達
13,雪碧
14,蜂蜜檸檬茶
15,鮮奶茶
16,柚子茶（熱／冰）
0,台灣六月綠茶
1,錫蘭紅茶
2,桂花烏龍茶
3,文山青茶
4,高山烏龍茶
5,茶專草本茶
6,梅子綠
7,梅子紅
8,梅子青
9,梅子烏龍
10,情人茶
11,山茶花綠茶
12,粉條綠茶
13,粉條奶茶
14,地瓜奶茶
15,奶香綠茶
16,奶香紅茶
17,奶香青茶
18,烏龍奶茶
19,綠豆沙奶茶
20,綠豆沙綠茶
21,阿華田
22,多多綠茶
23,多多紅茶
24,多多青茶
25,多多奶茶
26,多多蜜茶
27,桂圓紅棗茶
28,桂圓紅棗奶茶
29,杏仁奶茶
30,咖啡奶茶
31,芋香奶茶
32,胚芽奶茶
33,焦糖奶茶
34,熱可可
35,鮮奶茶
36,醉清香
37,蛋蜜汁
38,珍珠白茶
39,珍珠綠茶
40,珍珠紅茶
41,珍珠青茶
42,珍珠奶茶
43,珍珠奶綠茶
44,小珍珠綠茶
45,小珍珠紅茶
46,小珍珠青茶
47,小珍珠奶茶
48,椰果綠茶
49,椰果奶茶
50,仙草凍綠茶
51,仙草凍奶茶
52,仙草凍蜜茶
53,金桔椰果
54,綠豆沙珍珠
55,咖啡凍奶茶
56,寒天晶球綠茶
57,寒天晶球奶茶
58,百香果
59,香檳葡萄
60,百香綠
61,百香紅
62,百香青
63,百香多多
64,香檳多多
65,百香雪泡
66,香檳雪泡
67,冬瓜茶
68,冬瓜青茶
69,冬瓜奶茶
70,冬瓜檸檬
71,檸檬汁
72,金桔檸檬
73,檸檬綠茶
74,檸檬紅茶
75,檸檬青茶
76,蜂蜜檸檬
77,檸檬多多
78,翠梅果露
79,翠梅綠茶
80,翠梅烏龍
81,桔茶
82,葡萄柚綠茶
83,葡萄柚紅茶
84,葡萄柚奶茶
85,薄荷汁
86,薄荷綠茶
87,薄荷奶茶
88,蜂蜜青茶
89,蜜茶
90,蜂蜜綠茶
91,蜂蜜紅茶
0,香辣養生5包 (非素)
1,清香養生5包 (非素)
2,素食養生5包(純素食)
0,扣肉飯
1,軟炸排骨飯
2,無錫排骨飯
3,秋刀魚飯
4,鹽水吳郭魚飯
5,日本鹹魚飯
6,滷雞腿飯
7,炸雞腿飯
8,香雞排飯
9,宮保雞丁飯
10,特餐飯
0,焦糖馬奇朵鬆餅*
1,藍莓優格白葡萄鬆餅**
2,草莓鬆餅***
3,焦糖抹茶鬆餅**
4,巧克力可可鬆餅*
5,原味鬆餅**
6,焦糖鬆餅***
7,蔓越莓多酚鬆餅***
8,油沏酵素茶飲
0,星期二
1,星期三
2,星期四
3,星期五
4,蕃茄燴飯(附炸排)
5,泰式燴飯(附炸排)
6,葡式燴飯(附炸排/奶素)
7,黑胡椒燴飯(附炸排)
8,香椿炒飯
9,什錦炒飯
10,咖哩炒飯
11,韓式炒飯
12,南洋鳳梨炒飯
13,養生太極炒飯
14,地瓜粥套餐
15,泰式酸辣麵
16,羅勒蕃茄麵
17,韓式泡菜麵
18,起司牛奶麵(奶素)
19,養生藥膳麵
20,紅油炒伊麵
21,廣東炒麵(蛋素)
22,泰式鮮蔬炒麵
23,鍋燒意麵(蛋素)
24,鍋燒烏龍
25,鍋燒五行麵
26,紅油抄手
27,涼拌有機豆腐
28,涼拌珊瑚草
29,紅燒素蹄筋
30,樹子方塊
31,泰式炸餛飩
32,香酥腰果
33,香烤杏鮑菇
34,蠔油花菇
35,菜脯蛋(蛋素)
36,炒青菜
37,餛飩湯
38,甜點
39,法式巧克力厚片
40,杏仁奶酥
41,草莓厚片
42,原味鬆餅
43,冰淇淋鬆餅
0,雞柳條
1,花枝酥
2,香雞排
3,無骨雞腿排
4,鹽酥雞
5,魷魚鬚
6,炸魷魚
7,泰式海鮮派
8,脆骨雞
9,雞脖子
10,雞尾椎
11,雞翅
12,棒棒腿
13,小熱狗
14,雞皮
15,雞心
16,雞胗
17,米血
18,黑輪片
19,細薯條
20,甘梅薯條
21,格子薯條
22,甜不辣
23,台北甜不辣
24,銀絲卷
25,蘿蔔糕
26,九母魚脆條
27,雞肉香腸
28,花枝丸
29,德式香腸
30,黃金魚蛋
31,雞蛋豆腐
32,百頁豆腐
33,香甜芋餅
34,蔥肉餡餅
35,鮮肉抓餅
36,脆皮麻糬
37,雞米球
38,香酥蝦猴
39,酥脆魚板
40,洋蔥圈
41,美式熱狗
42,酥軟芋籤
43,四角薯餅
44,玉米布丁酥
45,杏包菇
46,青椒
47,高麗菜
48,四季豆
49,香菇
50,A套餐(鹽酥雞/米血/甜不辣/百頁豆腐/花枝丸/熱狗/青菜)
51,B套餐(脆骨雞/米血/黑輪片/百頁豆腐/芋餅/熱狗/青菜)
52,C套餐(魷魚鬚/米血/魚板/百頁豆腐/蘿蔔糕/熱狗/青菜)
53,D套餐(雞排/米血/芋籤/百頁豆腐/雞肉香腸/青菜)
0,鹽酥魚肚飯
1,烤醬大雞腿飯
2,鹽酥大雞腿飯
3,蜜汁大雞腿飯
4,烤醬香雞排飯
5,椒麻香雞排飯
6,太師傅大雞腿飯
7,香雞排飯
8,日式和風排骨飯
9,太師傅古早味排骨飯
10,椒麻鮮魚飯
11,檸檬酸辣去骨雞腿飯
12,去骨椒麻雞腿飯
13,日式檸檬去骨雞腿飯
14,現炸豬排飯
15,蒲燒大排飯
16,三杯雞腿丁飯
17,墨西哥微辣去骨雞腿飯
18,紅燒鮮魚飯
19,原味去骨椒鹽雞腿飯
20,鹽酥雞丁飯
21,鯖魚綜合飯
22,滷雞腿飯
23,香酥雞腿飯
24,香辣卡拉腿排飯
25,五香排骨飯
26,鮮魚飯
27,香酥雞腿飯
28,脆皮腿排飯
29,(1)綜合套餐
30,(1)綜合套餐
31,(1)綜合套餐
32,(1)綜合套餐
33,白飯
0,軟骨便當
1,綜合便當
2,日式懷舊便當
3,燒肉便當
4,炸雞排便當
5,炸豬排便當
6,烤雞腿便當
7,味增魚便當
8,煎魚排便當
9,烤鹹魚便當
10,烤秋刀魚便當
11,烤鰻魚便當
12,鰻魚飯
13,豬排蓋飯
14,炒烏龍麵
15,蛋包飯
16,鹹魚飯
0,日式豬排飯
1,椒鹽排骨飯
2,起司豬排飯
3,日式燒肉飯
4,韓式燒肉飯
5,椒鹽雞腿飯
6,卡啦雞腿飯
7,五香雞排飯
8,紅糟肉飯
9,黑胡椒豬排飯
10,蒜泥白肉飯
11,咖哩雞腿飯
12,咖哩雞排飯
13,咖哩豬排飯
14,鱈魚飯
15,炸雞腿飯
16,無骨雞排飯
17,炸雞排飯
18,古早味排骨飯
19,炸豬排飯
20,香茅檸檬雞排飯
21,紐澳良雞排飯
22,日式豬排
23,椒鹽雞腿
24,五香雞排
25,香茅檸檬雞排
26,紐澳良雞排
0,紅麴炒飯
1,香椿炒飯
2,芥蘭羊肉燴飯
3,什錦炒飯
4,簡餐
5,咖哩粉絲煲(附湯、小菜)
6,咖哩沙鍋飯(附湯、小菜)
7,巴西蘑菇湯
8,猴頭菇湯
9,竹笙湯
10,花生湯
11,酸菜羊肉湯
12,扁食湯
13,味噌湯
14,紫菜湯
15,油條湯
16,蘑菇養生猴菇麵
17,咖哩日式鮮蔬麵
18,味噌日式鮮蔬麵
19,麻油猴菇細麵
20,養生猴菇蔬菜麵
21,臭臭鍋麵
22,臭臭鍋冬粉
23,炒善糊意麵
24,炒善糊油麵
25,廣東炒麵
26,芥蘭炒意麵
27,什錦炒意麵
28,芥蘭羊肉炒麵
29,味噌意麵
30,辣肉蔬菜麵
31,什錦炒麵
32,麻將辣肉麵
33,沙茶乾麵
34,麻醬麵
35,蘑菇火鍋
36,番茄火鍋
37,何首烏火鍋
38,麻辣火鍋
39,味噌火鍋
40,什錦火鍋
41,清蒸臭豆腐鍋
42,麻辣臭豆腐鍋
43,水餃(15粒)
44,燙青菜
45,涼拌雪耳
46,鐵板燒扣飯(附湯、白飯)
47,沙鍋麻油細麵(附湯)
48,素鐵板意麵(附湯)
49,素鐵板飯(附湯)
50,素鐵板麵(附湯)
51,沙鍋三杯飯(附湯、小菜)
52,沙鍋三杯意麵(附湯、小菜)
53,沙鍋三杯麵(附湯、小菜)
54,蜂蜜菊花茶
55,茉香紅茶
0,椒鹽黃魚便當
1,醬爆蝦球便當
2,左宗棠雞(辣)便當
3,梅蜜京都雞便當
4,風味三杯雞便當
5,冷味水晶雞便當
6,咖哩豬排蛋包飯
7,燒肉+魚排便當
8,燒肉+蚵捲便當
9,蚵捲+照燒豬排便當
10,可樂餅+椒鹽肉便當
11,可樂餅+香酥豬便當
12,雞米花+香酥魚便當
13,海苔豬+香酥豬便當
14,香酥豬排便當
15,椒鹽豬排便當
16,照燒豬排便當
17,麻婆豬排便當
18,海苔豬排便當
19,海苔雞排便當
20,照燒雞排便當
21,橙香雞排便當
22,香酥雞排便當
23,辣味雞排便當
24,香酥魚排便當
25,蜜汁燒肉便當
26,香酥蚵捲便當
27,什蔬蛋燒丼
28,日式豬排燒丼
29,壽喜豬肉燒丼
30,麻婆豬肉燒丼
31,日式牛肉燒丼
32,雞米花丼
33,辣味雞米花井
34,沙茶湯面
35,什錦湯麵
36,麻油麵線
37,味噌意麵
38,麻辣科學麵
39,鍋燒
40,泡菜
41,皮蛋瘦肉粥
42,吻仔魚米粥
43,皮蛋牛肉粥
44,滑蛋牛肉粥
45,茶香炒麵
46,QQ炒烏龍麵
47,茶香豬燴飯
48,茶香牛燴飯
49,咖哩豬燴飯
50,咖哩牛燴飯
51,古早味紅茶
52,茉香綠茶
53,果粒柳橙汁
54,粉圓鮮奶茶
55,純鮮奶
56,多多
57,新鮮檸檬汁
58,金桔檸檬
59,梅子
60,檸檬
61,椰果
62,薄荷冰點
63,薄荷鮮奶茶
64,鮮奶可可亞
65,阿華田
66,紅豆牛奶冰
67,愛玉二色冰
68,仙草二色冰
69,綜合刨冰
70,芋頭二色冰
71,烏梅煉奶冰
72,草莓煉奶冰
73,綠豆二色冰
74,綠豆沙鮮奶
75,紅豆沙鮮奶
76,芋頭沙鮮奶
77,買3份特惠價
0,糖心蜜紅茶
1,糖心蜜烏龍
2,茉香綠茶
3,高山青茶
4,古早味冬瓜
5,冬瓜紅
6,冬瓜綠
7,冬瓜青
8,桔香冰梅綠
9,梅果紅
10,梅果綠
11,梅果青
12,蜂蜜綠茶
13,★百香綠茶
14,★養樂多綠茶
15,深林奶茶
16,茉香奶茶
17,烏龍奶茶
18,珍珠奶茶
19,膠原奶茶
20,相思逗珍奶
21,鮮奶紅
22,鮮奶綠
23,鮮奶烏
24,冬瓜鮮奶飲
25,紅豆沙鮮奶露
26,芋頭鮮奶露
27,南瓜鮮奶露
28,抹茶鮮奶露
29,紅豆抹茶鮮奶露
30,鑽石黑拿鐵
31,仙楂洛神梅
32,黑糖薑母
33,桂圓紅棗茶
34,炸彈檸檬
35,金桔檸檬
36,檸檬梅子
37,蜂蜜葡萄柚
38,蜂蜜檸檬
39,蜂蜜蘆薈
40,蜂蜜檸檬蘆薈
41,柚蜜綠
42,檸檬冬瓜
43,檸檬紅
44,檸檬綠
45,檸檬青
46,★檸檬養樂多
47,黑糖桔茶
48,爵士巧克力
49,曼特寧咖啡
50,★檸檬愛玉
51,★膠原愛玉
52,★寒天愛玉
53,★膠原愛玉小紫蘇
54,★寒天愛玉小紫蘇
55,★蜜檸小紫蘇
56,★百香小紫蘇
57,★桔香小紫蘇
58,★莓果冰茶
59,★膠原莓果露
60,原味蛋糕奶茶
61,紅豆蛋糕奶茶
62,珍珠蛋糕奶茶
63,巧克力蛋糕奶茶
0,高麗菜手工水餃/份
1,韭菜手工水餃/份
2,酸辣湯餃
3,酸辣湯飯
4,海產粥
5,鍋燒粥
6,肉燥飯 大
7,肉燥飯 小
8,肉絲飯
9,什錦飯
10,蝦仁飯
11,黑胡椒牛肉飯
12,黑胡椒羊肉飯
13,沙茶牛肉燴飯
14,沙茶羊肉燴飯
15,沙茶豬肉燴飯
16,茄汁蝦仁飯
17,茄汁肉絲飯
18,沙茶牛肉炒麵
19,沙茶羊肉炒麵
20,沙茶豬肉炒麵
21,花枝炒麵
22,什錦板條
23,什錦炒麵
24,蝦仁炒麵
25,肉絲炒麵
26,什錦米粉
27,餛飩麵
28,酸辣湯麵
29,什錦湯麵
30,鍋燒意麵
31,榨菜肉絲麵
32,麻醬乾麵 大
33,麻醬乾麵 小
34,肉燥乾麵 大
35,肉燥乾麵 小
36,湯陽春麵 大
37,湯陽春麵 小
38,乾意麵 大
39,乾意麵 小
40,湯意麵 大
41,湯意麵 小
42,乾米粉 大
43,乾米粉 小
44,湯米粉 大
45,湯米粉 小
46,乾板條 大
47,乾板條 小
48,湯板條 大
49,湯板條 小
50,牛肉清湯
51,羊肉清湯
52,豬肝湯
53,蛤仔湯
54,蚵仔湯
55,魚丸湯
56,貢丸湯
57,榨菜肉絲湯
58,酸辣湯
59,蛋花湯
60,餛飩湯
61,燙高麗菜
62,燙空心菜
63,炒高麗菜
64,炒空心菜
65,皮蛋豆腐
0,乾麵原味(素食)
1,乾麵辣味(素食)
2,乾麵麻辣
3,乾麵油蔥原味
4,乾麵油蔥辣味
5,乾麵沙茶原味
6,乾麵沙茶辣味
7,乾麵沙茶原味(素食)
8,乾麵沙茶辣味(素食)
9,乾麵麻油原味(素食)
10,乾麵麻油辣味(素食)
11,乾麵麻醬原味(素食)
12,乾麵麻醬辣味(素食)
13,素沙茶醬包原味
14,素沙茶醬包辣味
15,沙茶醬包原味
16,沙茶醬包辣味
17,麻醬醬包原味
18,麻醬醬包辣味
19,麻油醬包原味
20,麻油醬包辣味
21,油蔥醬包原味
22,油蔥醬包辣味
23,原味醬包
24,辣味醬包
25,麻辣醬包
0,排骨麵 大條麵
1,排骨麵 小條麵
2,排骨意麵
3,排骨冬粉
4,排骨米粉
5,排骨湯
6,燙青菜
7,肉燥飯
8,超值滷味
9,超值滷味
0,彩色貝果
1,藍莓貝果
2,紅豆麻糬
3,杏仁南瓜
4,黑糖麻糬
5,巧克力
6,芝麻
7,OREO白巧克力
8,咖啡巧克力
9,楓糖核桃
10,綠海苔乳酪
11,蔓越莓
12,小地瓜
13,花生奇諾
14,亞麻籽核桃
15,紅酒葡萄
16,原味
17,黑胡椒起司
18,黃金起司
19,紅茶拿鐵
20,洋蔥
21,蜜漬香橙
22,香草培根
23,咖哩
24,肉桂南瓜
25,肉桂核萄
26,洛神奶酥
27,日式抹茶
28,紫米紅豆
29,葡萄起司
30,迷迭香司
31,十穀米雜糧
32,小芋泥
33,肉桂蘋果
34,義式番茄
35,火龍果(內餡蔓越莓起司)
36,蔓越莓起司抹醬
37,藍莓起司抹醬
38,原味起司抹醬
39,蘭姆葡萄抹醬
40,義式香草抹醬
41,花生起司抹醬
42,綜合小貝果
43,原味鬆餅
44,蔓越莓鬆餅
45,迷你歐式小麵包
46,原味司康
47,抹茶紅豆司康
48,巧克力司康
49,蔓越莓司康
50,蘭姆葡萄司康
51,切達起司司康
0,涼麵
0,原味綠茶(漲價已加5元)
1,桂花紅茶
2,仙草干茶
3,原味麥茶
4,古早味冬瓜茶
5,鐵觀音烏龍
6,冬瓜青茶
7,菊花潽洱
8,文山青茶
9,檸檬汁
10,檸檬梅子
11,金桔檸檬
12,奶綠
13,焦糖奶茶
14,小珍珠奶茶
15,波霸奶茶
16,椰果奶茶
17,芋香奶茶
18,阿華田
19,可可
20,薄荷奶茶
21,魔力奶茶
22,布丁奶茶(統一布丁)
23,美式冰咖啡
24,蜂蜜綠茶
25,梅子可樂
26,梅子雪碧
27,梅子綠茶(漲價已加5元)
28,百香綠茶
29,檸檬青茶
30,葡萄柚綠茶(原汁)
31,鮮桔蜜茶
32,葡萄柚蜜
33,蜂蜜蘆薈
34,蜂蜜茶
35,養樂多綠茶
36,養樂多奶茶
37,養樂多檸檬
38,葡萄柚多多
39,養樂多冰沙
40,芒果冰沙
41,美式咖啡冰沙
42,巧克力咖啡冰沙
43,海尼根綠茶(漲價已加5元)
44,長島冰茶(漲價已加5元)
45,桂花青茶
46,紅茶拿鐵
47,鮮奶綠(林鳳營)
48,冰淇淋紅茶
49,薑母汁
50,熱桔茶
51,熱可可
52,桂圓紅棗
53,桂圓薑母
54,桂圓奶茶
55,美式熱咖啡
0,厚.愛文芒果乾(大)300g
1,細.愛文芒果條(大)300g
2,厚.凱特芒果乾(大)300g
3,細.凱特芒果條(大)300g
4,原味情人果乾(大)300g
5,梅粉情人果乾(大)300g
6,厚.愛文芒果乾(小)180g
7,細.愛文芒果條(小)180g
8,厚.凱特芒果乾(小)180g
9,細.凱特芒果條(小)180g
10,原味情人果乾(小)180g
11,梅粉情人果乾(小)180g
12,天然鳳梨乾230g
13,天然芭樂乾230g
14,天然楊桃乾230g
15,高纖土芒果乾210g
16,金煌芒果乾210g
17,黑糖芒果條210g
18,甘甜梅260g
19,化核梅300g
20,梅子雞調理包400g
21,脆 梅(玻璃瓶裝)380g
22,紫蘇梅(玻璃瓶裝)380g
23,梅露(梅子原汁)600g
24,梅粉(瓶裝)大420g
25,梅粉(瓶裝)小200g
26,甘草糖(醃漬)500g
27,蕃茄乾300g
28,芭樂乾.400g
29,蜜蕃茄240g
30,蔓越莓(粒)200g
31,蒟篛條200g
32,洛神花乾300g
33,水蜜桃乾300g
34,糖酥陳皮300g
35,芒果糕300g
36,奇異果乾300g
37,甘草無籽橄欖300g
38,油切果(仙楂)300g
39,甘草金桔300g
40,薄荷金桔300g
41,中藥無籽橄欖450g
42,丁香橄欖550g
43,辣橄欖550g
44,八仙果(柚子蔘)300g
45,冰梅(無籽梅肉)100g
46,辣芒果 250g
47,紅芒果200g
48,橄欖餅150g
0,蔥酥餅
1,蔥燒餅
2,甜酥餅
3,芝麻餅
4,紅豆餅
5,鮮肉餅
6,酸菜肉絲餅
7,蘿蔔絲餅
8,長燒餅
9,蔥油餅(張)
10,蔥油餅(份)
11,甜豆漿
12,鹹豆漿
0,肉燥飯
1,白飯
2,豬腳飯
3,香腸飯
4,滷豬排飯
5,肉絲炒飯
6,蝦仁炒飯
7,火腿炒飯
8,綜合炒飯
9,香腸炒飯
10,美濃板條(乾)
11,雞蛋意麵(乾)
12,米粉(乾)
13,餛飩米粉(乾)
14,餛飩麵(乾)
15,豬排麵(乾)
16,雪菜肉絲麵(乾)
17,美濃板條(湯)
18,雞蛋意麵(湯)
19,米粉(湯)
20,餛飩米粉(湯)
21,餛飩麵(湯)
22,老媽蚌麵(湯)
23,水餃(粒)
24,炒粄條
25,炒米粉
26,炒麵
27,魚皮粥
28,魚肚粥
29,魚皮麵線
30,魚肚麵線
31,蛋花湯
32,虱目魚丸湯
33,香菇貢丸湯
34,里港餛飩湯
35,豬腸湯
36,肝連湯
37,蛤仔湯
38,魚皮湯
39,無刺魚肚湯
40,燙青菜
41,炒青菜
42,菜脯蛋
43,蔥仔蛋
44,皮蛋豆腐
45,紅油炒手
46,炸里港餛飩
47,炸蛤仔
48,煎魚皮
49,煎魚肚
50,蒸魚皮
51,蒸魚肚
52,薑絲炒大腸
53,滷味隨意
0,土魠魚羹
1,土魠魚羹飯
2,土魠魚羹麵
3,土魠魚羹米粉
4,土魠魚羹米粉+麵
5,肉燥飯
6,雞肉絲飯
7,土魠魚便當
8,御品排骨便當
9,雞腿便當
10,白飯
11,炸御品排骨
12,炸雞腿排(去骨)
13,炸豆腐
14,蝦捲
15,花枝丸
16,魚卵沙拉
17,香酥土魠魚(每份)
18,香酥土魠魚(一斤)
19,滷蛋
20,油豆腐
21,魯丸(兩粒)
22,魯筍干
23,新竹貢丸湯
24,燙青菜
0,茉莉綠茶
1,阿薩姆紅茶
2,四季春茶
3,凍頂烏龍綠
4,檸檬綠
5,檸檬青
6,梅果綠
7,*蜂蜜綠
8,桔子綠
9,8冰綠
10,*多多綠
11,*芒果青
12,*冰琪淋紅茶
13,*鮮柚綠
14,*皇家百香綠
15,奶茶
16,奶綠
17,烏龍奶茶
18,紅茶瑪奇朵
19,阿華田
20,紅茶拿鐵(林鳳營)
21,阿華田镎鐵
22,珍珠綠
23,珍珠紅
24,珍珠奶綠
25,珍珠奶茶
26,珍珠紅茶拿鐵
27,波霸綠
28,波霸紅
29,波霸奶綠
30,波霸奶茶
31,波霸紅茶拿鐵
32,布丁奶茶
33,檸檬汁
34,金桔檸檬
35,檸檬梅子
36,*百香多多
37,*葡萄柚多多
38,*檸檬多多
39,*蜜茶
40,8冰茶
41,*葡萄柚汁
42,*皇家百香果
0,茉香綠茶
1,大正紅茶
2,英倫伯爵紅茶
3,初露青茶
4,高峰烏龍綠
5,決明大麥
6,◎青採翠玉
7,◎鹿谷黃金烏龍
8,◎小山迎露
9,紅茶拿鐵
10,綠茶拿鐵
11,烏龍茶拿鐵
12,青茶拿鐵
13,麥茶拿鐵
14,大正紅茶拿鐵
15,珍珠紅茶拿鐵
16,布丁紅茶拿鐵
17,仙草凍紅茶拿鐵
18,紅豆紅茶拿鐵
19,抺茶鮮豆奶
20,冬瓜鮮豆奶
21,布丁鮮豆奶
22,大正紅茶鮮豆奶
23,大正綠茶鮮豆奶
24,大正青茶鮮豆奶
25,大正麥茶鮮豆奶
26,大正伯爵鮮豆奶
27,珍珠紅茶鮮豆奶
28,布丁紅茶鮮豆奶
29,紅豆紅茶鮮豆奶
30,仙草凍紅茶鮮豆奶
31,原鄉冬瓜茶
32,冬瓜青茶
33,蜂農花蜜茶(季節限定/限量)
34,百香綠茶
35,冰糖落神梅(現熬)
36,◎養樂多綠
37,甘蔗青茶
38,桂圓紅棗茶(季節限定/限量)
39,◎蔓梅雙果醋
40,◎香柚綠茶
41,◎青檸香茶
42,檸檬綠茶
43,冬瓜檸檬
44,黑糖檸檬
45,金桔檸檬
46,◎冰萃檸檬
47,阿文脆梅綠(季節限定/限量)
0,五樣蔬菜飯
1,柳葉魚仔飯
2,現滷控肉飯
3,現滷豬排飯
4,香茅腿排飯
5,香酥排骨飯
6,三杯雞飯
7,糖醋排骨飯
8,宮保雞丁飯
9,椒鹽雞排飯
10,虱目魚肚飯
11,紅麴叉燒飯
12,鹹魚雙拼飯
13,水晶魚排飯
14,特製雞腿飯
15,蔥油雞腿飯
0,蔥爆花枝飯
1,蔥爆雞丁飯
2,蔥爆羊肉飯
3,蔥爆牛肉飯
4,蔥爆豬肉飯
5,沙茶羊肉炒飯
6,沙茶牛肉炒飯
7,沙茶豬肉炒飯
8,青椒羊肉炒飯
9,青椒牛肉炒飯
10,青椒豬肉炒飯
11,蝦仁肉絲蛋炒飯
12,蕃茄綜合炒飯
13,咖哩炒飯
14,什錦炒飯
15,沙茶羊肉炒麵
16,沙茶牛肉炒麵
17,沙茶豬肉炒麵
18,什錦炒烏龍
19,什錦炒意麵
20,什錦炒麵
21,咖哩雞肉燴飯
22,沙茶羊肉燴飯
23,沙茶牛肉燴飯
24,沙茶豬肉燴飯
25,沙茶什錦燴飯
26,蠔油三鮮燴飯
27,海產粥
28,廣東粥
29,吻仔魚粥
30,雞蓉玉米粥
31,皮蛋牛肉粥
32,皮蛋瘦肉粥
33,雞肉粥
34,招牌粥
35,魚肚湯
36,蛤仔湯
37,紫菜蛋花湯
38,貢丸湯
39,魚餃湯
40,魚皮湯
41,炒青菜
42,煎蔥蛋
43,煎蝦仁蛋
44,香煎魚肚
0,◎牛肉切片（牛腱肉） 150g/包
1,◎牛肚切片 150g/包
2,◎滷牛腱肉（整球出） 500g/包
3,◎滷牛肚 （整片出） 500g/包
4,◎滷牛筋 500g/包
5,◎滷鴨胗 4粒/包
6,◎滷鴨翅 4支/包
7,◎滷雞腳 12支/包
8,◎滷雞翅 12支/包
9,◎滷雞尾椎 20粒/包
10,◎冰心溫泉蛋 8粒/包
11,◎滷豆乾 12片/包
12,◎滷豬腳 800g/包
13,◎滷豬耳朵 400g/包
14,◎五香豬肉燥 800g/包
15,◎茄汁牛肉湯 2500g/包
16,◎高麗香菇雞湯 2500g/包
17,◎藥膳土羊肉湯 2300g/包
0,牛肉湯麵
1,牛肉湯餃
2,牛肉麵
3,牛筋麵
4,陽春麵(乾)
5,陽春麵(湯)
6,鹽水意麵(乾)
7,鹽水意麵(湯)
8,米粉(乾)
9,米粉(湯)
10,粿仔條(乾)
11,粿仔條(湯)
12,榨菜肉絲麵(湯)
13,餛飩麵
14,牛肉炒麵
15,蝦仁蛋炒麵
16,肉絲蛋炒麵
17,花枝炒麵
18,炒牛肉河粉
19,炒豬肉河粉
20,炒海鮮河粉
21,牛肉河粉
22,豬肉河粉
23,海鮮河粉
24,肉燥飯
